Rk,Player,Pos,Week,Team,Opp,Att,Yds,Yds/Att,TD,Targets,Rec,Yds,TD,Fum,Lost,Fantasy Points
24,Javorius Allen,RB,3,BAL,JAX,12.3,45.7,3.8,0.3,4.1,3.0,21.6,0.1,0.1,0.1,8.93
25,Tevin Coleman,RB,3,ATL,DET,8.4,36.6,4.6,0.3,3.4,2.5,23.4,0.2,0.1,0.1,8.80
26,Chris Carson,RB,3,SEA,TEN,11.8,49.0,4.1,0.3,2.5,1.7,13.8,0.1,0.1,0.1,8.48
27,Mark Ingram,RB,3,NO,CAR,9.4,39.9,4.4,0.3,4.5,3.3,24.4,0.1,0.2,0.2,8.43
28,DeMarco Murray,RB,3,TEN,SEA,12.0,45.8,3.8,0.3,2.7,2.1,14.2,0.1,0.1,0.1,8.20
29,Chris Thompson,RB,3,WAS,OAK,5.2,25.4,5.0,0.2,4.8,3.5,29.9,0.2,0.1,0.1,7.73
30,Tarik Cohen,RB,3,CHI,PIT,6.9,29.8,4.3,0.2,5.5,4.0,32.4,0.1,0.2,0.2,7.62
31,Matt Forte,RB,3,NYJ,MIA,9.6,40.3,4.0,0.2,3.5,2.4,19.3,0.1,0.1,0.1,7.56
32,Bilal Powell,RB,3,NYJ,MIA,7.9,36.0,4.5,0.2,4.2,2.9,20.9,0.1,0.1,0.1,7.29
33,Chris Johnson,RB,3,ARI,DAL,11.3,44.3,4.0,0.4,1.3,0.9,6.3,0.0,0.1,0.1,7.26
34,Darren Sproles,RB,3,PHI,NYG,6.6,27.3,3.9,0.2,4.9,3.4,27.5,0.1,0.1,0.1,7.08
35,Joe Mixon,RB,3,CIN,GB,8.6,36.3,4.0,0.2,3.0,2.1,16.9,0.1,0.1,0.1,6.92
36,Derrick Henry,RB,3,TEN,SEA,10.6,43.4,3.9,0.3,1.8,1.2,9.1,0.0,0.1,0.1,6.85
37,Giovani Bernard,RB,3,CIN,GB,6.9,28.4,4.0,0.2,3.5,2.6,23.5,0.1,0.1,0.1,6.79
38,Theo Riddick,RB,3,DET,ATL,4.5,18.0,4.5,0.1,6.2,4.2,31.8,0.2,0.1,0.1,6.58
39,Duke Johnson,RB,3,CLE,IND,4.8,21.2,4.2,0.1,4.9,3.6,33.8,0.1,0.1,0.1,6.50
40,Samaje Perine,RB,3,WAS,OAK,9.8,41.5,4.2,0.3,1.2,0.9,7.5,0.0,0.1,0.1,6.50
41,Terrance West,RB,3,BAL,JAX,9.7,36.6,3.7,0.3,2.3,1.6,11.3,0.0,0.1,0.1,6.39
42,James White,RB,3,NE,HOU,4.4,17.2,4.2,0.1,5.2,3.6,30.5,0.2,0.1,0.1,6.37
43,LeGarrette Blount,RB,3,PHI,NYG,9.4,36.2,4.0,0.3,1.3,0.9,6.0,0.0,0.1,0.1,5.82
44,Paul Perkins,RB,3,NYG,PHI,9.4,35.5,4.0,0.2,2.2,1.5,12.1,0.0,0.1,0.1,5.76
45,Kerwynn Williams,RB,3,ARI,DAL,7.0,28.3,4.0,0.3,1.6,1.2,9.5,0.0,0.1,0.1,5.38
46,Alvin Kamara,RB,3,NO,CAR,3.9,15.0,3.8,0.1,4.6,3.5,27.7,0.1,0.1,0.1,5.27
47,Shane Vereen,RB,3,NYG,PHI,4.0,16.5,4.0,0.1,4.5,3.3,27.2,0.1,0.2,0.2,5.17
48,Jalen Richard,RB,3,OAK,WAS,4.4,21.7,5.5,0.2,2.4,1.6,13.6,0.1,0.1,0.1,5.13
49,Charles Sims,RB,3,TB,MIN,5.7,20.5,3.3,0.1,3.9,2.7,22.0,0.1,0.2,0.2,5.05
50,Robert Turbin,RB,3,IND,CLE,4.8,18.4,3.6,0.2,2.6,2.0,15.9,0.1,0.1,0.1,5.03
