Rk,Player,Pos,Week,Team,Opp,FG Made,FG Att,Pct,Long,XP Made,XP Att,Fantasy Points
1,Justin Tucker,K,15,BAL,CLE,2.4,2.5,100.0,0.0,2.4,2.4,9.60
2,Wil Lutz,K,15,NO,NYJ,2.0,2.1,100.0,0.0,3.2,3.2,9.20
3,Greg Zuerlein,K,15,LAR,SEA,2.1,2.2,100.0,0.0,2.4,2.4,8.70
4,Matt Prater,K,15,DET,CHI,2.0,2.1,100.0,0.0,2.6,2.6,8.60
5,Kai Forbath,K,15,MIN,CIN,2.0,2.2,100.0,0.0,2.6,2.6,8.60
6,Stephen Gostkowski,K,15,NE,PIT,1.9,2.1,100.0,0.0,2.9,2.9,8.60
7,Jake Elliott,K,15,PHI,NYG,1.9,2.0,100.0,0.0,2.8,2.8,8.50
8,Chris Boswell,K,15,PIT,NE,2.0,2.1,100.0,0.0,2.4,2.4,8.40
9,Robbie Gould,K,15,SF,TEN,2.1,2.2,100.0,0.0,2.1,2.1,8.40
10,Matt Bryant,K,15,ATL,TB,1.9,2.0,100.0,0.0,2.7,2.7,8.40
11,Josh Lambo,K,15,JAX,HOU,2.0,2.2,100.0,0.0,2.4,2.4,8.40
12,Graham Gano,K,15,CAR,GB,1.9,2.0,100.0,0.0,2.5,2.5,8.20
13,Harrison Butker,K,15,KC,LAC,2.0,2.0,100.0,0.0,2.2,2.2,8.20
14,Adam Vinatieri,K,15,IND,DEN,1.9,1.9,100.0,0.0,2.2,2.2,7.90
15,Brandon McManus,K,15,DEN,IND,1.9,2.0,100.0,0.0,2.1,2.1,7.80
16,Travis Coons,K,15,LAC,KC,1.8,1.9,100.0,0.0,2.4,2.4,7.80
17,Steven Hauschka,K,15,BUF,MIA,1.9,2.0,100.0,0.0,2.0,2.0,7.70
18,Phil Dawson,K,15,ARI,WAS,1.9,2.4,100.0,0.0,1.9,1.9,7.60
19,Dustin Hopkins,K,15,WAS,ARI,1.6,1.8,100.0,0.0,2.6,2.6,7.40
20,Ryan Succop,K,15,TEN,SF,1.6,1.8,100.0,0.0,2.3,2.3,7.10
21,Patrick Murray,K,15,TB,ATL,1.6,1.7,100.0,0.0,2.0,2.0,6.80
22,Blair Walsh,K,15,SEA,LAR,1.4,1.7,50.0,0.0,2.5,2.5,6.70
23,Dan Bailey,K,15,DAL,OAK,1.4,1.6,50.0,0.0,2.5,2.5,6.70
24,Giorgio Tavecchio,K,15,OAK,DAL,1.4,1.5,50.0,0.0,2.4,2.4,6.60
25,Mason Crosby,K,15,GB,CAR,1.4,1.5,50.0,0.0,2.3,2.3,6.50
26,Ka'imi Fairbairn,K,15,HOU,JAX,1.6,1.8,100.0,0.0,1.5,1.5,6.30
27,Chandler Catanzaro,K,15,NYJ,NO,1.5,1.7,100.0,0.0,1.8,1.8,6.30
28,Mike Nugent,K,15,CHI,DET,1.4,1.5,50.0,0.0,2.0,2.0,6.20
29,Cody Parkey,K,15,MIA,BUF,1.1,1.2,100.0,0.0,2.0,2.0,5.30
30,Aldrick Rosas,K,15,NYG,PHI,1.1,1.2,100.0,0.0,1.7,1.7,5.00
31,Zane Gonzalez,K,15,CLE,BAL,1.1,1.3,100.0,0.0,1.5,1.5,4.80
32,Randy Bullock,K,15,CIN,MIN,1.0,1.1,100.0,0.0,1.8,1.8,4.80
33,Caleb Sturgis,K,15,PHI,NYG,0.0,0.0,0.0,0.0,0.0,0.0,0.00
34,Sebastian Janikowski,K,15,OAK,DAL,0.0,0.0,0.0,0.0,0.0,0.0,0.00
35,Nick Folk,K,15,TB,ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.00
36,Nick Novak,K,15,LAC,KC,0.0,0.0,0.0,0.0,0.0,0.0,0.00
37,Cairo Santos,K,15,CHI,DET,0.0,0.0,0.0,0.0,0.0,0.0,0.00
