Rk,Player,Pos,Week,Team,Opp,Targets,Rec,Pct,Yds,TD,Long,Yds/Target,Yds/Rec,Rush,Yds,TD,Fum,Lost,Fantasy Points
1,DeAndre Hopkins,WR,13,HOU,TEN,9.8,5.8,60.0,84.5,0.5,0.0,8.4,14.0,0.0,0.0,0.0,0.0,0.0,11.45
2,Keenan Allen,WR,13,LAC,CLE,11.6,6.8,58.3,83.7,0.5,0.0,7.0,12.0,0.0,0.4,0.0,0.0,0.0,11.41
3,Adam Thielen,WR,13,MIN,ATL,7.8,5.8,75.0,82.1,0.5,0.0,10.2,13.7,0.0,0.0,0.0,0.0,0.0,11.21
4,Julio Jones,WR,13,ATL,MIN,8.9,6.2,66.7,83.6,0.5,0.0,9.3,14.0,0.0,0.2,0.0,0.1,0.1,11.18
5,Mike Evans,WR,13,TB,GB,8.4,5.6,75.0,81.2,0.5,0.0,10.1,13.5,0.0,0.0,0.0,0.0,0.0,11.12
6,Antonio Brown,WR,13,PIT,CIN,9.8,6.0,60.0,78.4,0.5,0.0,7.8,13.0,0.0,0.0,0.0,0.0,0.0,10.84
7,Brandin Cooks,WR,13,NE,BUF,7.0,4.9,71.4,74.3,0.4,0.0,10.6,14.8,0.2,0.8,0.0,0.0,0.0,9.91
8,Michael Thomas,WR,13,NO,CAR,9.4,6.1,66.7,74.9,0.4,0.0,8.3,12.5,0.0,0.0,0.0,0.0,0.0,9.89
9,AJ Green,WR,13,CIN,PIT,7.2,5.0,71.4,68.9,0.5,0.0,9.9,13.8,0.0,0.0,0.0,0.0,0.0,9.89
10,Davante Adams,WR,13,GB,TB,6.8,5.1,71.4,66.8,0.5,0.0,9.6,13.4,0.0,0.0,0.0,0.0,0.0,9.68
11,Alshon Jeffery,WR,13,PHI,SEA,7.3,4.9,71.4,66.1,0.5,0.0,9.4,13.2,0.0,0.0,0.0,0.0,0.0,9.61
12,Robby Anderson,WR,13,NYJ,KC,5.3,4.0,80.0,64.6,0.5,0.0,13.0,16.2,0.2,0.3,0.0,0.0,0.0,9.49
13,Devin Funchess,WR,13,CAR,NO,7.9,5.1,62.5,70.6,0.4,0.0,8.9,14.2,0.0,0.0,0.0,0.0,0.0,9.46
14,Stefon Diggs,WR,13,MIN,ATL,8.6,5.0,55.6,66.2,0.4,0.0,7.3,13.2,0.2,0.9,0.0,0.0,0.0,9.11
15,Doug Baldwin,WR,13,SEA,PHI,7.9,5.0,62.5,66.7,0.4,0.0,8.4,13.4,0.1,0.2,0.0,0.0,0.0,9.09
16,Jamison Crowder,WR,13,WAS,DAL,10.3,5.8,60.0,72.3,0.3,0.0,7.2,12.0,0.4,1.6,0.0,0.1,0.1,8.99
17,Larry Fitzgerald,WR,13,ARI,LAR,8.1,5.9,75.0,65.7,0.4,0.0,8.2,11.0,0.0,0.0,0.0,0.0,0.0,8.97
18,Marvin Jones,WR,13,DET,BAL,6.9,4.1,57.1,64.9,0.4,0.0,9.3,16.2,0.0,0.0,0.0,0.0,0.0,8.89
