Rk,Player,Pos,Week,Team,Opp,FG Made,FG Att,Pct,Long,XP Made,XP Att,Fantasy Points
1,Wil Lutz,K,6,NO,DET,2.0,2.1,100.0,0.0,3.2,3.2,9.20
2,Dustin Hopkins,K,6,WAS,SF,2.1,2.2,100.0,0.0,2.9,2.9,9.20
3,Stephen Gostkowski,K,6,NE,NYJ,2.0,2.1,100.0,0.0,3.1,3.1,9.10
4,Ka'imi Fairbairn,K,6,HOU,CLE,2.0,2.1,100.0,0.0,3.0,3.0,9.00
5,Giorgio Tavecchio,K,6,OAK,LAC,2.0,2.1,100.0,0.0,3.0,3.0,9.00
6,Matt Bryant,K,6,ATL,MIA,2.0,2.1,100.0,0.0,2.8,2.8,8.80
7,Ryan Succop,K,6,TEN,IND,2.0,2.0,100.0,0.0,2.8,2.8,8.80
8,Brandon McManus,K,6,DEN,NYG,2.0,2.1,100.0,0.0,2.4,2.4,8.40
9,Harrison Butker,K,6,KC,PIT,1.9,2.1,100.0,0.0,2.7,2.7,8.40
10,Graham Gano,K,6,CAR,PHI,2.0,2.1,100.0,0.0,2.3,2.3,8.30
11,Justin Tucker,K,6,BAL,CHI,2.0,2.1,100.0,0.0,2.3,2.3,8.30
12,Matt Prater,K,6,DET,NO,1.9,2.0,100.0,0.0,2.6,2.6,8.30
13,Jason Myers,K,6,JAX,LAR,2.0,2.1,100.0,0.0,2.1,2.1,8.10
14,Adam Vinatieri,K,6,IND,TEN,1.9,1.9,100.0,0.0,2.4,2.4,8.10
15,Jake Elliott,K,6,PHI,CAR,2.0,2.1,100.0,0.0,2.0,2.0,8.00
16,Greg Zuerlein,K,6,LAR,JAX,1.9,2.0,100.0,0.0,2.1,2.1,7.80
17,Kai Forbath,K,6,MIN,GB,1.8,1.9,100.0,0.0,2.3,2.3,7.70
18,Robbie Gould,K,6,SF,WAS,1.9,2.0,100.0,0.0,2.0,2.0,7.70
19,Phil Dawson,K,6,ARI,TB,1.6,1.7,100.0,0.0,2.7,2.7,7.50
20,Mason Crosby,K,6,GB,MIN,1.5,1.5,100.0,0.0,2.8,2.8,7.30
21,Chandler Catanzaro,K,6,NYJ,NE,1.8,1.8,100.0,0.0,1.9,1.9,7.30
22,Nick Novak,K,6,LAC,OAK,1.6,1.7,100.0,0.0,2.3,2.3,7.10
23,Chris Boswell,K,6,PIT,KC,1.5,1.6,100.0,0.0,2.3,2.3,6.80
24,Patrick Murray,K,6,TB,ARI,1.5,1.8,100.0,0.0,2.2,2.2,6.70
25,Zane Gonzalez,K,6,CLE,HOU,1.1,1.3,100.0,0.0,1.8,1.8,5.10
26,Cody Parkey,K,6,MIA,ATL,1.1,1.1,100.0,0.0,1.7,1.7,5.00
27,Connor Barth,K,6,CHI,BAL,1.0,1.1,100.0,0.0,1.8,1.8,4.80
28,Aldrick Rosas,K,6,NYG,DEN,1.0,1.0,100.0,0.0,1.3,1.3,4.30
29,Caleb Sturgis,K,6,PHI,CAR,0.0,0.0,0.0,0.0,0.0,0.0,0.00
30,Nick Folk,K,6,TB,ARI,0.0,0.0,0.0,0.0,0.0,0.0,0.00
31,Sebastian Janikowski,K,6,OAK,LAC,0.0,0.0,0.0,0.0,0.0,0.0,0.00
