Rk,Player,Pos,Week,Team,Opp,Targets,Rec,Pct,Yds,TD,Long,Yds/Target,Yds/Rec,Rush,Yds,TD,Fum,Lost,Fantasy Points
1,Julio Jones,WR,6,ATL,MIA,8.5,5.9,75.0,88.0,0.5,0.0,11.0,14.7,0.0,0.0,0.0,0.0,0.0,11.80
2,DeAndre Hopkins,WR,6,HOU,CLE,10.6,6.3,54.5,77.2,0.6,0.0,7.0,12.8,0.0,0.0,0.0,0.0,0.0,11.32
3,Antonio Brown,WR,6,PIT,KC,9.9,6.1,60.0,82.2,0.5,0.0,8.2,13.7,0.1,0.1,0.0,0.0,0.0,11.23
4,Michael Thomas,WR,6,NO,DET,8.3,5.4,62.5,74.5,0.5,0.0,9.2,14.8,0.0,0.0,0.0,0.0,0.0,10.45
5,TY Hilton,WR,6,IND,TEN,7.2,5.0,71.4,78.1,0.4,0.0,11.1,15.6,0.0,0.0,0.0,0.0,0.0,10.21
6,Keenan Allen,WR,6,LAC,OAK,10.0,5.9,60.0,75.3,0.4,0.0,7.5,12.5,0.0,0.0,0.0,0.0,0.0,9.93
7,Mike Evans,WR,6,TB,ARI,7.8,5.2,62.5,67.8,0.5,0.0,8.5,13.6,0.0,0.0,0.0,0.0,0.0,9.78
8,Michael Crabtree,WR,6,OAK,LAC,7.8,5.1,62.5,66.2,0.5,0.0,8.2,13.2,0.0,0.0,0.0,0.0,0.0,9.62
9,Brandin Cooks,WR,6,NE,NYJ,5.9,4.1,66.7,68.7,0.4,0.0,11.5,17.2,0.5,0.6,0.0,0.0,0.0,9.33
10,Golden Tate,WR,6,DET,NO,9.4,5.9,66.7,68.0,0.4,0.0,7.6,11.3,0.6,0.4,0.0,0.0,0.0,9.24
11,Jordy Nelson,WR,6,GB,MIN,7.5,4.3,57.1,62.1,0.5,0.0,8.9,15.5,0.0,0.0,0.0,0.0,0.0,9.21
12,Chris Hogan,WR,6,NE,NYJ,6.7,4.7,71.4,61.7,0.5,0.0,8.9,12.4,0.3,0.3,0.0,0.0,0.0,9.20
13,Alshon Jeffery,WR,6,PHI,CAR,7.1,4.8,71.4,65.5,0.4,0.0,9.4,13.2,0.0,0.0,0.0,0.0,0.0,8.95
14,DeSean Jackson,WR,6,TB,ARI,6.3,3.9,66.7,65.1,0.4,0.0,10.8,16.2,0.0,0.0,0.0,0.0,0.0,8.91
15,Kelvin Benjamin,WR,6,CAR,PHI,7.1,4.1,57.1,63.5,0.4,0.0,9.1,16.0,0.0,0.0,0.0,0.0,0.0,8.75
16,Davante Adams,WR,6,GB,MIN,5.7,4.3,66.7,56.9,0.5,0.0,9.5,14.2,0.0,0.0,0.0,0.0,0.0,8.69
17,Pierre Garcon,WR,6,SF,WAS,10.0,5.6,60.0,67.7,0.3,0.0,6.8,11.3,0.0,0.0,0.0,0.0,0.0,8.57
18,Demaryius Thomas,WR,6,DEN,NYG,7.3,5.0,71.4,66.2,0.3,0.0,9.4,13.2,0.0,0.0,0.0,0.0,0.0,8.42
19,Devin Funchess,WR,6,CAR,PHI,7.3,4.7,71.4,59.0,0.4,0.0,8.4,11.8,0.0,0.0,0.0,0.0,0.0,8.30
20,Tyreek Hill,WR,6,KC,PIT,7.2,5.1,71.4,58.7,0.3,0.0,8.4,11.8,1.0,6.1,0.0,0.0,0.0,8.28
21,Jarvis Landry,WR,6,MIA,ATL,10.9,6.1,54.5,63.8,0.3,0.0,5.8,10.7,0.1,0.3,0.0,0.0,0.0,8.21
22,Adam Thielen,WR,6,MIN,GB,7.4,5.5,85.7,63.3,0.3,0.0,9.0,10.5,0.1,0.4,0.0,0.0,0.0,8.17
23,Randall Cobb,WR,6,GB,MIN,8.6,5.0,55.6,56.8,0.4,0.0,6.3,11.4,0.3,0.3,0.0,0.0,0.0,8.11
24,Emmanuel Sanders,WR,6,DEN,NYG,7.0,4.8,71.4,61.8,0.3,0.0,8.9,12.4,0.0,0.0,0.0,0.0,0.0,7.98
25,Terrelle Pryor,WR,6,WAS,SF,5.9,4.1,66.7,60.7,0.3,0.0,10.2,15.2,0.1,0.1,0.0,0.0,0.0,7.88
26,Tyrell Williams,WR,6,LAC,OAK,5.1,3.9,80.0,54.8,0.4,0.0,11.0,13.8,0.0,0.0,0.0,0.0,0.0,7.88
27,Larry Fitzgerald,WR,6,ARI,TB,7.3,5.3,71.4,60.0,0.3,0.0,8.6,12.0,0.0,0.0,0.0,0.0,0.0,7.80
28,Rishard Matthews,WR,6,TEN,IND,7.4,4.2,57.1,59.3,0.3,0.0,8.4,14.8,0.0,0.2,0.0,0.0,0.0,7.75
29,Marvin Jones,WR,6,DET,NO,6.2,3.7,66.7,52.6,0.4,0.0,8.8,13.2,0.0,0.0,0.0,0.0,0.0,7.66
30,Willie Snead,WR,6,NO,DET,5.7,4.1,66.7,52.5,0.3,0.0,8.7,13.0,0.0,0.0,0.0,0.0,0.0,7.05
31,Danny Amendola,WR,6,NE,NYJ,6.9,4.0,57.1,45.4,0.4,0.0,6.4,11.2,0.0,0.0,0.0,0.0,0.0,6.94
32,Will Fuller,WR,6,HOU,CLE,4.9,3.2,60.0,44.3,0.4,0.0,8.8,14.7,0.4,0.9,0.0,0.0,0.0,6.92
33,Amari Cooper,WR,6,OAK,LAC,5.1,3.7,80.0,50.7,0.3,0.0,10.2,12.8,0.0,0.1,0.0,0.0,0.0,6.88
34,Mike Wallace,WR,6,BAL,CHI,5.7,3.7,66.7,49.9,0.3,0.0,8.3,12.5,0.2,0.1,0.0,0.0,0.0,6.80
35,John Brown,WR,6,ARI,TB,6.3,3.6,66.7,49.0,0.3,0.0,8.2,12.2,0.2,0.3,0.0,0.0,0.0,6.73
36,Jermaine Kearse,WR,6,NYJ,NE,6.8,3.8,57.1,48.7,0.3,0.0,7.0,12.2,0.0,0.0,0.0,0.0,0.0,6.67
37,JJ Nelson,WR,6,ARI,TB,4.5,2.8,60.0,44.7,0.3,0.0,9.0,15.0,0.0,3.4,0.0,0.0,0.0,6.61
38,Ted Ginn,WR,6,NO,DET,5.2,3.1,60.0,45.0,0.3,0.0,9.0,15.0,0.5,1.4,0.0,0.0,0.0,6.44
39,Kenny Stills,WR,6,MIA,ATL,4.7,3.0,60.0,45.8,0.3,0.0,9.2,15.3,0.0,0.0,0.0,0.0,0.0,6.38
40,Taylor Gabriel,WR,6,ATL,MIA,5.6,3.2,50.0,44.9,0.3,0.0,7.5,15.0,0.4,0.8,0.0,0.0,0.0,6.37
41,Cooper Kupp,WR,6,LAR,JAX,5.2,3.8,80.0,45.4,0.3,0.0,9.0,11.2,0.0,0.1,0.0,0.0,0.0,6.35
42,Martavis Bryant,WR,6,PIT,KC,5.4,3.2,60.0,44.3,0.3,0.0,8.8,14.7,0.5,1.2,0.0,0.0,0.0,6.35
43,Robby Anderson,WR,6,NYJ,NE,4.0,3.0,75.0,44.9,0.3,0.0,11.2,15.0,0.1,0.1,0.0,0.0,0.0,6.30
44,Jaron Brown,WR,6,ARI,TB,4.7,3.6,80.0,44.1,0.3,0.0,8.8,11.0,0.1,0.0,0.0,0.0,0.0,6.21
45,Jamison Crowder,WR,6,WAS,SF,6.7,3.8,57.1,43.9,0.3,0.0,6.3,11.0,0.1,0.0,0.0,0.0,0.0,6.19
46,Sammy Watkins,WR,6,LAR,JAX,4.4,3.3,75.0,43.1,0.3,0.0,10.8,14.3,0.0,0.0,0.0,0.0,0.0,6.11
47,Ricardo Louis,WR,6,CLE,HOU,5.3,3.8,80.0,48.9,0.2,0.0,9.8,12.2,0.0,0.0,0.0,0.0,0.0,6.09
48,Travis Rudolph,WR,6,NYG,DEN,5.1,3.4,60.0,40.2,0.3,0.0,8.0,13.3,0.0,0.6,0.0,0.0,0.0,5.88
49,Eric Decker,WR,6,TEN,IND,5.1,3.3,60.0,38.7,0.3,0.0,7.8,13.0,0.0,0.0,0.0,0.0,0.0,5.67
50,Donte Moncrief,WR,6,IND,TEN,5.0,3.0,60.0,38.1,0.3,0.0,7.6,12.7,0.1,0.1,0.0,0.0,0.0,5.62
