Rk,Player,Pos,Week,Team,Opp,Targets,Rec,Pct,Yds,TD,Long,Yds/Target,Yds/Rec,Rush,Yds,TD,Fum,Lost,Fantasy Points
1,Rob Gronkowski,TE,4,NE,CAR,8.4,4.9,62.5,67.6,0.7,0.0,8.5,13.6,0.0,0.0,0.0,0.0,0.0,10.96
2,Travis Kelce,TE,4,KC,WAS,7.1,5.1,71.4,63.1,0.3,0.0,9.0,12.6,0.0,0.0,0.0,0.0,0.0,8.11
3,Zach Ertz,TE,4,PHI,LAC,9.9,5.7,60.0,62.2,0.3,0.0,6.2,10.3,0.0,0.0,0.0,0.1,0.1,7.82
4,Jimmy Graham,TE,4,SEA,IND,5.7,3.9,66.7,47.8,0.4,0.0,8.0,12.0,0.0,0.0,0.0,0.1,0.1,6.98
5,Jordan Reed,TE,4,WAS,KC,7.6,5.2,62.5,53.8,0.3,0.0,6.8,10.8,0.0,0.0,0.0,0.1,0.1,6.98
6,Delanie Walker,TE,4,TEN,HOU,5.7,4.2,66.7,48.8,0.3,0.0,8.2,12.2,0.0,0.0,0.0,0.0,0.0,6.68
7,Kyle Rudolph,TE,4,MIN,DET,6.9,3.9,57.1,40.0,0.4,0.0,5.7,10.0,0.0,0.0,0.0,0.0,0.0,6.40
8,Charles Clay,TE,4,BUF,ATL,5.9,4.3,66.7,45.5,0.3,0.0,7.7,11.5,0.0,0.0,0.0,0.0,0.0,6.35
9,Evan Engram,TE,4,NYG,TB,6.5,3.8,66.7,40.5,0.3,0.0,6.7,10.0,0.0,0.0,0.0,0.0,0.0,5.85
10,Jason Witten,TE,4,DAL,LAR,7.7,4.4,50.0,41.9,0.3,0.0,5.2,10.5,0.0,0.0,0.0,0.1,0.1,5.79
11,Martellus Bennett,TE,4,GB,CHI,5.8,3.5,66.7,38.5,0.3,0.0,6.3,9.5,0.0,0.0,0.0,0.0,0.0,5.65
12,Eric Ebron,TE,4,DET,MIN,5.6,4.1,66.7,43.5,0.2,0.0,7.3,11.0,0.0,0.0,0.0,0.0,0.0,5.55
13,Coby Fleener,TE,4,NO,MIA,4.1,3.0,75.0,35.9,0.3,0.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,5.39
14,Benjamin Watson,TE,4,BAL,PIT,4.9,3.3,60.0,35.8,0.3,0.0,7.2,12.0,0.0,0.0,0.0,0.0,0.0,5.38
15,Jared Cook,TE,4,OAK,DEN,5.3,3.9,80.0,41.8,0.2,0.0,8.4,10.5,0.0,0.0,0.0,0.1,0.1,5.18
16,Jesse James,TE,4,PIT,BAL,4.8,3.5,80.0,33.7,0.3,0.0,6.8,8.5,0.0,0.0,0.0,0.0,0.0,5.17
17,Hunter Henry,TE,4,LAC,PHI,4.1,2.8,75.0,33.2,0.3,0.0,8.2,11.0,0.0,0.0,0.0,0.0,0.0,5.12
18,Austin Hooper,TE,4,ATL,BUF,3.0,2.3,66.7,31.3,0.3,0.0,10.3,15.5,0.0,0.0,0.0,0.0,0.0,4.93
