Rk,Player,Pos,Week,Team,Opp,Targets,Rec,Pct,Yds,TD,Long,Yds/Target,Yds/Rec,Rush,Yds,TD,Fum,Lost,Fantasy Points
1,Rob Gronkowski,TE,15,NE,PIT,8.6,5.0,55.6,71.4,0.6,0.0,7.9,14.2,0.0,0.0,0.0,0.0,0.0,10.74
2,Travis Kelce,TE,15,KC,LAC,7.6,5.5,75.0,68.4,0.5,0.0,8.5,11.3,0.1,0.4,0.0,0.0,0.0,9.88
3,Zach Ertz,TE,15,PHI,NYG,9.0,5.2,55.6,57.2,0.5,0.0,6.3,11.4,0.0,0.0,0.0,0.0,0.0,8.72
4,Jimmy Graham,TE,15,SEA,LAR,6.0,4.1,66.7,49.3,0.5,0.0,8.2,12.2,0.0,0.0,0.0,0.0,0.0,7.93
5,Delanie Walker,TE,15,TEN,SF,6.4,4.7,83.3,55.1,0.3,0.0,9.2,11.0,0.0,0.0,0.0,0.0,0.0,7.31
6,Hunter Henry,TE,15,LAC,KC,5.7,3.9,66.7,46.9,0.4,0.0,7.8,11.8,0.0,0.0,0.0,0.0,0.0,7.09
7,Evan Engram,TE,15,NYG,PHI,8.4,4.9,62.5,52.6,0.3,0.0,6.6,10.6,0.0,0.0,0.0,0.0,0.0,7.06
8,Jared Cook,TE,15,OAK,DAL,5.0,3.7,80.0,45.7,0.3,0.0,9.2,11.5,0.0,0.0,0.0,0.0,0.0,6.37
9,Jack Doyle,TE,15,IND,DEN,7.7,4.8,62.5,47.1,0.3,0.0,5.9,9.4,0.0,0.0,0.0,0.1,0.1,6.31
10,Vernon Davis,TE,15,WAS,ARI,5.3,3.2,60.0,41.7,0.3,0.0,8.4,14.0,0.0,0.0,0.0,0.0,0.0,5.97
11,Jason Witten,TE,15,DAL,OAK,6.8,3.9,57.1,38.7,0.3,0.0,5.6,9.8,0.0,0.0,0.0,0.0,0.0,5.67
12,Austin Hooper,TE,15,ATL,TB,4.2,3.2,75.0,35.8,0.3,0.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,5.38
13,Julius Thomas,TE,15,MIA,BUF,5.2,3.5,80.0,33.7,0.3,0.0,6.8,8.5,0.0,0.0,0.0,0.0,0.0,5.17
14,Eric Ebron,TE,15,DET,CHI,4.8,3.5,80.0,39.3,0.2,0.0,7.8,9.8,0.0,0.0,0.0,0.0,0.0,5.13
15,Greg Olsen,TE,15,CAR,GB,5.1,2.9,60.0,39.3,0.2,0.0,7.8,13.0,0.0,0.0,0.0,0.0,0.0,5.13
16,Kyle Rudolph,TE,15,MIN,CIN,5.6,3.2,50.0,33.1,0.3,0.0,5.5,11.0,0.0,0.0,0.0,0.0,0.0,5.11
17,Ricky Seals-Jones,TE,15,ARI,WAS,3.6,2.8,75.0,38.1,0.2,0.0,9.5,12.7,0.0,0.0,0.0,0.0,0.0,5.01
18,OJ Howard,TE,15,TB,ATL,3.6,2.7,75.0,33.0,0.3,0.0,8.2,11.0,0.0,0.0,0.0,0.1,0.1,4.90
19,Cameron Brate,TE,15,TB,ATL,3.8,2.6,75.0,30.3,0.3,0.0,7.5,10.0,0.0,0.0,0.0,0.0,0.0,4.83
20,Jesse James,TE,15,PIT,NE,4.0,2.9,75.0,29.6,0.3,0.0,7.5,10.0,0.0,0.0,0.0,0.0,0.0,4.76
21,Charles Clay,TE,15,BUF,MIA,4.3,3.1,75.0,35.2,0.2,0.0,8.8,11.7,0.0,0.0,0.0,0.0,0.0,4.72
22,Tyler Kroft,TE,15,CIN,MIN,4.5,2.9,75.0,27.2,0.3,0.0,6.8,9.0,0.0,0.0,0.0,0.0,0.0,4.52
