Rk,Player,Pos,Week,Team,Opp,Targets,Rec,Pct,Yds,TD,Long,Yds/Target,Yds/Rec,Rush,Yds,TD,Fum,Lost,Fantasy Points
1,Antonio Brown,WR,2,PIT,MIN,11.9,7.3,58.3,95.6,0.6,0.0,8.0,13.7,0.2,0.8,0.0,0.1,0.1,13.04
2,Julio Jones,WR,2,ATL,GB,9.1,6.3,66.7,96.0,0.6,0.0,10.7,16.0,0.0,0.0,0.0,0.1,0.1,13.00
3,Mike Evans,WR,2,TB,CHI,9.0,6.0,66.7,85.7,0.6,0.0,9.6,14.3,0.0,0.0,0.0,0.0,0.0,12.17
4,Jordy Nelson,WR,2,GB,ATL,10.8,6.2,54.5,82.1,0.6,0.0,7.5,13.7,0.0,0.0,0.0,0.1,0.1,11.61
5,Brandin Cooks,WR,2,NE,NO,7.9,5.5,75.0,84.3,0.5,0.0,10.5,14.0,0.1,1.3,0.0,0.1,0.1,11.36
6,Doug Baldwin,WR,2,SEA,SF,8.7,5.5,66.7,73.8,0.6,0.0,8.2,12.3,0.2,1.0,0.0,0.0,0.0,11.08
7,AJ Green,WR,2,CIN,HOU,8.2,5.7,75.0,81.0,0.5,0.0,10.1,13.5,0.0,0.0,0.0,0.1,0.1,10.90
8,Larry Fitzgerald,WR,2,ARI,IND,9.6,7.0,70.0,79.4,0.5,0.0,7.9,11.3,0.0,0.0,0.0,0.1,0.1,10.74
9,Amari Cooper,WR,2,OAK,NYJ,7.9,5.7,75.0,76.8,0.5,0.0,9.6,12.8,0.1,0.5,0.0,0.1,0.1,10.53
10,Michael Thomas,WR,2,NO,NE,9.7,6.3,60.0,77.3,0.5,0.0,7.7,12.8,0.0,0.0,0.0,0.1,0.1,10.53
11,Tyreek Hill,WR,2,KC,PHI,7.1,5.0,71.4,57.7,0.4,0.0,8.3,11.6,1.6,10.0,0.2,0.1,0.1,10.17
12,DeAndre Hopkins,WR,2,HOU,CIN,10.6,6.3,54.5,78.8,0.4,0.0,7.2,13.2,0.0,0.0,0.0,0.1,0.1,10.08
13,Michael Crabtree,WR,2,OAK,NYJ,8.1,5.3,62.5,68.5,0.5,0.0,8.5,13.6,0.0,0.0,0.0,0.0,0.0,9.85
14,Odell Beckham Jr,WR,2,NYG,DET,7.8,4.7,62.5,64.7,0.5,0.0,8.1,13.0,0.0,0.3,0.0,0.0,0.0,9.50
15,Terrelle Pryor,WR,2,WAS,LAR,7.1,4.9,71.4,69.6,0.4,0.0,10.0,14.0,0.1,0.7,0.0,0.0,0.0,9.43
16,Demaryius Thomas,WR,2,DEN,DAL,8.6,5.9,66.7,70.2,0.4,0.0,7.8,11.7,0.0,0.0,0.0,0.1,0.1,9.22
17,Dez Bryant,WR,2,DAL,DEN,7.0,4.6,71.4,63.7,0.5,0.0,9.1,12.8,0.0,0.0,0.0,0.1,0.1,9.17
18,Keenan Allen,WR,2,LAC,MIA,9.7,5.7,60.0,66.3,0.4,0.0,6.6,11.0,0.0,0.0,0.0,0.1,0.1,8.83
19,Sammy Watkins,WR,2,LAR,WAS,5.8,4.3,66.7,63.3,0.4,0.0,10.5,15.8,0.1,0.0,0.0,0.0,0.0,8.73
20,Davante Adams,WR,2,GB,ATL,6.1,4.6,83.3,59.2,0.5,0.0,9.8,11.8,0.0,0.0,0.0,0.1,0.1,8.72
