Rk,Player,Pos,Week,Team,Opp,FG Made,FG Att,Pct,Long,XP Made,XP Att,Fantasy Points
1,Stephen Gostkowski,K,12,NE,MIA,2.1,2.2,100.0,0.0,3.5,3.5,9.80
2,Harrison Butker,K,12,KC,BUF,2.2,2.3,100.0,0.0,2.7,2.7,9.30
3,Greg Zuerlein,K,12,LAR,NO,2.1,2.1,100.0,0.0,2.9,2.9,9.20
4,Chris Boswell,K,12,PIT,GB,2.1,2.2,100.0,0.0,2.8,2.8,9.10
5,Justin Tucker,K,12,BAL,HOU,2.2,2.3,100.0,0.0,2.5,2.5,9.10
6,Matt Bryant,K,12,ATL,TB,2.0,2.1,100.0,0.0,3.0,3.0,9.00
7,Jake Elliott,K,12,PHI,CHI,2.0,2.1,100.0,0.0,2.8,2.8,8.80
8,Ryan Succop,K,12,TEN,IND,2.0,2.1,100.0,0.0,2.7,2.7,8.70
9,Wil Lutz,K,12,NO,LAR,1.9,2.0,100.0,0.0,2.9,2.9,8.60
10,Nick Rose,K,12,WAS,NYG,1.9,2.0,100.0,0.0,2.8,2.8,8.50
11,Brandon McManus,K,12,DEN,OAK,2.0,2.1,100.0,0.0,2.4,2.4,8.40
12,Adam Vinatieri,K,12,IND,TEN,1.9,2.0,100.0,0.0,2.4,2.4,8.10
13,Blair Walsh,K,12,SEA,SF,1.7,1.9,100.0,0.0,2.8,2.8,7.90
14,Matt Prater,K,12,DET,MIN,1.9,2.0,100.0,0.0,2.0,2.0,7.70
15,Kai Forbath,K,12,MIN,DET,1.7,1.8,100.0,0.0,2.6,2.6,7.70
16,Graham Gano,K,12,CAR,NYJ,1.7,1.8,100.0,0.0,2.6,2.6,7.70
17,Giorgio Tavecchio,K,12,OAK,DEN,1.6,1.7,100.0,0.0,2.8,2.8,7.60
18,Dan Bailey,K,12,DAL,LAC,1.6,1.7,100.0,0.0,2.5,2.5,7.30
19,Josh Lambo,K,12,JAX,ARI,1.7,1.9,100.0,0.0,2.0,2.0,7.10
20,Randy Bullock,K,12,CIN,CLE,1.5,1.6,100.0,0.0,2.5,2.5,7.00
21,Patrick Murray,K,12,TB,ATL,1.6,1.8,100.0,0.0,1.8,1.8,6.60
22,Nick Novak,K,12,LAC,DAL,1.4,1.5,50.0,0.0,2.3,2.3,6.50
23,Steven Hauschka,K,12,BUF,KC,1.4,1.4,100.0,0.0,1.9,1.9,6.10
24,Robbie Gould,K,12,SF,SEA,1.4,1.4,100.0,0.0,1.9,1.9,6.10
25,Chandler Catanzaro,K,12,NYJ,CAR,1.3,1.4,100.0,0.0,2.0,2.0,5.90
26,Aldrick Rosas,K,12,NYG,WAS,1.1,1.3,100.0,0.0,2.0,2.0,5.30
27,Cairo Santos,K,12,CHI,PHI,1.2,1.2,100.0,0.0,1.6,1.6,5.20
28,Ka'imi Fairbairn,K,12,HOU,BAL,1.1,1.1,100.0,0.0,1.8,1.8,5.10
29,Phil Dawson,K,12,ARI,JAX,1.1,1.2,100.0,0.0,1.7,1.7,5.00
30,Zane Gonzalez,K,12,CLE,CIN,1.0,1.1,100.0,0.0,1.6,1.6,4.60
31,Mason Crosby,K,12,GB,PIT,1.0,1.1,100.0,0.0,1.6,1.6,4.60
32,Cody Parkey,K,12,MIA,NE,1.0,1.1,100.0,0.0,1.5,1.5,4.50
33,Dustin Hopkins,K,12,WAS,NYG,0.0,0.0,0.0,0.0,0.0,0.0,0.00
34,Nick Folk,K,12,TB,ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.00
35,Caleb Sturgis,K,12,PHI,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.00
36,Sebastian Janikowski,K,12,OAK,DEN,0.0,0.0,0.0,0.0,0.0,0.0,0.00
37,Mike Nugent,K,12,DAL,LAC,0.0,0.0,0.0,0.0,0.0,0.0,0.00
