Rk,Player,Pos,Week,Team,Opp,Att,Yds,Yds/Att,TD,Targets,Rec,Yds,TD,Fum,Lost,Fantasy Points
1,Le'Veon Bell,RB,13,PIT,CIN,21.2,84.7,4.0,0.5,7.2,4.9,33.2,0.2,0.1,0.1,15.79
2,Leonard Fournette,RB,13,JAX,IND,20.3,85.3,4.2,0.7,3.1,2.1,16.1,0.1,0.1,0.1,14.74
3,Todd Gurley,RB,13,LAR,ARI,19.0,75.1,3.9,0.6,5.2,3.8,32.3,0.1,0.1,0.1,14.74
4,Jordan Howard,RB,13,CHI,SF,21.1,88.3,4.2,0.6,1.6,1.2,9.5,0.1,0.1,0.1,13.78
5,LeSean McCoy,RB,13,BUF,NE,16.2,72.2,4.5,0.4,5.6,4.1,31.4,0.2,0.1,0.1,13.76
6,Mark Ingram,RB,13,NO,CAR,15.8,69.0,4.3,0.7,3.8,2.8,20.4,0.1,0.1,0.1,13.54
7,Melvin Gordon,RB,13,LAC,CLE,20.4,73.0,3.6,0.6,4.0,2.7,21.5,0.1,0.1,0.1,13.45
8,Carlos Hyde,RB,13,SF,CHI,16.6,68.1,4.0,0.3,5.3,3.8,26.9,0.1,0.1,0.1,11.70
9,Alvin Kamara,RB,13,NO,CAR,8.9,43.4,4.8,0.3,6.4,4.9,44.5,0.2,0.1,0.1,11.59
10,Marshawn Lynch,RB,13,OAK,NYG,14.2,61.1,4.4,0.6,2.4,1.7,13.4,0.1,0.1,0.1,11.45
11,Jamaal Williams,RB,13,GB,TB,15.6,59.6,3.8,0.5,3.3,2.5,20.8,0.1,0.1,0.1,11.44
12,Kareem Hunt,RB,13,KC,NYJ,15.1,63.3,4.2,0.4,4.1,2.9,22.5,0.1,0.1,0.1,11.38
13,Samaje Perine,RB,13,WAS,DAL,15.4,69.0,4.6,0.5,2.3,1.7,13.1,0.0,0.1,0.1,11.01
14,Christian McCaffrey,RB,13,CAR,NO,7.9,35.5,4.5,0.2,7.4,5.3,45.5,0.3,0.1,0.1,10.90
15,Dion Lewis,RB,13,NE,BUF,13.9,63.1,4.5,0.4,3.0,2.1,15.4,0.1,0.1,0.1,10.65
16,Joe Mixon,RB,13,CIN,PIT,15.2,53.5,3.6,0.4,3.8,2.7,20.8,0.1,0.1,0.1,10.23
17,Latavius Murray,RB,13,MIN,ATL,15.0,66.1,4.4,0.5,1.5,1.1,6.9,0.0,0.1,0.1,10.10
18,Devonta Freeman,RB,13,ATL,MIN,12.1,49.7,4.2,0.4,3.8,2.8,22.2,0.1,0.1,0.1,9.99
19,Lamar Miller,RB,13,HOU,TEN,15.8,58.0,3.6,0.3,3.9,2.8,18.8,0.1,0.1,0.1,9.88
20,Kenyan Drake,RB,13,MIA,DEN,14.7,53.2,3.5,0.3,4.3,2.9,21.5,0.1,0.1,0.1,9.67
21,Alex Collins,RB,13,BAL,DET,16.7,73.1,4.3,0.3,1.5,1.1,7.4,0.0,0.1,0.1,9.65
22,DeMarco Murray,RB,13,TEN,HOU,12.0,41.4,3.4,0.5,3.4,2.6,19.7,0.1,0.1,0.1,9.51
23,Isaiah Crowell,RB,13,CLE,LAC,14.3,67.8,4.9,0.3,2.2,1.5,9.6,0.0,0.1,0.1,9.34
24,Jerick McKinnon,RB,13,MIN,ATL,11.0,45.6,4.2,0.3,4.9,3.3,23.2,0.1,0.1,0.1,9.08
25,Orleans Darkwa,RB,13,NYG,OAK,13.2,53.6,4.2,0.3,2.6,1.8,13.5,0.1,0.1,0.1,8.91
26,Rex Burkhead,RB,13,NE,BUF,8.2,37.7,4.8,0.3,4.2,2.9,23.2,0.2,0.1,0.1,8.89
27,Alfred Morris,RB,13,DAL,WAS,15.0,63.3,4.2,0.4,0.5,0.4,3.5,0.0,0.1,0.1,8.88
28,Devontae Booker,RB,13,DEN,MIA,10.8,42.5,3.8,0.3,3.6,2.5,20.1,0.1,0.1,0.1,8.46
29,Theo Riddick,RB,13,DET,BAL,11.4,37.9,3.5,0.2,4.7,3.2,23.6,0.2,0.1,0.1,8.35
30,Frank Gore,RB,13,IND,JAX,14.3,51.9,3.7,0.3,2.7,2.0,14.0,0.0,0.1,0.1,8.19
31,Danny Woodhead,RB,13,BAL,DET,5.9,23.0,3.8,0.2,5.2,3.8,31.4,0.2,0.0,0.0,7.84
32,Rod Smith,RB,13,DAL,WAS,10.9,42.2,3.8,0.4,2.3,1.8,13.7,0.0,0.1,0.1,7.79
33,Derrick Henry,RB,13,TEN,HOU,11.3,46.6,4.3,0.4,1.5,1.0,7.9,0.0,0.1,0.1,7.65
34,Tevin Coleman,RB,13,ATL,MIN,9.8,41.1,4.1,0.3,1.7,1.3,13.3,0.1,0.1,0.1,7.64
35,Kerwynn Williams,RB,13,ARI,LAR,10.1,46.7,4.7,0.2,1.8,1.3,10.2,0.1,0.0,0.0,7.49
36,Matt Forte,RB,13,NYJ,KC,8.3,32.7,4.1,0.2,4.4,3.0,23.2,0.1,0.1,0.1,7.19
37,Duke Johnson,RB,13,CLE,LAC,5.6,29.1,4.8,0.1,5.8,4.3,32.8,0.1,0.1,0.1,7.19
38,Jonathan Stewart,RB,13,CAR,NO,11.8,50.6,4.2,0.3,0.8,0.6,4.5,0.0,0.1,0.1,7.11
39,Austin Ekeler,RB,13,LAC,CLE,6.2,24.8,4.2,0.2,3.3,2.4,20.7,0.2,0.1,0.1,6.75
40,Jacquizz Rodgers,RB,13,TB,GB,12.0,42.7,3.6,0.3,1.5,1.1,7.8,0.0,0.1,0.1,6.65
41,Bilal Powell,RB,13,NYJ,KC,9.5,37.8,3.8,0.2,2.3,1.6,11.8,0.1,0.1,0.1,6.56
42,CJ Anderson,RB,13,DEN,MIA,10.2,41.1,4.1,0.3,1.3,0.9,6.5,0.0,0.1,0.1,6.36
43,Tarik Cohen,RB,13,CHI,SF,5.8,18.8,3.2,0.2,3.6,2.6,23.2,0.1,0.1,0.1,5.80
44,LeGarrette Blount,RB,13,PHI,SEA,10.7,38.9,3.5,0.3,0.3,0.2,1.4,0.0,0.1,0.1,5.63
45,Jay Ajayi,RB,13,PHI,SEA,8.0,29.2,3.6,0.2,1.7,1.2,8.1,0.1,0.1,0.1,5.33
46,James White,RB,13,NE,BUF,2.7,9.6,3.3,0.1,4.2,2.9,24.2,0.2,0.0,0.0,5.18
47,Travaris Cadet,RB,13,BUF,NE,5.0,22.1,4.4,0.1,2.8,2.0,16.5,0.1,0.0,0.0,5.06
48,Wayne Gallman,RB,13,NYG,OAK,5.5,25.1,4.2,0.2,1.7,1.2,8.9,0.1,0.1,0.1,5.00
49,DJ Foster,RB,13,ARI,LAR,4.3,18.0,4.5,0.1,3.8,2.7,22.0,0.1,0.1,0.1,5.00
50,Deandre Washington,RB,13,OAK,NYG,4.0,18.5,4.5,0.1,2.9,2.2,18.1,0.1,0.1,0.1,4.66
