Rk,Player,Pos,Week,Team,Opp,Targets,Rec,Pct,Yds,TD,Long,Yds/Target,Yds/Rec,Rush,Yds,TD,Fum,Lost,Fantasy Points
1,Rob Gronkowski,TE,11,NE,OAK,8.6,5.0,55.6,74.5,0.7,0.0,8.2,14.8,0.0,0.0,0.0,0.0,0.0,11.65
2,Travis Kelce,TE,11,KC,NYG,7.8,5.6,75.0,70.2,0.5,0.0,8.8,11.7,0.1,0.5,0.0,0.1,0.1,9.87
3,Zach Ertz,TE,11,PHI,DAL,9.9,5.7,60.0,68.2,0.5,0.0,6.8,11.3,0.0,0.0,0.0,0.1,0.1,9.62
4,Evan Engram,TE,11,NYG,KC,9.2,5.4,55.6,63.7,0.5,0.0,7.1,12.8,0.0,0.0,0.0,0.0,0.0,9.37
5,Jimmy Graham,TE,11,SEA,ATL,6.5,4.4,66.7,50.8,0.5,0.0,8.5,12.8,0.0,0.0,0.0,0.1,0.1,7.88
6,Vernon Davis,TE,11,WAS,NO,7.1,4.3,57.1,56.8,0.3,0.0,8.1,14.2,0.0,0.0,0.0,0.1,0.1,7.28
7,Jared Cook,TE,11,OAK,NE,5.5,4.1,66.7,52.2,0.3,0.0,8.7,13.0,0.0,0.0,0.0,0.1,0.1,6.82
8,Kyle Rudolph,TE,11,MIN,LAR,7.4,4.2,57.1,39.6,0.4,0.0,5.7,10.0,0.0,0.0,0.0,0.0,0.0,6.36
9,Hunter Henry,TE,11,LAC,BUF,4.8,3.3,60.0,40.6,0.3,0.0,8.2,13.7,0.0,0.0,0.0,0.0,0.0,5.86
10,Jason Witten,TE,11,DAL,PHI,7.2,4.1,57.1,41.4,0.3,0.0,5.9,10.2,0.0,0.0,0.0,0.1,0.1,5.74
11,Cameron Brate,TE,11,TB,MIA,5.0,3.4,60.0,37.4,0.3,0.0,7.4,12.3,0.0,0.0,0.0,0.0,0.0,5.54
12,Delanie Walker,TE,11,TEN,PIT,5.6,4.1,66.7,44.1,0.2,0.0,7.3,11.0,0.0,0.0,0.0,0.1,0.1,5.41
13,Austin Hooper,TE,11,ATL,SEA,4.9,3.7,80.0,38.6,0.2,0.0,7.8,9.8,0.0,0.0,0.0,0.0,0.0,5.06
14,Charles Clay,TE,11,BUF,LAC,5.2,3.8,80.0,38.2,0.2,0.0,7.6,9.5,0.0,0.0,0.0,0.0,0.0,5.02
15,Julius Thomas,TE,11,MIA,TB,4.6,3.1,60.0,31.8,0.3,0.0,6.4,10.7,0.0,0.0,0.0,0.0,0.0,4.98
16,Tyler Kroft,TE,11,CIN,DEN,5.1,3.3,60.0,32.9,0.2,0.0,6.6,11.0,0.0,0.0,0.0,0.0,0.0,4.49
17,Jesse James,TE,11,PIT,TEN,3.5,2.5,66.7,24.1,0.3,0.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,4.21
18,Benjamin Watson,TE,11,BAL,GB,4.9,3.3,60.0,29.9,0.2,0.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,4.19
19,CJ Fiedorowicz,TE,11,HOU,ARI,3.8,2.9,75.0,28.7,0.2,0.0,7.2,9.7,0.0,0.0,0.0,0.0,0.0,4.07
20,David Njoku,TE,11,CLE,JAX,3.7,2.8,75.0,28.5,0.2,0.0,7.0,9.3,0.0,0.0,0.0,0.0,0.0,4.05
21,Eric Ebron,TE,11,DET,CHI,3.4,2.5,66.7,27.8,0.2,0.0,9.3,14.0,0.0,0.0,0.0,0.0,0.0,3.98
22,Jermaine Gresham,TE,11,ARI,HOU,4.7,2.6,60.0,26.1,0.2,0.0,5.2,8.7,0.0,0.0,0.0,0.0,0.0,3.81
23,Virgil Green,TE,11,DEN,CIN,3.8,2.4,50.0,24.1,0.2,0.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,3.61
