Rk,Player,Pos,Week,Team,Opp,Targets,Rec,Pct,Yds,TD,Long,Yds/Target,Yds/Rec,Rush,Yds,TD,Fum,Lost,Fantasy Points
1,Mike Evans,WR,5,TB,NE,9.2,6.1,66.7,82.0,0.7,0.0,9.1,13.7,0.0,0.0,0.0,0.0,0.0,12.40
2,Jordy Nelson,WR,5,GB,DAL,10.4,6.0,60.0,80.6,0.7,0.0,8.1,13.5,0.0,0.0,0.0,0.1,0.1,12.06
3,Odell Beckham Jr,WR,5,NYG,LAC,10.5,6.3,54.5,82.3,0.6,0.0,7.5,13.7,0.0,0.1,0.0,0.1,0.1,11.64
4,Antonio Brown,WR,5,PIT,JAX,11.2,6.9,63.6,86.9,0.5,0.0,7.9,12.4,0.2,0.6,0.0,0.1,0.1,11.55
5,AJ Green,WR,5,CIN,BUF,8.6,6.0,66.7,84.2,0.4,0.0,9.3,14.0,0.0,0.0,0.0,0.0,0.0,10.82
6,Brandin Cooks,WR,5,NE,TB,6.7,4.7,71.4,75.7,0.5,0.0,10.9,15.2,0.3,1.7,0.0,0.0,0.0,10.74
7,Stefon Diggs,WR,5,MIN,CHI,10.0,5.8,60.0,74.7,0.5,0.0,7.5,12.5,0.3,1.7,0.0,0.0,0.0,10.64
8,Dez Bryant,WR,5,DAL,GB,7.4,4.9,71.4,71.4,0.6,0.0,10.1,14.2,0.0,0.0,0.0,0.1,0.1,10.54
9,DeAndre Hopkins,WR,5,HOU,KC,10.1,6.0,60.0,75.1,0.5,0.0,7.5,12.5,0.0,0.0,0.0,0.0,0.0,10.51
10,Chris Hogan,WR,5,NE,TB,6.7,4.7,71.4,69.8,0.5,0.0,10.0,14.0,0.3,1.7,0.0,0.1,0.1,9.95
11,Doug Baldwin,WR,5,SEA,LAR,9.3,5.9,66.7,69.2,0.4,0.0,7.7,11.5,0.1,0.6,0.0,0.0,0.0,9.38
12,TY Hilton,WR,5,IND,SF,6.6,4.6,71.4,70.8,0.4,0.0,10.1,14.2,0.0,0.0,0.0,0.1,0.1,9.28
13,Tyreek Hill,WR,5,KC,HOU,7.3,5.2,71.4,58.7,0.4,0.0,8.4,11.8,0.9,5.8,0.1,0.1,0.1,9.25
14,Larry Fitzgerald,WR,5,ARI,PHI,8.4,6.1,75.0,68.0,0.4,0.0,8.5,11.3,0.0,0.0,0.0,0.1,0.1,9.00
15,Devante Parker,WR,5,MIA,TEN,7.2,4.8,71.4,64.2,0.4,0.0,9.1,12.8,0.0,0.0,0.0,0.0,0.0,8.82
16,Davante Adams,WR,5,GB,DAL,5.6,4.2,66.7,57.2,0.5,0.0,9.5,14.2,0.0,0.0,0.0,0.0,0.0,8.72
17,Golden Tate,WR,5,DET,CAR,9.0,5.6,66.7,63.0,0.4,0.0,7.0,10.5,0.5,2.1,0.0,0.1,0.1,8.71
18,Pierre Garcon,WR,5,SF,IND,8.9,5.0,55.6,67.7,0.3,0.0,7.6,13.6,0.0,0.0,0.0,0.0,0.0,8.57
