Rk,Player,Pos,Week,Team,Opp,FG Made,FG Att,Pct,Long,XP Made,XP Att,Fantasy Points
1,Stephen Gostkowski,K,7,NE,ATL,2.1,2.2,100.0,0.0,3.6,3.6,9.90
2,Dan Bailey,K,7,DAL,SF,2.0,2.0,100.0,0.0,2.9,2.9,8.90
3,Jake Elliott,K,7,PHI,WAS,2.1,2.2,100.0,0.0,2.5,2.5,8.80
4,Harrison Butker,K,7,KC,OAK,2.0,2.1,100.0,0.0,2.8,2.8,8.80
5,Wil Lutz,K,7,NO,GB,1.9,2.1,100.0,0.0,2.9,2.9,8.60
6,Graham Gano,K,7,CAR,CHI,2.0,2.1,100.0,0.0,2.4,2.4,8.40
7,Ryan Succop,K,7,TEN,CLE,1.9,1.9,100.0,0.0,2.7,2.7,8.40
8,Greg Zuerlein,K,7,LAR,ARI,2.0,2.1,100.0,0.0,2.4,2.4,8.40
9,Steven Hauschka,K,7,BUF,TB,1.9,2.0,100.0,0.0,2.5,2.5,8.20
10,Kai Forbath,K,7,MIN,BAL,1.9,1.9,100.0,0.0,2.3,2.3,8.00
11,Matt Bryant,K,7,ATL,NE,1.8,1.8,100.0,0.0,2.6,2.6,8.00
12,Josh Lambo,K,7,JAX,IND,2.0,2.1,100.0,0.0,1.9,1.9,7.90
13,Chris Boswell,K,7,PIT,CIN,1.7,1.8,100.0,0.0,2.5,2.5,7.60
14,Robbie Gould,K,7,SF,DAL,1.9,1.9,100.0,0.0,1.9,1.9,7.60
15,Mason Crosby,K,7,GB,NO,1.6,1.7,100.0,0.0,2.5,2.5,7.30
16,Phil Dawson,K,7,ARI,LAR,1.6,1.8,100.0,0.0,2.4,2.4,7.20
17,Brandon McManus,K,7,DEN,LAC,1.7,2.1,100.0,0.0,2.1,2.1,7.20
18,Nick Novak,K,7,LAC,DEN,1.7,1.9,100.0,0.0,2.0,2.0,7.10
19,Justin Tucker,K,7,BAL,MIN,1.8,1.9,100.0,0.0,1.6,1.6,7.00
20,Blair Walsh,K,7,SEA,NYG,1.6,1.7,100.0,0.0,2.2,2.2,7.00
21,Adam Vinatieri,K,7,IND,JAX,1.6,1.6,100.0,0.0,2.1,2.1,6.90
22,Patrick Murray,K,7,TB,BUF,1.6,1.8,100.0,0.0,1.9,1.9,6.70
23,Nick Rose,K,7,WAS,PHI,1.5,1.6,100.0,0.0,2.0,2.0,6.50
24,Randy Bullock,K,7,CIN,PIT,1.4,1.4,100.0,0.0,1.8,1.8,6.00
25,Giorgio Tavecchio,K,7,OAK,KC,1.2,1.2,100.0,0.0,2.3,2.3,5.90
26,Chandler Catanzaro,K,7,NYJ,MIA,1.3,1.4,100.0,0.0,1.9,1.9,5.80
27,Connor Barth,K,7,CHI,CAR,1.1,1.2,100.0,0.0,2.0,2.0,5.30
28,Aldrick Rosas,K,7,NYG,SEA,1.2,1.3,100.0,0.0,1.7,1.7,5.30
29,Cody Parkey,K,7,MIA,NYJ,1.0,1.1,100.0,0.0,2.0,2.0,5.00
30,Zane Gonzalez,K,7,CLE,TEN,1.0,1.1,100.0,0.0,1.8,1.8,4.80
31,Sebastian Janikowski,K,7,OAK,KC,0.0,0.0,0.0,0.0,0.0,0.0,0.00
32,Nick Folk,K,7,TB,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.00
33,Dustin Hopkins,K,7,WAS,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.00
34,Caleb Sturgis,K,7,PHI,WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.00
