Rk,Player,Pos,Week,Team,Opp,Att,Yds,Yds/Att,TD,Targets,Rec,Yds,TD,Fum,Lost,Fantasy Points
1,Le'Veon Bell,RB,10,PIT,IND,21.0,95.4,4.5,0.8,5.9,4.0,31.6,0.2,0.1,0.1,18.50
2,Todd Gurley,RB,10,LAR,HOU,20.1,80.0,4.0,0.8,4.4,3.2,28.8,0.1,0.1,0.1,16.08
3,Leonard Fournette,RB,10,JAX,LAC,21.6,96.5,4.4,0.7,3.2,2.2,17.6,0.1,0.1,0.1,16.01
4,LeSean McCoy,RB,10,BUF,NO,18.3,84.2,4.7,0.4,6.3,4.6,34.9,0.2,0.1,0.1,15.31
5,Jordan Howard,RB,10,CHI,GB,20.5,89.1,4.4,0.5,1.5,1.1,9.4,0.1,0.1,0.1,13.25
6,Mark Ingram,RB,10,NO,BUF,15.5,62.7,3.9,0.5,4.9,3.6,25.6,0.2,0.1,0.1,12.83
7,Carlos Hyde,RB,10,SF,NYG,17.0,64.9,3.8,0.5,5.5,3.9,27.1,0.1,0.1,0.1,12.60
8,Devonta Freeman,RB,10,ATL,DAL,13.7,59.1,4.2,0.5,4.1,3.0,24.7,0.1,0.1,0.1,11.78
9,Melvin Gordon,RB,10,LAC,JAX,15.5,63.1,3.9,0.3,5.9,4.0,29.7,0.1,0.1,0.1,11.48
10,Christian McCaffrey,RB,10,CAR,MIA,8.9,36.5,4.0,0.2,7.1,5.1,45.7,0.3,0.1,0.1,11.02
11,Alvin Kamara,RB,10,NO,BUF,8.2,39.5,5.0,0.3,6.6,5.0,41.4,0.2,0.1,0.1,10.89
12,Bilal Powell,RB,10,NYJ,TB,13.7,55.5,4.0,0.4,4.6,3.2,24.4,0.1,0.1,0.1,10.79
13,Adrian Peterson,RB,10,ARI,SEA,17.5,71.2,3.9,0.4,2.1,1.6,11.1,0.0,0.1,0.1,10.43
14,Lamar Miller,RB,10,HOU,LAR,15.4,61.0,4.1,0.3,3.9,2.8,19.7,0.1,0.1,0.1,10.27
15,Jerick McKinnon,RB,10,MIN,WAS,12.2,49.9,4.2,0.3,5.5,3.7,25.9,0.1,0.1,0.1,9.78
16,DeMarco Murray,RB,10,TEN,CIN,13.3,50.0,3.8,0.4,3.4,2.6,18.2,0.1,0.1,0.1,9.62
17,Joe Mixon,RB,10,CIN,TEN,14.5,51.8,3.7,0.3,4.1,2.9,22.3,0.1,0.1,0.1,9.61
18,Orleans Darkwa,RB,10,NYG,SF,14.2,59.3,4.2,0.3,2.6,1.8,13.5,0.1,0.1,0.1,9.48
19,Doug Martin,RB,10,TB,NYJ,15.3,63.1,4.2,0.4,1.6,1.1,9.3,0.0,0.1,0.1,9.44
20,Ameer Abdullah,RB,10,DET,CLE,16.1,56.8,3.6,0.3,2.3,1.7,13.6,0.1,0.1,0.1,9.24
21,Alfred Morris,RB,10,DAL,ATL,12.5,55.2,4.6,0.5,0.8,0.6,4.4,0.0,0.1,0.1,8.76
22,Isaiah Crowell,RB,10,CLE,DET,13.5,49.8,3.6,0.3,2.9,2.0,14.9,0.1,0.1,0.1,8.67
23,Thomas Rawls,RB,10,SEA,ARI,13.6,50.8,3.6,0.3,2.1,1.6,12.4,0.1,0.1,0.1,8.52
24,Latavius Murray,RB,10,MIN,WAS,12.9,48.8,3.8,0.4,1.5,1.1,7.5,0.0,0.1,0.1,7.83
25,Frank Gore,RB,10,IND,PIT,13.2,48.5,3.7,0.3,2.5,1.9,13.3,0.0,0.1,0.1,7.78
26,Aaron Jones,RB,10,GB,CHI,11.0,47.2,4.3,0.3,2.4,1.8,12.8,0.0,0.1,0.1,7.60
27,Derrick Henry,RB,10,TEN,CIN,11.7,43.2,3.6,0.4,1.9,1.3,9.5,0.0,0.1,0.1,7.47
28,Elijah McGuire,RB,10,NYJ,TB,8.8,34.1,3.8,0.3,3.0,2.1,17.5,0.1,0.1,0.1,7.36
29,CJ Anderson,RB,10,DEN,NE,11.1,50.9,4.6,0.3,1.4,1.0,6.7,0.0,0.1,0.1,7.36
30,Tevin Coleman,RB,10,ATL,DAL,8.0,36.6,4.6,0.3,2.0,1.5,14.3,0.1,0.1,0.1,7.29
31,Rob Kelley,RB,10,WAS,MIN,13.7,45.2,3.2,0.4,0.7,0.5,3.6,0.0,0.1,0.1,7.08
32,Dion Lewis,RB,10,NE,DEN,10.6,42.1,3.8,0.3,2.0,1.4,11.2,0.0,0.1,0.1,6.93
33,Chris Thompson,RB,10,WAS,MIN,6.4,24.3,4.0,0.1,5.3,3.9,34.0,0.1,0.1,0.1,6.83
34,James White,RB,10,NE,DEN,2.6,8.6,3.0,0.1,6.8,4.7,40.3,0.2,0.0,0.0,6.69
35,Jonathan Stewart,RB,10,CAR,MIA,13.1,43.0,3.3,0.3,1.4,1.0,7.6,0.0,0.1,0.1,6.66
36,Kenyan Drake,RB,10,MIA,CAR,11.4,44.6,4.1,0.1,3.4,2.3,15.4,0.0,0.1,0.1,6.40
37,Ty Montgomery,RB,10,GB,CHI,9.2,33.4,3.7,0.3,2.4,1.8,14.5,0.0,0.1,0.1,6.39
38,Tarik Cohen,RB,10,CHI,GB,7.6,22.0,2.8,0.2,3.8,2.8,25.1,0.1,0.1,0.1,6.31
39,Duke Johnson,RB,10,CLE,DET,5.6,20.5,3.3,0.1,5.4,4.0,32.3,0.1,0.1,0.1,6.28
40,Damien Williams,RB,10,MIA,CAR,8.7,28.7,3.2,0.1,3.7,2.6,19.8,0.1,0.1,0.1,5.85
41,Darren McFadden,RB,10,DAL,ATL,6.3,29.2,4.8,0.2,2.3,1.6,12.4,0.1,0.1,0.1,5.76
42,Chris Ivory,RB,10,JAX,LAC,7.3,29.4,4.1,0.2,2.3,1.6,12.0,0.1,0.1,0.1,5.74
43,Theo Riddick,RB,10,DET,CLE,3.8,11.7,3.0,0.1,5.5,3.7,29.5,0.2,0.1,0.1,5.72
44,Devontae Booker,RB,10,DEN,NE,6.2,24.8,4.2,0.1,3.9,2.7,21.2,0.1,0.1,0.1,5.60
45,Marlon Mack,RB,10,IND,PIT,7.7,30.0,3.8,0.2,2.8,1.9,15.4,0.0,0.1,0.1,5.54
46,Wayne Gallman,RB,10,NYG,SF,7.6,32.2,4.0,0.2,1.7,1.2,9.3,0.0,0.1,0.1,5.15
47,D'Onta Foreman,RB,10,HOU,LAR,8.6,38.5,4.2,0.2,0.4,0.3,2.4,0.0,0.1,0.1,5.09
48,Rex Burkhead,RB,10,NE,DEN,3.1,12.1,4.0,0.1,4.5,3.1,24.3,0.1,0.0,0.0,4.84
49,Jamaal Charles,RB,10,DEN,NE,5.0,21.9,4.4,0.1,2.7,1.8,13.6,0.1,0.1,0.1,4.55
50,Giovani Bernard,RB,10,CIN,TEN,6.3,16.8,2.8,0.1,2.4,1.8,14.5,0.1,0.0,0.0,4.33
