Rk,Player,Pos,Week,Team,Opp,Att,Yds,Yds/Att,TD,Targets,Rec,Yds,TD,Fum,Lost,Fantasy Points
1,Le'Veon Bell,RB,1,PIT,CLE,20.6,96.2,4.6,0.7,7.2,4.9,42.4,0.2,0.2,0.2,18.86
2,David Johnson,RB,1,ARI,DET,18.3,77.8,4.3,0.8,6.6,5.1,49.3,0.2,0.2,0.2,18.31
3,Ezekiel Elliott,RB,1,DAL,NYG,20.0,90.4,4.5,0.7,3.6,2.7,22.9,0.1,0.1,0.1,15.93
4,LeSean McCoy,RB,1,BUF,NYJ,17.6,82.5,4.6,0.6,4.2,3.1,25.6,0.1,0.1,0.1,14.81
5,Todd Gurley,RB,1,LAR,IND,19.0,78.5,4.1,0.7,3.9,2.9,23.0,0.1,0.1,0.1,14.75
6,Jordan Howard,RB,1,CHI,ATL,17.2,81.0,4.8,0.6,3.0,2.2,19.0,0.1,0.1,0.1,14.00
7,Devonta Freeman,RB,1,ATL,CHI,14.3,64.3,4.6,0.6,4.6,3.4,29.8,0.1,0.1,0.1,13.41
8,DeMarco Murray,RB,1,TEN,OAK,16.0,73.7,4.6,0.5,3.6,2.8,21.4,0.1,0.1,0.1,12.91
9,Lamar Miller,RB,1,HOU,JAX,18.2,69.9,3.9,0.5,3.2,2.3,17.4,0.1,0.1,0.1,12.13
10,Melvin Gordon,RB,1,LAC,DEN,18.3,71.8,4.0,0.4,4.7,3.2,23.4,0.1,0.2,0.2,12.12
11,CJ Anderson,RB,1,DEN,LAC,14.3,60.0,4.3,0.5,3.2,2.3,17.9,0.1,0.1,0.1,11.19
12,Dalvin Cook,RB,1,MIN,NO,12.6,55.1,4.2,0.5,3.7,2.5,20.5,0.1,0.1,0.1,10.96
13,Leonard Fournette,RB,1,JAX,HOU,15.3,64.5,4.3,0.4,2.8,1.9,14.1,0.1,0.1,0.1,10.66
14,Marshawn Lynch,RB,1,OAK,TEN,13.2,53.9,4.2,0.5,3.1,2.2,17.7,0.1,0.1,0.1,10.56
15,Carlos Hyde,RB,1,SF,CAR,15.3,62.9,4.2,0.4,2.9,2.1,15.7,0.1,0.2,0.2,10.46
16,Christian McCaffrey,RB,1,CAR,SF,10.3,47.3,4.7,0.3,4.5,3.2,27.5,0.1,0.1,0.1,9.68
17,Kareem Hunt,RB,1,KC,NE,12.7,50.9,3.9,0.3,3.8,2.7,20.9,0.1,0.1,0.1,9.38
18,Isaiah Crowell,RB,1,CLE,PIT,14.0,58.1,4.1,0.3,3.7,2.5,19.1,0.0,0.1,0.1,9.32
19,Rob Kelley,RB,1,WAS,PHI,13.3,55.5,4.3,0.5,1.3,0.9,7.4,0.0,0.1,0.1,9.09
20,Frank Gore,RB,1,IND,LAR,13.9,54.5,3.9,0.3,2.7,2.0,14.2,0.1,0.1,0.1,9.07
21,Ameer Abdullah,RB,1,DET,ARI,12.5,51.0,4.2,0.3,3.1,2.3,18.9,0.1,0.2,0.2,8.99
22,Bilal Powell,RB,1,NYJ,BUF,10.2,47.7,4.8,0.2,4.8,3.3,26.0,0.1,0.1,0.1,8.97
23,Jonathan Stewart,RB,1,CAR,SF,12.5,54.5,4.5,0.5,1.1,0.8,6.1,0.0,0.1,0.1,8.86
24,Ty Montgomery,RB,1,GB,SEA,10.6,42.7,3.9,0.3,3.9,2.9,23.1,0.1,0.1,0.1,8.78
25,Mike Gillislee,RB,1,NE,KC,10.4,48.5,4.8,0.5,1.1,0.8,6.9,0.0,0.1,0.1,8.34
26,Tevin Coleman,RB,1,ATL,CHI,8.4,37.8,4.8,0.3,2.9,2.2,21.3,0.1,0.1,0.1,8.11
27,Mark Ingram,RB,1,NO,MIN,10.8,46.7,4.3,0.2,3.7,2.7,19.8,0.1,0.2,0.2,8.05
28,Joe Mixon,RB,1,CIN,BAL,10.2,40.8,4.1,0.3,2.8,2.0,15.7,0.1,0.1,0.1,7.85
29,Terrance West,RB,1,BAL,CIN,11.9,48.5,4.0,0.2,3.0,2.1,14.7,0.0,0.1,0.1,7.32
30,Paul Perkins,RB,1,NYG,DAL,11.9,48.9,4.1,0.2,2.2,1.5,13.4,0.0,0.1,0.1,7.23
31,Danny Woodhead,RB,1,BAL,CIN,5.5,23.7,4.0,0.1,5.5,4.0,31.1,0.2,0.1,0.1,7.08
32,Theo Riddick,RB,1,DET,ARI,4.6,16.8,3.4,0.1,5.9,4.0,31.8,0.3,0.1,0.1,7.06
33,Matt Forte,RB,1,NYJ,BUF,9.5,40.4,4.0,0.2,3.0,2.1,18.5,0.0,0.1,0.1,6.89
34,LeGarrette Blount,RB,1,PHI,WAS,10.4,42.5,4.2,0.4,0.8,0.6,3.7,0.0,0.1,0.1,6.82
35,Adrian Peterson,RB,1,NO,MIN,9.9,40.4,4.0,0.3,2.2,1.7,11.6,0.0,0.2,0.2,6.60
36,Duke Johnson,RB,1,CLE,PIT,6.0,23.5,4.0,0.1,5.0,3.7,31.7,0.1,0.1,0.1,6.52
37,Eddie Lacy,RB,1,SEA,GB,9.4,40.9,4.6,0.3,1.1,0.8,6.6,0.0,0.1,0.1,6.35
38,Jamaal Charles,RB,1,DEN,LAC,7.1,32.4,4.6,0.2,2.8,1.9,15.2,0.1,0.2,0.2,6.16
39,Darren Sproles,RB,1,PHI,WAS,5.5,25.3,4.2,0.1,4.6,3.2,25.3,0.1,0.1,0.1,6.06
40,Jeremy Hill,RB,1,CIN,BAL,8.5,33.1,4.1,0.4,0.9,0.7,5.5,0.0,0.1,0.1,6.06
41,James White,RB,1,NE,KC,3.5,14.4,3.5,0.1,4.5,3.1,27.3,0.2,0.1,0.1,5.77
42,Derrick Henry,RB,1,TEN,OAK,9.0,39.9,4.4,0.2,1.3,0.9,7.5,0.0,0.1,0.1,5.74
43,Giovani Bernard,RB,1,CIN,BAL,6.8,26.7,3.9,0.1,3.2,2.4,19.8,0.1,0.1,0.1,5.65
44,Latavius Murray,RB,1,MIN,NO,7.6,30.9,3.9,0.3,1.3,1.0,7.8,0.0,0.1,0.1,5.47
45,Chris Thompson,RB,1,WAS,PHI,4.0,18.2,4.5,0.1,4.2,3.1,25.1,0.1,0.1,0.1,5.33
46,Shane Vereen,RB,1,NYG,DAL,4.1,16.8,4.2,0.1,3.9,2.9,23.9,0.1,0.1,0.1,5.07
47,CJ Prosise,RB,1,SEA,GB,3.0,12.9,4.3,0.1,3.0,2.3,21.9,0.1,0.1,0.1,4.48
48,Alvin Kamara,RB,1,NO,MIN,2.7,11.2,3.7,0.1,3.0,2.3,18.9,0.1,0.1,0.1,4.01
49,Jamaal Williams,RB,1,GB,SEA,6.9,24.6,3.6,0.2,0.9,0.7,5.0,0.0,0.1,0.1,3.96
50,Jalen Richard,RB,1,OAK,TEN,3.4,14.9,5.0,0.1,2.4,1.6,13.7,0.1,0.1,0.1,3.86
