Rk,Player,Pos,Week,Team,Opp,Targets,Rec,Pct,Yds,TD,Long,Yds/Target,Yds/Rec,Rush,Yds,TD,Fum,Lost,Fantasy Points
1,AJ Green,WR,4,CIN,CLE,10.0,7.0,70.0,100.0,0.5,0.0,10.0,14.3,0.0,0.0,0.0,0.0,0.0,13.00
2,Antonio Brown,WR,4,PIT,BAL,11.9,7.3,58.3,95.3,0.5,0.0,7.9,13.6,0.2,0.9,0.0,0.0,0.0,12.62
3,Julio Jones,WR,4,ATL,BUF,8.8,6.1,66.7,91.6,0.5,0.0,10.2,15.3,0.0,0.0,0.0,0.0,0.0,12.16
4,Odell Beckham Jr,WR,4,NYG,TB,11.7,7.0,58.3,88.0,0.5,0.0,7.3,12.6,0.0,0.1,0.0,0.1,0.1,11.61
5,Jordy Nelson,WR,4,GB,CHI,9.6,5.5,60.0,75.3,0.7,0.0,7.5,12.5,0.0,0.0,0.0,0.1,0.1,11.53
6,Michael Thomas,WR,4,NO,MIA,10.0,6.5,60.0,78.2,0.6,0.0,7.8,13.0,0.0,0.0,0.0,0.0,0.0,11.42
7,Mike Evans,WR,4,TB,NYG,8.7,5.8,66.7,75.3,0.5,0.0,8.3,12.5,0.0,0.0,0.0,0.0,0.0,10.53
8,Tyreek Hill,WR,4,KC,WAS,8.0,5.7,75.0,66.1,0.4,0.0,8.2,11.0,1.8,8.8,0.1,0.1,0.1,10.29
9,Emmanuel Sanders,WR,4,DEN,OAK,7.8,5.4,62.5,69.7,0.5,0.0,8.8,14.0,0.0,0.0,0.0,0.0,0.0,9.97
10,Dez Bryant,WR,4,DAL,LAR,7.1,4.7,71.4,64.9,0.6,0.0,9.3,13.0,0.0,0.0,0.0,0.1,0.1,9.89
11,DeAndre Hopkins,WR,4,HOU,TEN,9.3,5.5,66.7,74.9,0.4,0.0,8.3,12.5,0.0,0.0,0.0,0.0,0.0,9.89
12,Doug Baldwin,WR,4,SEA,IND,8.5,5.4,55.6,68.1,0.5,0.0,7.6,13.6,0.2,0.7,0.0,0.0,0.0,9.88
13,Brandin Cooks,WR,4,NE,CAR,6.4,4.5,66.7,67.1,0.5,0.0,11.2,16.8,0.3,1.6,0.0,0.0,0.0,9.87
14,Stefon Diggs,WR,4,MIN,DET,9.1,5.3,55.6,69.3,0.4,0.0,7.7,13.8,0.3,1.9,0.0,0.0,0.0,9.52
15,Larry Fitzgerald,WR,4,ARI,SF,8.8,6.4,66.7,73.1,0.4,0.0,8.1,12.2,0.0,0.1,0.0,0.1,0.1,9.52
16,Demaryius Thomas,WR,4,DEN,OAK,7.9,5.4,62.5,73.1,0.4,0.0,9.1,14.6,0.0,0.0,0.0,0.1,0.1,9.51
17,Jarvis Landry,WR,4,MIA,NO,11.9,6.7,58.3,74.5,0.3,0.0,6.2,10.6,0.3,1.4,0.0,0.1,0.1,9.19
18,Alshon Jeffery,WR,4,PHI,LAC,7.7,5.2,62.5,72.6,0.3,0.0,9.1,14.6,0.0,0.0,0.0,0.0,0.0,9.06
19,Golden Tate,WR,4,DET,MIN,9.8,6.1,60.0,65.9,0.4,0.0,6.6,11.0,0.5,2.1,0.0,0.1,0.1,9.00
20,Keenan Allen,WR,4,LAC,PHI,9.9,5.8,60.0,69.1,0.4,0.0,6.9,11.5,0.0,0.0,0.0,0.2,0.2,8.91
21,TY Hilton,WR,4,IND,SEA,7.3,5.1,71.4,71.3,0.3,0.0,10.1,14.2,0.0,0.0,0.0,0.1,0.1,8.73
22,Davante Adams,WR,4,GB,CHI,5.3,4.0,80.0,55.3,0.5,0.0,11.0,13.8,0.0,0.0,0.0,0.0,0.0,8.53
23,Devante Parker,WR,4,MIA,NO,7.4,4.9,71.4,65.8,0.3,0.0,9.4,13.2,0.0,0.0,0.0,0.0,0.0,8.38
24,Chris Hogan,WR,4,NE,CAR,5.8,4.1,66.7,57.9,0.4,0.0,9.7,14.5,0.4,2.6,0.0,0.1,0.1,8.25
25,Amari Cooper,WR,4,OAK,DEN,7.4,5.3,71.4,63.8,0.3,0.0,9.1,12.8,0.0,0.0,0.0,0.0,0.0,8.18
26,Sammy Watkins,WR,4,LAR,DAL,6.2,4.6,83.3,62.5,0.3,0.0,10.3,12.4,0.0,0.0,0.0,0.0,0.0,8.05
27,Rishard Matthews,WR,4,TEN,HOU,7.4,4.2,57.1,56.5,0.4,0.0,8.0,14.0,0.0,0.0,0.0,0.1,0.1,7.85
28,Marqise Lee,WR,4,JAX,NYJ,6.7,4.6,71.4,58.3,0.3,0.0,8.3,11.6,0.2,1.4,0.0,0.0,0.0,7.77
29,Kelvin Benjamin,WR,4,CAR,NE,6.9,4.0,57.1,59.3,0.3,0.0,8.4,14.8,0.0,0.0,0.0,0.1,0.1,7.53
30,Randall Cobb,WR,4,GB,CHI,7.9,4.6,62.5,53.2,0.3,0.0,6.6,10.6,0.5,3.0,0.0,0.0,0.0,7.42
31,Terrelle Pryor,WR,4,WAS,KC,6.3,4.4,66.7,59.6,0.2,0.0,10.0,15.0,0.1,0.7,0.0,0.0,0.0,7.23
32,Tyrell Williams,WR,4,LAC,PHI,5.1,3.9,80.0,54.2,0.3,0.0,10.8,13.5,0.0,0.0,0.0,0.0,0.0,7.22
33,Pierre Garcon,WR,4,SF,ARI,8.2,4.6,62.5,59.9,0.2,0.0,7.5,12.0,0.0,0.0,0.0,0.0,0.0,7.19
34,Adam Thielen,WR,4,MIN,DET,5.5,4.1,80.0,55.1,0.3,0.0,11.0,13.8,0.0,0.1,0.0,0.1,0.1,7.12
35,Jordan Matthews,WR,4,BUF,ATL,7.1,4.0,57.1,52.8,0.3,0.0,7.6,13.2,0.0,0.0,0.0,0.0,0.0,7.08
36,Jeremy Maclin,WR,4,BAL,PIT,6.8,4.2,57.1,52.0,0.3,0.0,7.4,13.0,0.0,0.2,0.0,0.0,0.0,7.02
37,Allen Hurns,WR,4,JAX,NYJ,6.4,3.9,66.7,51.8,0.3,0.0,8.7,13.0,0.0,0.0,0.0,0.0,0.0,6.98
38,DeSean Jackson,WR,4,TB,NYG,5.7,3.5,66.7,51.7,0.3,0.0,8.7,13.0,0.0,0.0,0.0,0.0,0.0,6.97
39,Martavis Bryant,WR,4,PIT,BAL,6.0,3.5,66.7,50.2,0.3,0.0,8.3,12.5,0.2,1.0,0.0,0.0,0.0,6.92
40,Sterling Shepard,WR,4,NYG,TB,5.3,4.1,80.0,49.1,0.3,0.0,9.8,12.2,0.2,0.9,0.0,0.0,0.0,6.80
41,Tyler Lockett,WR,4,SEA,IND,4.8,3.5,80.0,47.6,0.3,0.0,9.6,12.0,0.2,2.3,0.0,0.0,0.0,6.79
42,Jermaine Kearse,WR,4,NYJ,JAX,6.9,3.9,57.1,49.7,0.3,0.0,7.1,12.5,0.0,0.0,0.0,0.0,0.0,6.77
43,Mohamed Sanu,WR,4,ATL,BUF,7.3,4.1,57.1,48.5,0.3,0.0,6.9,12.0,0.1,0.7,0.0,0.0,0.0,6.72
44,Devin Funchess,WR,4,CAR,NE,5.1,3.3,60.0,48.2,0.3,0.0,9.6,16.0,0.0,0.0,0.0,0.0,0.0,6.62
45,Eric Decker,WR,4,TEN,HOU,5.2,3.4,60.0,47.4,0.3,0.0,9.4,15.7,0.0,0.0,0.0,0.0,0.0,6.54
46,Marvin Jones,WR,4,DET,MIN,5.2,3.1,60.0,46.7,0.3,0.0,9.4,15.7,0.0,0.0,0.0,0.0,0.0,6.47
47,Paul Richardson,WR,4,SEA,IND,4.2,3.1,75.0,45.1,0.3,0.0,11.2,15.0,0.0,0.1,0.0,0.0,0.0,6.32
48,Ted Ginn,WR,4,NO,MIA,5.5,3.3,50.0,44.6,0.3,0.0,7.5,15.0,0.3,1.5,0.0,0.1,0.1,6.21
49,Kenny Stills,WR,4,MIA,NO,4.0,2.6,75.0,42.4,0.3,0.0,10.5,14.0,0.0,0.0,0.0,0.0,0.0,6.04
50,JJ Nelson,WR,4,ARI,SF,4.2,2.6,75.0,42.6,0.3,0.0,10.8,14.3,0.1,0.4,0.0,0.1,0.1,5.90
