Rk,Player,Pos,Week,Team,Opp,Targets,Rec,Pct,Yds,TD,Long,Yds/Target,Yds/Rec,Rush,Yds,TD,Fum,Lost,Fantasy Points
1,Keenan Allen,WR,16,LAC,NYJ,11.4,6.7,63.6,85.1,0.5,0.0,7.7,12.1,0.0,0.2,0.0,0.0,0.0,11.53
2,DeAndre Hopkins,WR,16,HOU,PIT,10.5,6.2,60.0,84.6,0.5,0.0,8.5,14.2,0.0,0.0,0.0,0.0,0.0,11.46
3,Michael Thomas,WR,16,NO,ATL,9.5,6.2,60.0,76.6,0.6,0.0,7.7,12.8,0.0,0.0,0.0,0.0,0.0,11.26
4,Julio Jones,WR,16,ATL,NO,7.9,5.5,75.0,84.0,0.4,0.0,10.5,14.0,0.0,0.1,0.0,0.0,0.0,10.81
5,Adam Thielen,WR,16,MIN,GB,7.6,5.7,75.0,77.5,0.4,0.0,9.8,13.0,0.0,0.2,0.0,0.0,0.0,10.17
6,Mike Evans,WR,16,TB,CAR,7.5,5.0,62.5,71.0,0.5,0.0,8.9,14.2,0.0,0.0,0.0,0.0,0.0,10.10
7,AJ Green,WR,16,CIN,DET,6.9,4.8,71.4,69.5,0.5,0.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,9.95
8,Tyreek Hill,WR,16,KC,MIA,6.2,4.4,66.7,65.4,0.4,0.0,10.8,16.2,1.4,6.4,0.0,0.0,0.0,9.58
9,Marvin Jones,WR,16,DET,CIN,6.7,4.0,57.1,64.4,0.5,0.0,9.1,16.0,0.0,0.0,0.0,0.0,0.0,9.44
10,Josh Gordon,WR,16,CLE,CHI,6.6,4.5,57.1,68.0,0.4,0.0,9.7,17.0,0.0,0.1,0.0,0.0,0.0,9.21
11,Dez Bryant,WR,16,DAL,SEA,6.8,4.5,57.1,61.6,0.5,0.0,8.9,15.5,0.1,0.4,0.0,0.0,0.0,9.20
12,Devin Funchess,WR,16,CAR,TB,6.4,4.1,66.7,61.0,0.5,0.0,10.2,15.2,0.0,0.1,0.0,0.0,0.0,9.11
13,Alshon Jeffery,WR,16,PHI,OAK,6.5,4.4,57.1,60.8,0.5,0.0,8.7,15.2,0.0,0.1,0.0,0.0,0.0,9.09
14,Brandin Cooks,WR,16,NE,BUF,5.9,4.1,66.7,65.9,0.4,0.0,11.0,16.5,0.3,0.9,0.0,0.0,0.0,9.08
15,Larry Fitzgerald,WR,16,ARI,NYG,7.9,5.8,75.0,66.8,0.4,0.0,8.4,11.2,0.0,0.0,0.0,0.0,0.0,9.08
16,Juju Smith-Schuster,WR,16,PIT,HOU,7.7,4.7,62.5,66.1,0.4,0.0,8.2,13.2,0.0,0.2,0.0,0.0,0.0,9.03
17,Doug Baldwin,WR,16,SEA,DAL,7.7,4.9,62.5,65.7,0.4,0.0,8.2,13.2,0.1,0.5,0.0,0.0,0.0,9.02
18,Jarvis Landry,WR,16,MIA,KC,11.4,6.4,54.5,65.5,0.4,0.0,6.0,11.0,0.2,0.5,0.0,0.0,0.0,9.00
19,Robert Woods,WR,16,LAR,TEN,8.1,4.9,62.5,62.2,0.4,0.0,7.8,12.4,0.2,0.6,0.0,0.0,0.0,8.68
20,Mike Wallace,WR,16,BAL,IND,6.9,4.5,57.1,62.2,0.4,0.0,8.9,15.5,0.0,0.1,0.0,0.0,0.0,8.63
21,Michael Crabtree,WR,16,OAK,PHI,8.3,5.4,62.5,58.6,0.4,0.0,7.4,11.8,0.0,0.0,0.0,0.0,0.0,8.26
