Rk,Player,Pos,Week,Team,Opp,Targets,Rec,Pct,Yds,TD,Long,Yds/Target,Yds/Rec,Rush,Yds,TD,Fum,Lost,Fantasy Points
1,Mike Evans,WR,9,TB,NO,7.5,5.0,62.5,73.3,0.6,0.0,9.1,14.6,0.0,0.0,0.0,0.0,0.0,10.93
2,Michael Thomas,WR,9,NO,TB,9.1,5.9,66.7,74.9,0.5,0.0,8.3,12.5,0.0,0.0,0.0,0.0,0.0,10.49
3,Dez Bryant,WR,9,DAL,KC,7.8,5.1,62.5,68.0,0.6,0.0,8.5,13.6,0.0,0.0,0.0,0.0,0.0,10.40
4,DeAndre Hopkins,WR,9,HOU,IND,8.6,5.1,55.6,73.5,0.5,0.0,8.2,14.8,0.0,0.0,0.0,0.0,0.0,10.35
5,Julio Jones,WR,9,ATL,CAR,7.8,5.4,62.5,78.0,0.4,0.0,9.8,15.6,0.0,0.0,0.0,0.0,0.0,10.20
6,Tyreek Hill,WR,9,KC,DAL,7.1,5.0,71.4,68.3,0.4,0.0,9.7,13.6,0.9,5.3,0.0,0.0,0.0,9.76
7,Doug Baldwin,WR,9,SEA,WAS,9.0,5.7,66.7,71.3,0.4,0.0,7.9,11.8,0.1,0.1,0.0,0.0,0.0,9.54
8,Michael Crabtree,WR,9,OAK,MIA,7.5,4.9,71.4,63.3,0.5,0.0,9.0,12.6,0.0,0.0,0.0,0.0,0.0,9.33
9,Amari Cooper,WR,9,OAK,MIA,6.4,4.6,83.3,63.6,0.4,0.0,10.7,12.8,0.0,0.3,0.0,0.0,0.0,8.79
10,AJ Green,WR,9,CIN,JAX,6.4,4.5,66.7,62.4,0.4,0.0,10.3,15.5,0.0,0.0,0.0,0.0,0.0,8.64
11,Golden Tate,WR,9,DET,GB,9.4,5.9,66.7,65.0,0.3,0.0,7.2,10.8,0.2,0.6,0.0,0.0,0.0,8.36
12,Jarvis Landry,WR,9,MIA,OAK,10.5,5.9,60.0,62.6,0.3,0.0,6.3,10.5,0.2,0.2,0.0,0.0,0.0,8.08
13,TY Hilton,WR,9,IND,HOU,5.8,4.0,66.7,62.5,0.3,0.0,10.3,15.5,0.0,0.0,0.0,0.0,0.0,8.05
14,Demaryius Thomas,WR,9,DEN,PHI,7.0,4.8,71.4,59.2,0.3,0.0,8.4,11.8,0.0,0.0,0.0,0.0,0.0,7.72
15,Jordy Nelson,WR,9,GB,DET,7.1,4.1,57.1,53.1,0.4,0.0,7.6,13.2,0.0,0.0,0.0,0.0,0.0,7.71
16,DeSean Jackson,WR,9,TB,NO,6.3,3.9,66.7,58.6,0.3,0.0,9.8,14.8,0.0,0.0,0.0,0.0,0.0,7.66
17,Marvin Jones,WR,9,DET,GB,6.4,3.8,66.7,58.2,0.3,0.0,9.7,14.5,0.0,0.0,0.0,0.0,0.0,7.62
18,Larry Fitzgerald,WR,9,ARI,SF,7.0,5.1,71.4,57.3,0.3,0.0,8.1,11.4,0.0,0.0,0.0,0.0,0.0,7.53
19,Devante Parker,WR,9,MIA,OAK,5.7,3.8,66.7,51.3,0.4,0.0,8.5,12.8,0.0,0.0,0.0,0.0,0.0,7.53
20,Paul Richardson,WR,9,SEA,WAS,4.2,3.1,75.0,51.2,0.4,0.0,12.8,17.0,0.0,0.0,0.0,0.0,0.0,7.52
