Rk,Player,Pos,Week,Team,Opp,Targets,Rec,Pct,Yds,TD,Long,Yds/Target,Yds/Rec,Rush,Yds,TD,Fum,Lost,Fantasy Points
1,Rob Gronkowski,TE,16,NE,BUF,9.1,5.3,55.6,79.0,0.7,0.0,8.8,15.8,0.0,0.0,0.0,0.0,0.0,12.10
2,Travis Kelce,TE,16,KC,MIA,7.4,5.3,71.4,68.8,0.5,0.0,9.9,13.8,0.1,0.4,0.0,0.0,0.0,9.92
3,Zach Ertz,TE,16,PHI,OAK,8.5,4.9,62.5,55.2,0.5,0.0,6.9,11.0,0.0,0.0,0.0,0.0,0.0,8.52
4,Greg Olsen,TE,16,CAR,TB,7.7,4.4,50.0,56.6,0.4,0.0,7.1,14.2,0.0,0.0,0.0,0.0,0.0,8.06
5,Evan Engram,TE,16,NYG,ARI,8.4,4.9,62.5,55.6,0.4,0.0,7.0,11.2,0.0,0.1,0.0,0.0,0.0,7.97
6,Jimmy Graham,TE,16,SEA,DAL,6.2,4.2,66.7,47.0,0.5,0.0,7.8,11.8,0.0,0.0,0.0,0.0,0.0,7.70
7,Kyle Rudolph,TE,16,MIN,GB,6.7,3.8,57.1,40.2,0.5,0.0,5.7,10.0,0.0,0.0,0.0,0.0,0.0,7.02
8,Delanie Walker,TE,16,TEN,LAR,6.5,4.8,71.4,54.1,0.3,0.0,7.7,10.8,0.0,0.0,0.0,0.1,0.1,7.01
9,Jack Doyle,TE,16,IND,BAL,8.3,5.2,62.5,47.8,0.3,0.0,6.0,9.6,0.0,0.0,0.0,0.1,0.1,6.38
10,Charles Clay,TE,16,BUF,NE,5.5,4.0,66.7,42.9,0.3,0.0,7.2,10.8,0.0,0.0,0.0,0.0,0.0,6.09
11,Eric Ebron,TE,16,DET,CIN,5.1,3.7,80.0,39.6,0.3,0.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,5.76
12,Cameron Brate,TE,16,TB,CAR,5.0,3.4,60.0,39.1,0.3,0.0,7.8,13.0,0.0,0.0,0.0,0.0,0.0,5.71
13,Vernon Davis,TE,16,WAS,DEN,5.5,3.3,60.0,40.7,0.3,0.0,8.2,13.7,0.0,0.0,0.0,0.1,0.1,5.67
14,Jason Witten,TE,16,DAL,SEA,6.7,3.8,57.1,37.9,0.3,0.0,5.4,9.5,0.0,0.0,0.0,0.0,0.0,5.59
15,Jared Cook,TE,16,OAK,PHI,5.0,3.7,80.0,43.7,0.2,0.0,8.8,11.0,0.0,0.0,0.0,0.0,0.0,5.57
16,Austin Hooper,TE,16,ATL,NO,4.2,3.2,75.0,33.7,0.3,0.0,8.5,11.3,0.0,0.0,0.0,0.0,0.0,5.17
17,Jesse James,TE,16,PIT,HOU,4.1,3.0,75.0,32.5,0.3,0.0,8.0,10.7,0.0,0.0,0.0,0.0,0.0,5.05
18,Benjamin Watson,TE,16,BAL,IND,4.4,3.0,75.0,30.4,0.3,0.0,7.5,10.0,0.0,0.0,0.0,0.0,0.0,4.84
19,Antonio Gates,TE,16,LAC,NYJ,4.4,2.8,75.0,30.4,0.3,0.0,7.5,10.0,0.0,0.0,0.0,0.0,0.0,4.84
20,Ricky Seals-Jones,TE,16,ARI,NYG,3.4,2.6,100.0,34.3,0.2,0.0,11.3,11.3,0.0,0.0,0.0,0.0,0.0,4.63
21,Stephen Anderson,TE,16,HOU,PIT,3.7,2.6,75.0,31.2,0.2,0.0,7.8,10.3,0.0,0.0,0.0,0.0,0.0,4.32
22,Marcedes Lewis,TE,16,JAX,SF,3.5,2.0,66.7,22.9,0.3,0.0,7.7,11.5,0.0,0.0,0.0,0.0,0.0,4.09
23,Garrett Celek,TE,16,SF,JAX,3.7,2.2,50.0,27.8,0.2,0.0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,3.98
24,Austin Seferian-Jenkins,TE,16,NYJ,LAC,4.1,3.0,75.0,27.5,0.2,0.0,7.0,9.3,0.0,0.0,0.0,0.0,0.0,3.95
