Rk,Player,Pos,Week,Team,Opp,FG Made,FG Att,Pct,Long,XP Made,XP Att,Fantasy Points
1,Graham Gano,K,3,CAR,NO,2.3,2.5,100.0,0.0,3.0,3.0,9.90
2,Stephen Gostkowski,K,3,NE,HOU,2.0,2.1,100.0,0.0,3.0,3.0,9.00
3,Matt Bryant,K,3,ATL,DET,1.9,2.0,100.0,0.0,3.0,3.0,8.70
4,Chris Boswell,K,3,PIT,CHI,1.9,2.0,100.0,0.0,2.8,2.8,8.50
5,Mason Crosby,K,3,GB,CIN,1.9,2.0,100.0,0.0,2.8,2.8,8.50
6,Cairo Santos,K,3,KC,LAC,2.0,2.1,100.0,0.0,2.5,2.5,8.50
7,Brandon McManus,K,3,DEN,BUF,1.9,2.1,100.0,0.0,2.1,2.1,7.80
8,Matt Prater,K,3,DET,ATL,1.7,1.7,100.0,0.0,2.7,2.7,7.80
9,Dan Bailey,K,3,DAL,ARI,1.8,2.0,100.0,0.0,2.2,2.2,7.60
10,Dustin Hopkins,K,3,WAS,OAK,1.6,1.8,100.0,0.0,2.7,2.7,7.50
11,Giorgio Tavecchio,K,3,OAK,WAS,1.4,1.6,50.0,0.0,3.2,3.2,7.40
12,Robbie Gould,K,3,SF,LAR,1.8,1.8,100.0,0.0,1.7,1.7,7.10
13,Greg Zuerlein,K,3,LAR,SF,1.6,1.7,100.0,0.0,2.0,2.0,6.80
14,Blair Walsh,K,3,SEA,TEN,1.6,1.8,100.0,0.0,2.0,2.0,6.80
15,Jake Elliott,K,3,PHI,NYG,1.7,1.9,100.0,0.0,1.7,1.7,6.80
16,Cody Parkey,K,3,MIA,NYJ,1.4,1.5,50.0,0.0,2.5,2.5,6.70
17,Justin Tucker,K,3,BAL,JAX,1.5,1.6,100.0,0.0,2.0,2.0,6.50
18,Adam Vinatieri,K,3,IND,CLE,1.5,1.5,100.0,0.0,1.9,1.9,6.40
19,Kai Forbath,K,3,MIN,TB,1.5,1.6,100.0,0.0,1.9,1.9,6.40
20,Ryan Succop,K,3,TEN,SEA,1.3,1.4,100.0,0.0,2.4,2.4,6.30
21,Zane Gonzalez,K,3,CLE,IND,1.4,1.5,50.0,0.0,2.0,2.0,6.20
22,Wil Lutz,K,3,NO,CAR,1.1,1.2,100.0,0.0,2.5,2.5,5.80
23,Nick Folk,K,3,TB,MIN,1.3,1.4,100.0,0.0,1.9,1.9,5.80
24,Aldrick Rosas,K,3,NYG,PHI,1.4,1.5,50.0,0.0,1.6,1.6,5.80
25,Jason Myers,K,3,JAX,BAL,1.3,1.4,100.0,0.0,1.8,1.8,5.70
26,Phil Dawson,K,3,ARI,DAL,1.2,1.4,100.0,0.0,2.1,2.1,5.70
27,Chandler Catanzaro,K,3,NYJ,MIA,1.3,1.4,100.0,0.0,1.7,1.7,5.60
28,Steven Hauschka,K,3,BUF,DEN,1.2,1.3,100.0,0.0,1.7,1.7,5.30
29,Randy Bullock,K,3,CIN,GB,1.1,1.2,100.0,0.0,1.9,1.9,5.20
30,Younghoe Koo,K,3,LAC,KC,0.9,1.1,100.0,0.0,2.2,2.2,4.90
31,Connor Barth,K,3,CHI,PIT,0.9,0.9,100.0,0.0,1.5,1.5,4.20
32,Ka'imi Fairbairn,K,3,HOU,NE,0.9,1.0,100.0,0.0,1.5,1.5,4.20
33,Caleb Sturgis,K,3,PHI,NYG,0.0,0.0,0.0,0.0,0.0,0.0,0.00
34,Sebastian Janikowski,K,3,OAK,WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.00
35,Harrison Butker,K,3,CAR,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.00
