Rk,Player,Pos,Week,Team,Opp,Targets,Rec,Pct,Yds,TD,Long,Yds/Target,Yds/Rec,Rush,Yds,TD,Fum,Lost,Fantasy Points
1,Antonio Brown,WR,14,PIT,BAL,11.4,7.0,63.6,99.1,0.6,0.0,9.0,14.1,0.1,0.2,0.0,0.0,0.0,13.53
2,DeAndre Hopkins,WR,14,HOU,SF,10.6,6.3,54.5,87.3,0.6,0.0,7.9,14.5,0.0,0.0,0.0,0.0,0.0,12.33
3,Keenan Allen,WR,14,LAC,WAS,11.2,6.6,63.6,84.9,0.6,0.0,7.7,12.1,0.0,0.4,0.0,0.0,0.0,12.13
4,Julio Jones,WR,14,ATL,NO,8.4,5.8,75.0,85.3,0.5,0.0,10.6,14.2,0.0,0.1,0.0,0.0,0.0,11.54
5,AJ Green,WR,14,CIN,CHI,7.7,5.4,62.5,81.8,0.5,0.0,10.2,16.4,0.0,0.0,0.0,0.0,0.0,11.18
6,Michael Thomas,WR,14,NO,ATL,9.4,6.1,66.7,77.0,0.5,0.0,8.6,12.8,0.0,0.0,0.0,0.0,0.0,10.70
7,Brandin Cooks,WR,14,NE,MIA,7.0,4.9,71.4,74.1,0.5,0.0,10.6,14.8,0.3,1.4,0.0,0.0,0.0,10.55
8,Adam Thielen,WR,14,MIN,CAR,7.6,5.7,75.0,77.1,0.4,0.0,9.6,12.8,0.0,0.0,0.0,0.0,0.0,10.11
9,Mike Evans,WR,14,TB,DET,7.4,4.9,71.4,69.4,0.5,0.0,9.9,13.8,0.0,0.0,0.0,0.0,0.0,9.94
10,Marvin Jones,WR,14,DET,TB,7.6,4.5,50.0,67.4,0.5,0.0,8.4,16.8,0.0,0.0,0.0,0.0,0.0,9.74
11,Tyreek Hill,WR,14,KC,OAK,6.9,4.9,71.4,67.4,0.4,0.0,9.6,13.4,1.5,7.4,0.0,0.1,0.1,9.68
12,Larry Fitzgerald,WR,14,ARI,TEN,8.8,6.4,66.7,70.4,0.4,0.0,7.8,11.7,0.0,0.0,0.0,0.0,0.0,9.44
13,Davante Adams,WR,14,GB,CLE,6.9,5.2,71.4,63.4,0.5,0.0,9.0,12.6,0.0,0.1,0.0,0.0,0.0,9.35
14,Alshon Jeffery,WR,14,PHI,LAR,6.5,4.4,57.1,61.9,0.5,0.0,8.9,15.5,0.0,0.0,0.0,0.0,0.0,9.19
15,Jarvis Landry,WR,14,MIA,NE,11.0,6.2,54.5,65.9,0.4,0.0,6.0,11.0,0.2,0.4,0.0,0.0,0.0,9.03
16,Josh Gordon,WR,14,CLE,GB,6.6,4.5,57.1,64.9,0.4,0.0,9.3,16.2,0.0,0.1,0.0,0.0,0.0,8.90
17,Michael Crabtree,WR,14,OAK,KC,7.8,5.1,62.5,64.5,0.4,0.0,8.0,12.8,0.0,0.0,0.0,0.0,0.0,8.85
18,Robby Anderson,WR,14,NYJ,DEN,5.5,4.1,80.0,62.4,0.4,0.0,12.4,15.5,0.2,0.7,0.0,0.0,0.0,8.71
19,Dez Bryant,WR,14,DAL,NYG,7.6,5.0,62.5,62.2,0.4,0.0,7.8,12.4,0.0,0.0,0.0,0.0,0.0,8.62
20,Golden Tate,WR,14,DET,TB,9.1,5.7,66.7,64.6,0.3,0.0,7.2,10.8,0.4,1.5,0.0,0.0,0.0,8.41
21,Doug Baldwin,WR,14,SEA,JAX,7.7,4.9,62.5,64.1,0.3,0.0,8.0,12.8,0.1,0.3,0.0,0.0,0.0,8.24
22,Demaryius Thomas,WR,14,DEN,NYJ,6.7,4.6,71.4,57.2,0.4,0.0,8.1,11.4,0.0,0.0,0.0,0.0,0.0,8.12
23,Devin Funchess,WR,14,CAR,MIN,6.7,4.3,57.1,56.4,0.4,0.0,8.0,14.0,0.0,0.1,0.0,0.0,0.0,8.05
24,Jamison Crowder,WR,14,WAS,LAC,8.9,5.0,55.6,60.3,0.3,0.0,6.7,12.0,0.5,2.0,0.0,0.0,0.0,8.03
25,TY Hilton,WR,14,IND,BUF,6.2,4.3,66.7,62.1,0.3,0.0,10.3,15.5,0.0,0.0,0.0,0.0,0.0,8.01
26,Marquise Goodwin,WR,14,SF,HOU,5.8,3.7,66.7,61.5,0.3,0.0,10.3,15.5,0.0,0.4,0.0,0.0,0.0,7.99
27,Stefon Diggs,WR,14,MIN,CAR,7.4,4.3,57.1,58.1,0.3,0.0,8.3,14.5,0.2,1.2,0.0,0.0,0.0,7.73
28,Chris Hogan,WR,14,NE,MIA,5.3,3.7,80.0,53.0,0.4,0.0,10.6,13.2,0.0,0.2,0.0,0.0,0.0,7.72
29,Sterling Shepard,WR,14,NYG,DAL,5.9,4.5,66.7,56.7,0.3,0.0,9.5,14.2,0.1,0.8,0.0,0.0,0.0,7.55
30,Marqise Lee,WR,14,JAX,SEA,6.7,4.6,71.4,56.8,0.3,0.0,8.1,11.4,0.2,0.5,0.0,0.0,0.0,7.53
31,Mohamed Sanu,WR,14,ATL,NO,7.4,4.2,57.1,50.7,0.4,0.0,7.3,12.8,0.1,0.5,0.0,0.0,0.0,7.52
32,Sammy Watkins,WR,14,LAR,PHI,4.3,3.2,75.0,51.2,0.4,0.0,12.8,17.0,0.0,0.0,0.0,0.0,0.0,7.52
33,Cooper Kupp,WR,14,LAR,PHI,6.2,4.5,66.7,56.1,0.3,0.0,9.3,14.0,0.0,0.1,0.0,0.0,0.0,7.42
34,DeSean Jackson,WR,14,TB,DET,6.3,3.9,66.7,55.7,0.3,0.0,9.3,14.0,0.0,0.0,0.0,0.0,0.0,7.37
35,Kenny Stills,WR,14,MIA,NE,5.7,3.7,66.7,55.7,0.3,0.0,9.3,14.0,0.0,0.0,0.0,0.0,0.0,7.37
36,Jermaine Kearse,WR,14,NYJ,DEN,7.1,4.0,57.1,53.3,0.3,0.0,7.6,13.2,0.0,0.0,0.0,0.0,0.0,7.13
37,Rishard Matthews,WR,14,TEN,ARI,6.7,3.8,57.1,51.6,0.3,0.0,7.4,13.0,0.0,0.1,0.0,0.0,0.0,6.97
38,Emmanuel Sanders,WR,14,DEN,NYJ,5.5,3.8,66.7,51.7,0.3,0.0,8.7,13.0,0.0,0.0,0.0,0.0,0.0,6.97
39,Ted Ginn,WR,14,NO,ATL,5.5,3.3,50.0,48.7,0.3,0.0,8.2,16.3,0.4,2.1,0.0,0.0,0.0,6.88
40,Mike Wallace,WR,14,BAL,PIT,5.7,3.7,66.7,47.8,0.3,0.0,8.0,12.0,0.1,0.4,0.0,0.0,0.0,6.62
41,Martavis Bryant,WR,14,PIT,BAL,6.1,3.6,66.7,44.9,0.3,0.0,7.5,11.2,0.4,1.8,0.0,0.0,0.0,6.47
42,Kelvin Benjamin,WR,14,BUF,IND,6.1,3.5,66.7,46.7,0.3,0.0,7.8,11.8,0.0,0.0,0.0,0.0,0.0,6.47
43,Will Fuller,WR,14,HOU,SF,4.6,3.0,60.0,44.9,0.3,0.0,9.0,15.0,0.2,0.7,0.0,0.0,0.0,6.36
44,Dede Westbrook,WR,14,JAX,SEA,6.8,4.2,57.1,51.3,0.2,0.0,7.3,12.8,0.0,0.1,0.0,0.0,0.0,6.34
45,Danny Amendola,WR,14,NE,MIA,6.9,4.0,57.1,43.7,0.3,0.0,6.3,11.0,0.0,0.0,0.0,0.0,0.0,6.17
46,Paul Richardson,WR,14,SEA,JAX,4.0,3.0,75.0,42.2,0.3,0.0,10.5,14.0,0.0,0.0,0.0,0.0,0.0,6.02
47,Josh Doctson,WR,14,WAS,LAC,4.8,3.1,60.0,42.2,0.3,0.0,8.4,14.0,0.0,0.0,0.0,0.0,0.0,6.02
48,Nelson Agholor,WR,14,PHI,LAR,5.2,3.3,60.0,42.2,0.3,0.0,8.4,14.0,0.0,0.0,0.0,0.0,0.0,6.02
49,Corey Coleman,WR,14,CLE,GB,6.4,3.6,66.7,47.3,0.2,0.0,7.8,11.8,0.1,0.5,0.0,0.0,0.0,5.98
50,Kenny Golladay,WR,14,DET,TB,4.4,2.6,75.0,41.1,0.3,0.0,10.2,13.7,0.0,0.1,0.0,0.0,0.0,5.92
