Rk,Player,Pos,Week,Team,Opp,Targets,Rec,Pct,Yds,TD,Long,Yds/Target,Yds/Rec,Rush,Yds,TD,Fum,Lost,Fantasy Points
1,Rob Gronkowski,TE,12,NE,MIA,7.9,4.6,62.5,69.9,0.7,0.0,8.8,14.0,0.0,0.0,0.0,0.0,0.0,11.19
2,Travis Kelce,TE,12,KC,BUF,7.8,5.6,75.0,72.1,0.4,0.0,9.0,12.0,0.1,0.5,0.0,0.1,0.1,9.46
3,Evan Engram,TE,12,NYG,WAS,9.2,5.4,55.6,60.9,0.5,0.0,6.8,12.2,0.0,0.0,0.0,0.0,0.0,9.09
4,Jimmy Graham,TE,12,SEA,SF,6.6,4.5,57.1,51.1,0.6,0.0,7.3,12.8,0.0,0.0,0.0,0.0,0.0,8.71
5,Zach Ertz,TE,12,PHI,CHI,8.3,4.8,62.5,58.0,0.5,0.0,7.2,11.6,0.0,0.0,0.0,0.1,0.1,8.60
6,Vernon Davis,TE,12,WAS,NYG,7.0,4.2,57.1,55.9,0.4,0.0,8.0,14.0,0.0,0.0,0.0,0.1,0.1,7.79
7,Delanie Walker,TE,12,TEN,IND,6.5,4.8,71.4,58.9,0.3,0.0,8.4,11.8,0.0,0.0,0.0,0.1,0.1,7.49
8,Greg Olsen,TE,12,CAR,NYJ,8.2,4.7,62.5,55.4,0.3,0.0,6.9,11.0,0.0,0.0,0.0,0.0,0.0,7.34
9,Jack Doyle,TE,12,IND,TEN,8.3,5.2,62.5,50.6,0.3,0.0,6.4,10.2,0.0,0.0,0.0,0.1,0.1,6.66
10,Jared Cook,TE,12,OAK,DEN,5.1,3.8,80.0,48.8,0.3,0.0,9.8,12.2,0.0,0.0,0.0,0.1,0.1,6.48
11,Kyle Rudolph,TE,12,MIN,DET,7.0,4.0,57.1,39.6,0.4,0.0,5.7,10.0,0.0,0.0,0.0,0.0,0.0,6.36
12,Charles Clay,TE,12,BUF,KC,5.2,3.8,80.0,39.6,0.3,0.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,5.76
13,Austin Hooper,TE,12,ATL,TB,4.2,3.2,75.0,38.1,0.3,0.0,9.5,12.7,0.0,0.0,0.0,0.0,0.0,5.61
14,Jason Witten,TE,12,DAL,LAC,7.2,4.1,57.1,39.5,0.3,0.0,5.7,10.0,0.0,0.0,0.0,0.1,0.1,5.55
15,Hunter Henry,TE,12,LAC,DAL,4.4,3.0,75.0,37.4,0.3,0.0,9.2,12.3,0.0,0.0,0.0,0.0,0.0,5.54
16,Austin Seferian-Jenkins,TE,12,NYJ,CAR,5.1,3.7,80.0,37.6,0.3,0.0,7.6,9.5,0.0,0.0,0.0,0.1,0.1,5.36
17,Tyler Kroft,TE,12,CIN,CLE,5.0,3.2,60.0,35.2,0.3,0.0,7.0,11.7,0.0,0.0,0.0,0.0,0.0,5.32
18,Julius Thomas,TE,12,MIA,NE,4.9,3.3,60.0,33.0,0.3,0.0,6.6,11.0,0.0,0.0,0.0,0.0,0.0,5.10
19,Cameron Brate,TE,12,TB,ATL,4.4,3.0,75.0,32.1,0.3,0.0,8.0,10.7,0.0,0.0,0.0,0.0,0.0,5.01
20,Jesse James,TE,12,PIT,GB,3.5,2.5,66.7,26.3,0.3,0.0,8.7,13.0,0.0,0.0,0.0,0.0,0.0,4.43
