Rk,Player,Pos,Week,Team,Opp,Targets,Rec,Pct,Yds,TD,Long,Yds/Target,Yds/Rec,Rush,Yds,TD,Fum,Lost,Fantasy Points
1,Rob Gronkowski,TE,7,NE,ATL,8.4,4.9,62.5,69.7,0.6,0.0,8.8,14.0,0.0,0.0,0.0,0.0,0.0,10.57
2,Zach Ertz,TE,7,PHI,WAS,10.4,6.0,60.0,69.9,0.5,0.0,7.0,11.7,0.0,0.0,0.0,0.1,0.1,9.79
3,Travis Kelce,TE,7,KC,OAK,7.2,5.2,71.4,67.0,0.4,0.0,9.6,13.4,0.2,1.0,0.0,0.1,0.1,9.00
4,Jimmy Graham,TE,7,SEA,NYG,6.3,4.3,66.7,50.1,0.4,0.0,8.3,12.5,0.0,0.0,0.0,0.1,0.1,7.21
5,Evan Engram,TE,7,NYG,SEA,7.7,4.5,50.0,51.4,0.3,0.0,6.4,12.8,0.0,0.0,0.0,0.0,0.0,6.94
6,Jordan Reed,TE,7,WAS,PHI,7.2,4.9,71.4,53.4,0.3,0.0,7.6,10.6,0.0,0.0,0.0,0.1,0.1,6.94
7,Delanie Walker,TE,7,TEN,CLE,5.7,4.2,66.7,49.7,0.3,0.0,8.3,12.5,0.0,0.1,0.0,0.0,0.0,6.78
8,Kyle Rudolph,TE,7,MIN,BAL,7.4,4.2,57.1,43.6,0.4,0.0,6.3,11.0,0.0,0.0,0.0,0.0,0.0,6.76
9,Cameron Brate,TE,7,TB,BUF,5.4,3.7,80.0,40.9,0.4,0.0,8.2,10.2,0.0,0.0,0.0,0.0,0.0,6.49
10,Austin Seferian-Jenkins,TE,7,NYJ,MIA,5.8,4.2,66.7,45.1,0.3,0.0,7.5,11.2,0.0,0.0,0.0,0.1,0.1,6.11
11,Hunter Henry,TE,7,LAC,DEN,5.0,3.4,60.0,40.4,0.3,0.0,8.0,13.3,0.0,0.0,0.0,0.0,0.0,5.84
12,Austin Hooper,TE,7,ATL,NE,4.2,3.2,75.0,39.7,0.3,0.0,10.0,13.3,0.0,0.0,0.0,0.0,0.0,5.77
