Rk,Player,Pos,Week,Team,Opp,Targets,Rec,Pct,Yds,TD,Long,Yds/Target,Yds/Rec,Rush,Yds,TD,Fum,Lost,Fantasy Points
1,Julio Jones,WR,7,ATL,NE,8.6,6.0,66.7,84.4,0.5,0.0,9.3,14.0,0.0,0.0,0.0,0.0,0.0,11.44
2,Antonio Brown,WR,7,PIT,CIN,10.4,6.4,60.0,82.6,0.5,0.0,8.3,13.8,0.0,0.0,0.0,0.0,0.0,11.26
3,AJ Green,WR,7,CIN,PIT,7.7,5.4,62.5,78.9,0.5,0.0,9.9,15.8,0.0,0.0,0.0,0.0,0.0,10.89
4,Michael Thomas,WR,7,NO,GB,8.0,5.2,62.5,71.1,0.6,0.0,8.9,14.2,0.0,0.0,0.0,0.0,0.0,10.71
5,Dez Bryant,WR,7,DAL,SF,7.3,4.8,71.4,69.2,0.6,0.0,9.9,13.8,0.0,0.0,0.0,0.0,0.0,10.52
6,Mike Evans,WR,7,TB,BUF,7.4,4.9,71.4,72.4,0.5,0.0,10.3,14.4,0.0,0.0,0.0,0.0,0.0,10.24
7,Brandin Cooks,WR,7,NE,ATL,6.7,4.7,71.4,73.0,0.4,0.0,10.4,14.6,0.2,0.5,0.0,0.0,0.0,9.75
8,Demaryius Thomas,WR,7,DEN,LAC,8.3,5.7,75.0,70.8,0.4,0.0,8.9,11.8,0.0,0.0,0.0,0.0,0.0,9.48
9,Michael Crabtree,WR,7,OAK,KC,7.7,5.0,62.5,63.7,0.5,0.0,8.0,12.8,0.0,0.0,0.0,0.0,0.0,9.37
10,Larry Fitzgerald,WR,7,ARI,LAR,8.4,6.1,75.0,69.2,0.4,0.0,8.6,11.5,0.0,0.0,0.0,0.0,0.0,9.32
11,Chris Hogan,WR,7,NE,ATL,6.5,4.6,71.4,62.5,0.5,0.0,8.9,12.4,0.2,0.3,0.0,0.0,0.0,9.28
12,Jordy Nelson,WR,7,GB,NO,8.5,4.9,55.6,62.2,0.5,0.0,6.9,12.4,0.0,0.0,0.0,0.0,0.0,9.22
13,TY Hilton,WR,7,IND,JAX,6.2,4.3,66.7,65.9,0.4,0.0,11.0,16.5,0.0,0.0,0.0,0.0,0.0,8.99
14,Doug Baldwin,WR,7,SEA,NYG,8.2,5.2,62.5,65.5,0.4,0.0,8.2,13.2,0.2,0.1,0.0,0.0,0.0,8.96
15,Adam Thielen,WR,7,MIN,BAL,6.7,5.0,71.4,66.4,0.3,0.0,9.4,13.2,0.1,0.3,0.0,0.0,0.0,8.47
16,Pierre Garcon,WR,7,SF,DAL,10.0,5.6,60.0,66.3,0.3,0.0,6.6,11.0,0.0,0.0,0.0,0.0,0.0,8.43
17,Tyreek Hill,WR,7,KC,OAK,7.1,5.0,71.4,57.9,0.3,0.0,8.3,11.6,1.4,6.6,0.0,0.0,0.0,8.25
