Rk,Player,Pos,Week,Team,Opp,Targets,Rec,Pct,Yds,TD,Long,Yds/Target,Yds/Rec,Rush,Yds,TD,Fum,Lost,Fantasy Points
1,Antonio Brown,WR,1,PIT,CLE,11.6,7.1,58.3,94.8,0.7,0.0,7.9,13.6,0.2,1.4,0.0,0.1,0.1,13.62
2,Julio Jones,WR,1,ATL,CHI,8.9,6.2,66.7,93.8,0.6,0.0,10.4,15.7,0.0,0.0,0.0,0.1,0.1,12.78
3,Jordy Nelson,WR,1,GB,SEA,9.9,5.7,60.0,76.2,0.7,0.0,7.6,12.7,0.0,0.1,0.0,0.1,0.1,11.63
4,Doug Baldwin,WR,1,SEA,GB,9.2,5.8,66.7,74.7,0.6,0.0,8.3,12.5,0.1,1.0,0.0,0.1,0.1,10.97
5,Amari Cooper,WR,1,OAK,TEN,8.1,5.8,75.0,80.7,0.5,0.0,10.1,13.5,0.1,0.7,0.0,0.1,0.1,10.94
6,AJ Green,WR,1,CIN,BAL,8.2,5.7,75.0,80.9,0.5,0.0,10.1,13.5,0.0,0.0,0.0,0.1,0.1,10.89
7,Dez Bryant,WR,1,DAL,NYG,7.4,4.9,71.4,71.5,0.6,0.0,10.3,14.4,0.0,0.0,0.0,0.1,0.1,10.55
8,DeAndre Hopkins,WR,1,HOU,JAX,9.8,5.8,60.0,77.4,0.5,0.0,7.7,12.8,0.0,0.0,0.0,0.1,0.1,10.54
9,Brandin Cooks,WR,1,NE,KC,7.3,5.1,71.4,73.1,0.5,0.0,10.4,14.6,0.2,1.1,0.0,0.0,0.0,10.42
10,Michael Crabtree,WR,1,OAK,TEN,8.7,5.7,66.7,70.2,0.5,0.0,7.8,11.7,0.0,0.0,0.0,0.1,0.1,9.82
11,Michael Thomas,WR,1,NO,MIN,9.4,6.1,66.7,72.8,0.4,0.0,8.1,12.2,0.0,0.0,0.0,0.1,0.1,9.48
12,Stefon Diggs,WR,1,MIN,NO,10.0,5.8,60.0,70.4,0.4,0.0,7.0,11.7,0.1,1.0,0.0,0.1,0.1,9.34
13,Larry Fitzgerald,WR,1,ARI,DET,9.0,6.6,77.8,70.8,0.4,0.0,7.9,10.1,0.0,0.1,0.0,0.1,0.1,9.29
14,Terrelle Pryor,WR,1,WAS,PHI,6.3,4.4,66.7,68.1,0.4,0.0,11.3,17.0,0.1,0.6,0.0,0.0,0.0,9.27
15,Alshon Jeffery,WR,1,PHI,WAS,7.0,4.7,71.4,67.1,0.4,0.0,9.6,13.4,0.0,0.0,0.0,0.0,0.0,9.11
16,Demaryius Thomas,WR,1,DEN,LAC,8.2,5.6,75.0,68.7,0.4,0.0,8.6,11.5,0.0,0.0,0.0,0.1,0.1,9.07
17,Emmanuel Sanders,WR,1,DEN,LAC,7.1,4.9,71.4,65.1,0.4,0.0,9.3,13.0,0.0,0.1,0.0,0.0,0.0,8.92
18,TY Hilton,WR,1,IND,LAR,6.8,4.7,71.4,70.5,0.3,0.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,8.85
19,Sammy Watkins,WR,1,LAR,IND,5.9,4.4,66.7,63.8,0.4,0.0,10.7,16.0,0.1,0.1,0.0,0.0,0.0,8.79
20,Kelvin Benjamin,WR,1,CAR,SF,7.4,4.3,57.1,63.9,0.4,0.0,9.1,16.0,0.0,0.0,0.0,0.1,0.1,8.59
21,Allen Robinson,WR,1,JAX,HOU,7.9,4.5,50.0,61.2,0.4,0.0,7.6,15.2,0.0,0.0,0.0,0.0,0.0,8.52
22,Brandon Marshall,WR,1,NYG,DAL,7.6,4.4,50.0,59.6,0.4,0.0,7.5,15.0,0.0,0.0,0.0,0.0,0.0,8.36
23,Pierre Garcon,WR,1,SF,CAR,9.1,5.1,55.6,64.0,0.3,0.0,7.1,12.8,0.0,0.0,0.0,0.0,0.0,8.20
