Rk,Player,Pos,Week,Team,Opp,FG Made,FG Att,Pct,Long,XP Made,XP Att,Fantasy Points
1,Harrison Butker,K,9,KC,DAL,2.2,2.3,100.0,0.0,2.7,2.7,9.30
2,Wil Lutz,K,9,NO,TB,2.0,2.2,100.0,0.0,3.1,3.1,9.10
3,Blair Walsh,K,9,SEA,WAS,2.0,2.1,100.0,0.0,2.8,2.8,8.80
4,Ryan Succop,K,9,TEN,BAL,2.0,2.0,100.0,0.0,2.4,2.4,8.40
5,Jake Elliott,K,9,PHI,DEN,2.0,2.2,100.0,0.0,2.4,2.4,8.40
6,Matt Bryant,K,9,ATL,CAR,2.0,2.1,100.0,0.0,2.3,2.3,8.30
7,Greg Zuerlein,K,9,LAR,NYG,2.0,2.0,100.0,0.0,2.3,2.3,8.30
8,Josh Lambo,K,9,JAX,CIN,2.0,2.1,100.0,0.0,2.2,2.2,8.20
9,Graham Gano,K,9,CAR,ATL,2.0,2.1,100.0,0.0,2.1,2.1,8.10
10,Justin Tucker,K,9,BAL,TEN,1.9,2.0,100.0,0.0,2.3,2.3,8.00
11,Ka'imi Fairbairn,K,9,HOU,IND,1.8,1.8,100.0,0.0,2.4,2.4,7.80
12,Steven Hauschka,K,9,BUF,NYJ,1.9,1.9,100.0,0.0,2.0,2.0,7.70
13,Matt Prater,K,9,DET,GB,1.9,2.0,100.0,0.0,2.0,2.0,7.70
14,Adam Vinatieri,K,9,IND,HOU,1.6,1.7,100.0,0.0,2.4,2.4,7.20
15,Phil Dawson,K,9,ARI,SF,1.6,1.8,100.0,0.0,2.3,2.3,7.10
16,Giorgio Tavecchio,K,9,OAK,MIA,1.5,1.6,100.0,0.0,2.6,2.6,7.10
17,Mike Nugent,K,9,DAL,KC,1.5,1.6,100.0,0.0,2.4,2.4,6.90
18,Chandler Catanzaro,K,9,NYJ,BUF,1.6,1.7,100.0,0.0,1.9,1.9,6.70
19,Nick Rose,K,9,WAS,SEA,1.6,1.7,100.0,0.0,1.9,1.9,6.70
20,Patrick Murray,K,9,TB,NO,1.5,1.6,100.0,0.0,2.1,2.1,6.60
21,Mason Crosby,K,9,GB,DET,1.4,1.4,100.0,0.0,2.3,2.3,6.50
22,Cody Parkey,K,9,MIA,OAK,1.4,1.4,100.0,0.0,2.3,2.3,6.50
23,Robbie Gould,K,9,SF,ARI,1.5,1.6,100.0,0.0,1.8,1.8,6.30
24,Brandon McManus,K,9,DEN,PHI,1.2,1.5,50.0,0.0,1.9,1.9,5.50
25,Aldrick Rosas,K,9,NYG,LAR,1.0,1.2,100.0,0.0,2.2,2.2,5.20
26,Marshall Koehn,K,9,CIN,JAX,1.1,1.1,100.0,0.0,1.1,1.1,4.40
27,Randy Bullock,K,9,CIN,JAX,0.0,0.0,0.0,0.0,0.0,0.0,0.00
28,Nick Folk,K,9,TB,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.00
29,Caleb Sturgis,K,9,PHI,DEN,0.0,0.0,0.0,0.0,0.0,0.0,0.00
30,Dustin Hopkins,K,9,WAS,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.00
31,Dan Bailey,K,9,DAL,KC,0.0,0.0,0.0,0.0,0.0,0.0,0.00
32,Sebastian Janikowski,K,9,OAK,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.00
