Rk,Player,Pos,Week,Team,Opp,Att,Yds,Yds/Att,TD,Targets,Rec,Yds,TD,Fum,Lost,Fantasy Points
1,Kareem Hunt,RB,11,KC,NYG,18.4,81.2,4.5,0.7,4.4,3.1,26.2,0.2,0.1,0.1,15.94
2,Le'Veon Bell,RB,11,PIT,TEN,20.7,84.7,4.0,0.5,6.5,4.4,31.7,0.2,0.1,0.1,15.64
3,Mark Ingram,RB,11,NO,WAS,16.2,77.1,4.8,0.7,4.8,3.5,25.3,0.1,0.1,0.1,14.84
4,LeSean McCoy,RB,11,BUF,LAC,18.9,84.2,4.4,0.4,6.1,4.5,30.3,0.1,0.1,0.1,14.25
5,Todd Gurley,RB,11,LAR,MIN,18.0,71.4,3.9,0.5,4.4,3.2,28.0,0.1,0.1,0.1,13.34
6,Melvin Gordon,RB,11,LAC,BUF,17.6,72.9,4.1,0.5,5.0,3.4,26.3,0.1,0.1,0.1,13.32
7,Leonard Fournette,RB,11,JAX,CLE,18.8,72.0,3.8,0.6,2.8,1.9,14.6,0.1,0.1,0.1,12.66
8,Alvin Kamara,RB,11,NO,WAS,8.6,44.8,5.0,0.4,5.8,4.4,42.2,0.2,0.1,0.1,12.10
9,Jordan Howard,RB,11,CHI,DET,20.5,83.2,4.2,0.4,1.6,1.2,9.5,0.1,0.1,0.1,12.07
10,Tevin Coleman,RB,11,ATL,SEA,14.0,63.3,4.5,0.4,4.2,3.1,25.0,0.1,0.1,0.1,11.63
11,Lamar Miller,RB,11,HOU,ARI,17.5,61.9,3.4,0.4,3.8,2.7,19.1,0.1,0.1,0.1,10.90
12,Adrian Peterson,RB,11,ARI,HOU,17.5,70.1,3.9,0.4,1.6,1.2,8.4,0.0,0.1,0.1,10.05
13,Jerick McKinnon,RB,11,MIN,LAR,12.1,52.9,4.4,0.3,4.9,3.3,23.8,0.1,0.1,0.1,9.87
14,Jay Ajayi,RB,11,PHI,DAL,14.0,55.4,3.9,0.4,2.6,1.9,14.1,0.1,0.1,0.1,9.75
15,Marshawn Lynch,RB,11,OAK,NE,11.1,49.9,4.5,0.5,1.7,1.2,9.1,0.1,0.1,0.1,9.30
16,Doug Martin,RB,11,TB,MIA,14.8,62.6,4.2,0.4,1.6,1.1,8.3,0.0,0.1,0.1,9.29
17,Orleans Darkwa,RB,11,NYG,KC,13.3,60.9,4.7,0.2,2.9,2.0,15.1,0.1,0.1,0.1,9.20
18,Joe Mixon,RB,11,CIN,DEN,14.7,48.6,3.3,0.3,3.8,2.7,19.6,0.1,0.1,0.1,9.02
19,Jamaal Williams,RB,11,GB,BAL,14.1,52.5,3.7,0.4,2.5,1.9,13.6,0.0,0.1,0.1,8.81
20,DeMarco Murray,RB,11,TEN,PIT,11.0,46.8,4.3,0.3,3.6,2.8,18.6,0.1,0.1,0.1,8.74
21,Latavius Murray,RB,11,MIN,LAR,12.9,56.7,4.4,0.4,1.3,1.0,7.6,0.0,0.1,0.1,8.63
22,Kenyan Drake,RB,11,MIA,TB,13.5,55.7,4.0,0.2,2.8,1.9,14.0,0.1,0.1,0.1,8.57
23,Dion Lewis,RB,11,NE,OAK,12.8,55.9,4.3,0.4,1.3,0.9,7.7,0.0,0.1,0.1,8.56
24,Chris Thompson,RB,11,WAS,NO,7.9,34.9,4.4,0.2,5.6,4.1,33.6,0.1,0.1,0.1,8.45
25,Isaiah Crowell,RB,11,CLE,JAX,12.9,58.8,4.5,0.2,2.9,2.0,14.2,0.0,0.1,0.1,8.30
26,Ameer Abdullah,RB,11,DET,CHI,16.1,57.2,3.6,0.2,1.8,1.3,9.4,0.1,0.1,0.1,8.26
27,Alfred Morris,RB,11,DAL,PHI,14.8,54.2,3.6,0.4,0.3,0.2,1.6,0.0,0.1,0.1,7.78
28,Alex Collins,RB,11,BAL,GB,14.9,59.9,4.0,0.2,1.0,0.7,5.3,0.0,0.1,0.1,7.52
29,CJ Anderson,RB,11,DEN,CIN,12.8,50.0,3.8,0.3,1.3,0.9,6.6,0.0,0.1,0.1,7.26
30,Danny Woodhead,RB,11,BAL,GB,7.4,23.2,3.3,0.2,4.6,3.3,25.3,0.2,0.0,0.0,7.25
31,Damien Williams,RB,11,MIA,TB,10.5,35.5,3.6,0.2,3.6,2.5,20.0,0.1,0.1,0.1,7.15
32,Rex Burkhead,RB,11,NE,OAK,5.2,25.7,5.2,0.2,4.2,2.9,23.3,0.2,0.1,0.1,7.10
33,Samaje Perine,RB,11,WAS,NO,11.4,46.7,4.3,0.3,1.5,1.1,8.1,0.0,0.1,0.1,7.08
34,James White,RB,11,NE,OAK,3.7,11.1,2.8,0.1,6.4,4.4,38.6,0.2,0.0,0.0,6.77
35,Duke Johnson,RB,11,CLE,JAX,5.8,24.2,4.0,0.1,5.6,4.1,30.7,0.1,0.1,0.1,6.49
36,Rod Smith,RB,11,DAL,PHI,6.0,20.7,3.5,0.2,3.4,2.6,20.1,0.1,0.0,0.0,5.88
37,Theo Riddick,RB,11,DET,CHI,4.0,14.2,3.5,0.1,4.7,3.2,24.9,0.2,0.1,0.1,5.51
38,Derrick Henry,RB,11,TEN,PIT,9.6,38.4,3.8,0.2,1.2,0.8,6.3,0.0,0.1,0.1,5.47
39,D'Onta Foreman,RB,11,HOU,ARI,9.7,34.0,3.4,0.3,0.4,0.3,2.4,0.0,0.1,0.1,5.24
40,Austin Ekeler,RB,11,LAC,BUF,5.4,23.1,4.6,0.1,3.0,2.2,19.2,0.1,0.1,0.1,5.23
41,Devontae Booker,RB,11,DEN,CIN,7.1,26.5,3.7,0.1,3.2,2.2,15.7,0.1,0.1,0.1,5.22
42,Giovani Bernard,RB,11,CIN,DEN,6.5,20.0,3.3,0.1,3.5,2.6,19.7,0.1,0.1,0.1,4.97
43,Terron Ward,RB,11,ATL,SEA,7.1,29.0,4.1,0.2,1.5,1.1,7.6,0.0,0.0,0.0,4.86
44,Jamaal Charles,RB,11,DEN,CIN,5.8,28.0,4.7,0.1,1.9,1.3,9.9,0.1,0.1,0.1,4.79
45,Eddie Lacy,RB,11,SEA,ATL,9.9,34.1,3.4,0.2,0.4,0.3,2.6,0.0,0.1,0.1,4.67
46,TJ Yeldon,RB,11,JAX,CLE,5.6,16.3,2.7,0.1,4.0,2.7,18.9,0.1,0.1,0.1,4.52
47,Tarik Cohen,RB,11,CHI,DET,4.9,14.9,3.0,0.1,2.7,2.0,17.4,0.1,0.1,0.1,4.23
48,LeGarrette Blount,RB,11,PHI,DAL,5.5,26.9,4.5,0.2,0.4,0.3,2.5,0.0,0.0,0.0,4.14
49,Deandre Washington,RB,11,OAK,NE,3.2,12.7,4.3,0.1,2.8,2.1,17.6,0.1,0.1,0.1,4.03
50,Jalen Richard,RB,11,OAK,NE,4.0,15.5,4.0,0.1,2.1,1.4,12.2,0.1,0.0,0.0,3.97
