PLAYER,OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
Antonio Brown*,Bal,W 39-38,0/0,0,0,0,0.1,0.8,0,7.6,105,0.5,21.3
DeAndre Hopkins*,SF,L 16-26,0/0,0,0,0,0,0,0,6.2,79.4,0.6,17.8
Julio Jones,NO,W 20-17,0/0,0,0,0,0,0,0,5.6,87.2,0.4,16.7
Michael Thomas,@Atl,L 17-20,0/0,0,0,0,0,0,0,6.5,77,0.4,16.6
A.J. Green,Chi,L 7-33,0/0,0,0,0,0,0,0,5.3,78.4,0.5,16.1
Keenan Allen,Wsh,W 30-13,0/0,0,0,0,0,0,0,5.8,71.8,0.5,16
Jarvis Landry,NE,W 27-20,0/0,0,0,0,0.2,1.2,0,6.9,68.4,0.3,15.5
Adam Thielen,@Car,L 24-31,0/0,0,0,0,0,0,0,5.9,74.1,0.3,15.2
Larry Fitzgerald,Ten,W 12-7,0/0,0,0,0,0,0,0,6.2,63.7,0.4,15.1
Golden Tate,@TB,W 24-21,0/0,0,0,0,0.5,2.7,0,5.9,66.1,0.3,14.7
Mike Evans,Det,L 21-24,0/0,0,0,0,0,0,0,4.9,67.8,0.5,14.7
Marvin Jones Jr.,@TB,W 24-21,0/0,0,0,0,0,0,0,4.4,68.1,0.5,14.3
Brandin Cooks,@Mia,L 20-27,0/0,0,0,0,0.3,1.9,0,4.5,70.5,0.4,14.2
Alshon Jeffery,@LAR,W 43-35,0/0,0,0,0,0,0,0,4.6,64.8,0.5,14.1
Tyreek Hill*,Oak,W 26-15,0/0,0,0,0,1.8,11.4,0.1,4.5,56.5,0.3,13.9
Doug Baldwin,@Jax,L 24-30,0/0,0,0,0,0.2,1.4,0,5.5,63.2,0.3,13.8
Chris Hogan*,@Mia,L 20-27,0/0,0,0,0,0,0,0,4.1,62.7,0.5,13.4
Dez Bryant,@NYG,W 30-10,0/0,0,0,0,0,0,0,4.7,61.3,0.4,13.3
Michael Crabtree,@KC,L 15-26,0/0,0,0,0,0,0,0,5.1,58.5,0.4,13.2
Demaryius Thomas,NYJ,W 23-0,0/0,0,0,0,0,0,0,4.9,60.9,0.3,12.9
Davante Adams*,@Cle,W 27-21,0/0,0,0,0,0,0,0,4.7,53,0.5,12.9
Sterling Shepard*,Dal,L 10-30,0/0,0,0,0,0.2,1.5,0,4.7,60.6,0.3,12.7
Josh Gordon,GB,L 21-27,0/0,0,0,0,0,0,0,4.3,66.7,0.3,12.6
Jamison Crowder,@LAC,L 13-30,0/0,0,0,0,0.5,3.2,0,5,54.5,0.2,12.2
T.Y. Hilton,@Buf,L 7-13,0/0,0,0,0,0,0,0,4.2,65.1,0.2,12
Cooper Kupp,Phi,L 35-43,0/0,0,0,0,0,0,0,4.4,53.6,0.4,12
Mohamed Sanu,NO,W 20-17,0/0,0,0,0,0.2,1.5,0,4.5,51.1,0.3,11.9
Devin Funchess,Min,W 31-24,0/0,0,0,0,0,0,0,4.1,56.9,0.3,11.7
Kenny Stills,NE,W 27-20,0/0,0,0,0,0,0,0,4,60.1,0.3,11.7
Stefon Diggs,@Car,L 24-31,0/0,0,0,0,0.3,1.7,0,4.6,51.2,0.3,11.5
Marqise Lee*,Sea,W 30-24,0/0,0,0,0,0.3,1.8,0,4.2,53.5,0.3,11.4
Sammy Watkins,Phi,L 35-43,0/0,0,0,0,0,0,0,3.7,57.8,0.3,11.4
DeSean Jackson*,Det,L 21-24,0/0,0,0,0,0,0,0,3.7,58.8,0.3,11.4
Emmanuel Sanders*,NYJ,W 23-0,0/0,0,0,0,0,0,0,4.1,55.9,0.3,11.4
Robby Anderson,@Den,L 0-23,0/0,0,0,0,0.3,1.6,0,3.7,53,0.3,11.1
Nelson Agholor,@LAR,W 43-35,0/0,0,0,0,0,0,0,3.9,47.2,0.4,10.8
Rishard Matthews,@Ari,L 7-12,0/0,0,0,0,0,0,0,4,54.2,0.2,10.6
Marquise Goodwin,@Hou,W 26-16,0/0,0,0,0,0.1,0.8,0,3.4,56.3,0.2,10.5
Jermaine Kearse,@Den,L 0-23,0/0,0,0,0,0,0,0,3.6,47.1,0.3,10.4
Kelvin Benjamin,Ind,W 13-7,0/0,0,0,0,0,0,0,3.5,49.4,0.3,10.4
J.J. Nelson,Ten,W 12-7,0/0,0,0,0,0.5,2.7,0,2.8,43.3,0.3,9.2
DeVante Parker,NE,W 27-20,0/0,0,0,0,0,0,0,3.3,43.7,0.2,9.1
Brandon LaFell,Chi,L 7-33,0/0,0,0,0,0,0,0,3.3,42.3,0.3,9
Randall Cobb,@Cle,W 27-21,0/0,0,0,0,0.7,4.5,0,3.3,34.4,0.2,8.7
Josh Doctson,@LAC,L 13-30,0/0,0,0,0,0,0,0,3,39.4,0.3,8.7
Paul Richardson,@Jax,L 24-30,0/0,0,0,0,0,0,0,3.4,41.8,0.2,8.7
Zay Jones,Ind,W 13-7,0/0,0,0,0,0,0,0,3,39.8,0.3,8.6
Terrance Williams,@NYG,W 30-10,0/0,0,0,0,0,0,0,3.1,42,0.2,8.4
Danny Amendola,@Mia,L 20-27,0/0,0,0,0,0,0,0,3.4,35.2,0.2,8.4
Ryan Grant,@LAC,L 13-30,0/0,0,0,0,0,0,0,3.5,37.1,0.2,8.4
Corey Davis,@Ari,L 7-12,0/0,0,0,0,0,0,0,3.4,39.6,0.2,8.3
Torrey Smith,@LAR,W 43-35,0/0,0,0,0,0,0,0,2.5,38.4,0.3,8.2
Josh Reynolds,Phi,L 35-43,0/0,0,0,0,0,0,0,2.9,37.6,0.2,8.1
Chester Rogers,@Buf,L 7-13,0/0,0,0,0,0,0,0,3.3,39.1,0.1,8
Dontrelle Inman,@Cin,W 33-7,0/0,0,0,0,0,0,0,3.1,39.5,0.2,8
Albert Wilson,Oak,W 26-15,0/0,0,0,0,0.5,2.8,0,2.8,33.9,0.2,7.9
Tyler Lockett,@Jax,L 24-30,0/0,0,0,0,0.9,5.4,0,2.8,34,0.1,7.8
Roger Lewis,Dal,L 10-30,0/0,0,0,0,0,0,0,2.8,38.9,0.2,7.8
Travis Benjamin,Wsh,W 30-13,0/0,0,0,0,0.5,3.9,0,2.1,32.6,0.2,7.3
Louis Murphy,@Hou,W 26-16,0/0,0,0,0,0,0,0,2.4,37.1,0.2,7.2
Eli Rogers,Bal,W 39-38,0/0,0,0,0,0,0,0,2.9,34,0.2,7.2
Kenny Golladay,@TB,W 24-21,0/0,0,0,0,0,0,0,2.2,35.6,0.2,7.1
Taylor Gabriel,NO,W 20-17,0/0,0,0,0,0.5,3.1,0,2.3,32,0.2,6.8
Cole Beasley*,@NYG,W 30-10,0/0,0,0,0,0,0,0,2.9,29.6,0.1,6.7
Keelan Cole,Sea,W 30-24,0/0,0,0,0,0,0,0,2.4,32.9,0.2,6.7
Eric Decker,@Ari,L 7-12,0/0,0,0,0,0,0,0,2.4,30.4,0.2,6.5
Tyrell Williams,Wsh,W 30-13,0/0,0,0,0,0,0,0,2.1,31,0.2,6.5
Jaron Brown,Ten,W 12-7,0/0,0,0,0,0,0,0,2.2,29.2,0.2,6.4
Cody Latimer*,NYJ,W 23-0,0/0,0,0,0,0,0,0,2.3,28.9,0.1,6.1
Adam Humphries,Det,L 21-24,0/0,0,0,0,0,0,0,2.5,26.5,0.1,6
Kamar Aiken,@Buf,L 7-13,0/0,0,0,0,0,0,0,2.5,27.1,0.1,5.9
Kendall Wright,@Cin,W 33-7,0/0,0,0,0,0,0,0,2.5,28.1,0.1,5.8
Seth Roberts,@KC,L 15-26,0/0,0,0,0,0,0,0,2.1,25.2,0.2,5.6
Chad Williams,Ten,W 12-7,0/0,0,0,0,0.2,1.3,0,1.8,21.5,0.2,5
Demarcus Robinson,Oak,W 26-15,0/0,0,0,0,0,0,0,1.7,21.3,0.2,4.8
Darius Powe*,Dal,L 10-30,0/0,0,0,0,0,0,0,1.7,23.4,0.1,4.7
Brandon Coleman,@Atl,L 17-20,0/0,0,0,0,0,0,0,1.6,21,0.1,4.5
Chad Hansen,@Den,L 0-23,0/0,0,0,0,0,0,0,1.6,20.3,0.1,4.5
Kalif Raymond,Dal,L 10-30,0/0,0,0,0,0.2,1.5,0,1.5,20.5,0.1,4.4
Tavon Austin,Phi,L 35-43,0/0,0,0,0,3,18,0.1,0.8,9,0.1,4.3
Rashard Higgins,GB,L 21-27,0/0,0,0,0,0,0,0,1.3,15.8,0.1,3.3
Bennie Fowler III,NYJ,W 23-0,0/0,0,0,0,0,0,0,1.2,15.7,0.1,3.3
Jarius Wright,@Car,L 24-31,0/0,0,0,0,0,0,0,1.3,15.6,0.1,3.3
Josh Malone,Chi,L 7-33,0/0,0,0,0,0.3,1.6,0,1,13.6,0.1,3.1
TJ Jones*,@TB,W 24-21,0/0,0,0,0,0,0,0,1,13.9,0.1,3.1
Willie Snead,@Atl,L 17-20,0/0,0,0,0,0,0,0,1.2,14.5,0.1,3
Chris Godwin,Det,L 21-24,0/0,0,0,0,0,0,0,1,12.9,0.1,2.9
Tyler Boyd,Chi,L 7-33,0/0,0,0,0,0,0,0,1.1,13.2,0.1,2.8
Breshad Perriman,@Pit,L 38-39,0/0,0,0,0,0,0,0,0.9,11.5,0,2.4
Alex Erickson,Chi,L 7-33,0/0,0,0,0,0.3,1.6,0,0.7,10.2,0.1,2.4
Pharoh Cooper,Phi,L 35-43,0/0,0,0,0,0,0,0,0.9,9,0.1,2.4
Mack Hollins,@LAR,W 43-35,0/0,0,0,0,0,0,0,0.8,10.3,0.1,2.3
Brian Quick,@LAC,L 13-30,0/0,0,0,0,0,0,0,0.9,10.6,0.1,2.3
Taywan Taylor,@Ari,L 7-12,0/0,0,0,0,0.3,1.7,0,0.7,9.8,0,2.2
Kaelin Clay,Min,W 31-24,0/0,0,0,0,0,0,0,0.7,9.4,0,2.1
Ryan Switzer,@NYG,W 30-10,0/0,0,0,0,0.3,2,0,0.6,6.6,0,2
Laquon Treadwell,@Car,L 24-31,0/0,0,0,0,0,0,0,0.8,8.9,0,1.9
