PLAYER,OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
Julio Jones,@NE,L 7-23,0/0,0,0,0,0,0,0,6.4,95.4,0.4,18.3
Antonio Brown*,Cin,W 29-14,0/0,0,0,0,0.1,0.8,0,6.8,87.5,0.4,18.2
A.J. Green,@Pit,L 14-29,0/0,0,0,0,0,0,0,6.1,79.1,0.4,16.3
Michael Thomas,@GB,W 26-17,0/0,0,0,0,0,0,0,6,69.4,0.4,15.2
Mike Evans,@Buf,L 27-30,0/0,0,0,0,0,0,0,5.4,68.1,0.5,15.2
Jordy Nelson*,NO,L 17-26,0/0,0,0,0,0,0,0,5,67.8,0.5,14.7
Dez Bryant,@SF,W 40-10,0/0,0,0,0,0,0,0,4.6,65.6,0.6,14.7
Doug Baldwin,@NYG,W 24-7,0/0,0,0,0,0.3,1.6,0,5.5,67,0.3,14.3
Larry Fitzgerald,@LAR,L 0-33,0/0,0,0,0,0,0,0,5.7,62.9,0.4,14.2
Adam Thielen,Bal,W 24-16,0/0,0,0,0,0.3,1.8,0,5.2,69,0.3,14.1
Jarvis Landry,NYJ,W 31-28,0/0,0,0,0,0.3,1.6,0,5.9,60.9,0.3,13.8
Chris Hogan*,Atl,W 23-7,0/0,0,0,0,0.5,3.2,0,4.4,60.9,0.5,13.8
Tyreek Hill*,@Oak,L 30-31,0/0,0,0,0,1.2,7.5,0.1,4.9,56.2,0.3,13.7
Demaryius Thomas,@LAC,L 0-21,0/0,0,0,0,0,0,0,5.2,63.6,0.4,13.6
Alshon Jeffery,Wsh,W 34-24,0/0,0,0,0,0,0,0,4.4,67,0.4,13.5
Pierre Garcon*,Dal,L 10-40,0/0,0,0,0,0,0,0,5.3,62.6,0.3,13
Michael Crabtree,KC,W 31-30,0/0,0,0,0,0,0,0,4.7,58.2,0.4,13
Brandin Cooks,Atl,W 23-7,0/0,0,0,0,0.5,3.1,0,4.6,63.4,0.3,13
Keenan Allen,Den,W 21-0,0/0,0,0,0,0,0,0,5.1,59.4,0.3,12.8
Rishard Matthews,@Cle,W 12-9,0/0,0,0,0,0,0,0,4.5,63.9,0.3,12.7
T.Y. Hilton,Jax,L 0-27,0/0,0,0,0,0,0,0,4.3,63.8,0.2,11.9
Amari Cooper,KC,W 31-30,0/0,0,0,0,0,0,0,4.2,57.2,0.3,11.7
Mohamed Sanu,@NE,L 7-23,0/0,0,0,0,0.2,1.4,0,4.4,50.8,0.3,11.7
DeSean Jackson*,@Buf,L 27-30,0/0,0,0,0,0,0,0,3.8,60.8,0.3,11.5
Davante Adams*,NO,L 17-26,0/0,0,0,0,0,0,0,4.1,50.5,0.4,11.2
Marqise Lee*,@Ind,W 27-0,0/0,0,0,0,0.6,3.7,0,3.6,50.8,0.3,11.1
Terrelle Pryor Sr.*,@Phi,L 24-34,0/0,0,0,0,0.1,0.7,0,3.8,53.9,0.3,10.9
John Brown,@LAR,L 0-33,0/0,0,0,0,0.4,2.9,0,3.6,53.2,0.3,10.9
Danny Amendola,Atl,W 23-7,0/0,0,0,0,0.1,0.8,0,4.6,43.3,0.3,10.8
Kelvin Benjamin,TB,W 30-27,0/0,0,0,0,0,0,0,3.8,51.2,0.3,10.8
Martavis Bryant,Cin,W 29-14,0/0,0,0,0,0.5,3.3,0,3.4,47.7,0.3,10.6
Devin Funchess,@Chi,L 3-17,0/0,0,0,0,0,0,0,3.7,49.1,0.3,10.5
Randall Cobb,NO,L 17-26,0/0,0,0,0,0.5,3.2,0,4,45.1,0.3,10.4
Cooper Kupp,Ari,W 33-0,0/0,0,0,0,0,0,0,3.7,49,0.3,10.4
Allen Hurns,@Ind,W 27-0,0/0,0,0,0,0,0,0,3.4,48.1,0.3,10.2
Taylor Gabriel,@NE,L 7-23,0/0,0,0,0,0.2,1.4,0,3.4,48.6,0.2,9.8
Jordan Matthews*,TB,W 30-27,0/0,0,0,0,0,0,0,3.4,47.1,0.3,9.7
Jermaine Kearse,@Mia,L 28-31,0/0,0,0,0,0,0,0,3.5,47.3,0.2,9.7
Roger Lewis,Sea,L 7-24,0/0,0,0,0,0,0,0,3.4,45.9,0.3,9.5
Jamison Crowder,@Phi,L 24-34,0/0,0,0,0,0.1,0.7,0,3.8,45.2,0.2,9.5
Ricardo Louis,Ten,L 9-12,0/0,0,0,0,0,0,0,3.7,44,0.2,9.5
Robert Woods,Ari,W 33-0,0/0,0,0,0,0,0,0,3.7,46.2,0.2,9.5
Bennie Fowler III,@LAC,L 0-21,0/0,0,0,0,0,0,0,3.6,43.1,0.2,9.4
Eric Decker,@Cle,W 12-9,0/0,0,0,0,0,0,0,3.2,43.5,0.3,9.4
Sammy Watkins,Ari,W 33-0,0/0,0,0,0,0,0,0,3.1,49.8,0.2,9.3
Robby Anderson,@Mia,L 28-31,0/0,0,0,0,0.2,1.4,0,3.3,47.1,0.2,9.3
Michael Campanaro,@Min,L 16-24,0/0,0,0,0,0.5,3,0,3.7,38.9,0.2,9.1
Tyrell Williams,Den,W 21-0,0/0,0,0,0,0,0,0,3.1,45.7,0.2,9.1
Mike Wallace,@Min,L 16-24,0/0,0,0,0,0.3,1.6,0,3.4,44.1,0.2,9
Jaron Brown,@LAR,L 0-33,0/0,0,0,0,0.2,1.4,0,3.1,42.1,0.2,9
Nelson Agholor,Wsh,W 34-24,0/0,0,0,0,0.3,1.7,0,3.2,41,0.2,8.9
Kenny Stills,NYJ,W 31-28,0/0,0,0,0,0,0,0,2.9,44.9,0.2,8.9
Marquise Goodwin,Dal,L 10-40,0/0,0,0,0,0.1,0.7,0,3.1,43.8,0.2,8.8
Cole Beasley*,@SF,W 40-10,0/0,0,0,0,0,0,0,3.7,38.8,0.2,8.8
Tyler Lockett,@NYG,W 24-7,0/0,0,0,0,0.3,1.6,0,3.1,41,0.2,8.6
Ted Ginn Jr.,@GB,W 26-17,0/0,0,0,0,0.8,5.6,0,2.7,36.6,0.2,8.5
Paul Richardson,@NYG,W 24-7,0/0,0,0,0,0,0,0,3.1,40.9,0.2,8.5
Kendall Wright,Car,W 17-3,0/0,0,0,0,0,0,0,3.5,40.6,0.1,8.3
Chris Moore,@Min,L 16-24,0/0,0,0,0,0,0,0,3.4,40.5,0.2,8.3
Donte Moncrief*,Jax,L 0-27,0/0,0,0,0,0.3,1.7,0,3.3,35.6,0.2,8.3
Brandon LaFell,@Pit,L 14-29,0/0,0,0,0,0,0,0,3.3,35.9,0.2,8
Torrey Smith,Wsh,W 34-24,0/0,0,0,0,0,0,0,2.4,40.9,0.3,8
Terrance Williams,@SF,W 40-10,0/0,0,0,0,0,0,0,2.7,39.4,0.2,8
Albert Wilson,@Oak,L 30-31,0/0,0,0,0,0.7,4.5,0,2.8,32.5,0.2,7.8
Brandon Coleman,@GB,W 26-17,0/0,0,0,0,0,0,0,2.6,33.4,0.3,7.6
Adam Humphries,@Buf,L 27-30,0/0,0,0,0,0,0,0,3.3,33.6,0.2,7.5
Laquon Treadwell,Bal,W 24-16,0/0,0,0,0,0,0,0,2.9,34,0.2,7.5
JuJu Smith-Schuster,Cin,W 29-14,0/0,0,0,0,0,0,0,2.8,32.5,0.2,7.4
Jordan Taylor,@LAC,L 0-21,0/0,0,0,0,0,0,0,2.7,33.2,0.2,7.3
Ryan Grant,@Phi,L 24-34,0/0,0,0,0,0,0,0,2.7,34,0.2,7
Tavarres King*,Sea,L 7-24,0/0,0,0,0,0,0,0,2.6,31.8,0.2,6.7
Trent Taylor,Dal,L 10-40,0/0,0,0,0,0.1,0.7,0,2.8,28.9,0.1,6.7
Kenny Britt,Atl,W 23-7,0/0,0,0,0,0,0,0,2.2,31.3,0.2,6.6
Jeremy Kerley,@Mia,L 28-31,0/0,0,0,0,0,0,0,2.7,31.2,0.1,6.6
J.J. Nelson,@LAR,L 0-33,0/0,0,0,0,0,0,0,2,33.9,0.2,6.6
Zay Jones,TB,W 30-27,0/0,0,0,0,0,0,0,2.1,33,0.2,6.5
Travis Benjamin,Den,W 21-0,0/0,0,0,0,0.1,0.7,0,2.2,31.7,0.2,6.4
Taywan Taylor,@Cle,W 12-9,0/0,0,0,0,0.6,3.4,0,2.1,27.6,0.2,6.3
Keelan Cole,@Ind,W 27-0,0/0,0,0,0,0,0,0,2.2,29,0.2,6.2
Seth Roberts,KC,W 31-30,0/0,0,0,0,0,0,0,2.1,27.6,0.2,6.1
Tre McBride III,@Mia,L 28-31,0/0,0,0,0,0,0,0,2.3,28.7,0.1,6.1
Alex Erickson,@Pit,L 14-29,0/0,0,0,0,0.5,3.1,0,2.3,25.3,0.1,6.1
Tanner Gentry,Car,W 17-3,0/0,0,0,0,0,0,0,2.2,26.5,0.1,5.6
Rashard Higgins,Ten,L 9-12,0/0,0,0,0,0.2,1.3,0,2.1,24,0.1,5.5
Jarius Wright,Bal,W 24-16,0/0,0,0,0,0,0,0,2,25.9,0.1,5.5
Leonte Carroo*,NYJ,W 31-28,0/0,0,0,0,0,0,0,2,24.4,0.2,5.3
Tommylee Lewis,@GB,W 26-17,0/0,0,0,0,0,0,0,1.9,22.5,0.2,5.1
Tavon Austin,Ari,W 33-0,0/0,0,0,0,2.7,17.3,0.1,1.1,13.2,0.1,5
Aldrick Robinson,Dal,L 10-40,0/0,0,0,0,0.2,1.5,0,1.7,25.3,0.1,5
Mike Williams,Den,W 21-0,0/0,0,0,0,0,0,0,1.7,22.3,0.1,4.8
Demarcus Robinson,@Oak,L 30-31,0/0,0,0,0,0,0,0,1.7,21.8,0.1,4.8
Kasen Williams,Ten,L 9-12,0/0,0,0,0,0,0,0,1.8,21.7,0.1,4.8
Andre Holmes*,TB,W 30-27,0/0,0,0,0,0,0,0,1.3,19.9,0.2,4.4
Josh Doctson,@Phi,L 24-34,0/0,0,0,0,0,0,0,1.5,21.1,0.1,4.3
Cordarrelle Patterson,KC,W 31-30,0/0,0,0,0,2,16.8,0,0.9,9,0.1,4.3
Kamar Aiken,Jax,L 0-27,0/0,0,0,0,0,0,0,1.7,18.2,0.1,3.9
Travis Rudolph,Sea,L 7-24,0/0,0,0,0,0,0,0,1.4,17.3,0.1,3.8
Russell Shepard,@Chi,L 3-17,0/0,0,0,0,0,0,0,1.4,18.2,0.1,3.8
Brice Butler,@SF,W 40-10,0/0,0,0,0,0,0,0,1,15.3,0.1,3.4
