PLAYER,OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
Le'Veon Bell*,Jax,L 9-30,0/0,0,0,0,21,96.2,0.6,4.4,34.3,0.2,22.1
Ezekiel Elliott,GB,L 31-35,0/0,0,0,0,20.5,93.1,0.9,3.1,28.1,0.2,21.5
LeSean McCoy,@Cin,L 16-20,0/0,0,0,0,17.6,82.5,0.4,4.6,35.9,0.1,19.2
Todd Gurley II,Sea,L 10-16,0/0,0,0,0,18.7,67.3,0.6,3.9,31.4,0.1,17.8
Kareem Hunt,@Hou,W 42-34,0/0,0,0,0,16.6,74.5,0.6,3,25.5,0.1,17.3
Carlos Hyde,@Ind,L 23-26,0/0,0,0,0,13.9,65.3,0.5,3.6,29.3,0.1,16.4
Leonard Fournette,@Pit,W 30-9,0/0,0,0,0,16.3,69.9,0.5,3,24.1,0.1,15.7
Bilal Powell,@Cle,W 17-14,0/0,0,0,0,14.3,64.7,0.4,3.1,23.7,0.1,15
Christian McCaffrey,@Det,W 27-24,0/0,0,0,0,6.3,26.1,0.2,5.1,48.4,0.2,14.7
Melvin Gordon,@NYG,W 27-22,0/0,0,0,0,17.1,64.5,0.3,3.4,25.7,0.1,14.6
Jay Ajayi,Ari,W 34-7,0/0,0,0,0,18.9,78,0.5,1.4,11.1,0.1,13.7
Joe Mixon,Buf,W 20-16,0/0,0,0,0,14.2,60.3,0.4,2.5,21,0.1,13.3
Jordan Howard,Min,L 17-20,0/0,0,0,0,15.5,68.1,0.4,2,16.3,0.1,13.3
Lamar Miller,KC,L 34-42,0/0,0,0,0,14.2,58.7,0.4,2.5,20.2,0.1,13.2
Frank Gore,SF,W 26-23,0/0,0,0,0,15.9,65.1,0.5,1.7,15.1,0.1,13.1
DeMarco Murray*,@Mia,L 10-16,0/0,0,0,0,14.5,66,0.4,1.9,12.4,0.1,12.6
Duke Johnson Jr.,NYJ,L 14-17,0/0,0,0,0,6.3,26.5,0.2,4.2,37.3,0.1,12.4
Latavius Murray,@Chi,W 20-17,0/0,0,0,0,13,53.9,0.5,2.2,16.1,0.1,12.3
James White*,@TB,W 19-14,0/0,0,0,0,3.6,13.4,0.1,4.6,42.3,0.2,12.3
Tarik Cohen,Min,L 17-20,0/0,0,0,0,6.7,27.9,0.1,4.1,30.7,0.1,11.6
Jonathan Stewart,@Det,W 27-24,0/0,0,0,0,15.6,67.6,0.4,1.2,10.1,0,11.5
Isaiah Crowell,NYJ,L 14-17,0/0,0,0,0,14.4,59.6,0.5,1.4,11.6,0.1,11.5
