PLAYER,OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
Antonio Brown*,Min,W 26-9,0/0,0,0,0,0.2,1.2,0,7.5,99.8,0.5,20.8
Julio Jones,GB,W 34-23,0/0,0,0,0,0,0,0,6.6,101.5,0.5,19.8
Jordy Nelson*,@Atl,L 23-34,0/0,0,0,0,0,0,0,6.4,87.2,0.7,19.3
A.J. Green,Hou,L 9-13,0/0,0,0,0,0,0,0,6.7,88.7,0.4,18
Larry Fitzgerald,@Ind,W 16-13,0/0,0,0,0,0,0,0,6.8,80.8,0.5,17.8
Mike Evans,Chi,W 29-7,0/0,0,0,0,0,0,0,6.5,82.5,0.5,17.8
Michael Thomas,NE,L 20-36,0/0,0,0,0,0,0,0,6.5,83.4,0.5,17.8
Doug Baldwin,SF,W 12-9,0/0,0,0,0,0.2,1.4,0,5.9,79.9,0.6,17.6
Brandin Cooks,@NO,W 36-20,0/0,0,0,0,0.1,0.7,0,5.8,83.9,0.5,17.2
DeAndre Hopkins*,@Cin,W 13-9,0/0,0,0,0,0,0,0,6.4,83.2,0.4,17
Demaryius Thomas,Dal,W 42-17,0/0,0,0,0,0,0,0,6,79.2,0.5,16.8
Michael Crabtree,NYJ,W 45-20,0/0,0,0,0,0,0,0,5.7,73.6,0.6,16.7
Emmanuel Sanders*,Dal,W 42-17,0/0,0,0,0,0,0,0,5.7,80.4,0.4,16.3
Amari Cooper,NYJ,W 45-20,0/0,0,0,0,0.2,1.4,0,5.4,77.9,0.5,16.3
Keenan Allen,Mia,L 17-19,0/0,0,0,0,0,0,0,6.2,70.9,0.4,15.8
Terrelle Pryor Sr.*,@LAR,W 27-20,0/0,0,0,0,0.2,1,0,5.3,75,0.4,15.3
Tyreek Hill*,Phi,W 27-20,0/0,0,0,0,1.4,8.7,0.1,5.5,65.8,0.3,15.2
Jeremy Maclin*,Cle,W 24-10,0/0,0,0,0,0.1,0.6,0,5.5,71.6,0.3,14.7
Jarvis Landry,@LAC,W 19-17,0/0,0,0,0,0.2,1.2,0,6.2,65.9,0.3,14.7
Davante Adams*,@Atl,L 23-34,0/0,0,0,0,0,0,0,5,63.2,0.5,14.5
Golden Tate,@NYG,W 24-10,0/0,0,0,0,0.5,2.5,0,6,66.4,0.3,14.5
Alshon Jeffery,@KC,L 20-27,0/0,0,0,0,0,0,0,5.3,71.1,0.3,14.4
Dez Bryant,@Den,L 17-42,0/0,0,0,0,0,0,0,5,64.7,0.5,14.4
Pierre Garcon*,@Sea,L 9-12,0/0,0,0,0,0,0,0,5.9,68.4,0.2,14
Kelvin Benjamin,@Car,L 3-9,0/0,0,0,0,0,0,0,4.4,67,0.5,14
Sterling Shepard*,Det,L 10-24,0/0,0,0,0,0.2,1.3,0,5.1,61.4,0.4,14
T.Y. Hilton,Ari,L 13-16,0/0,0,0,0,0,0,0,5,76.9,0.2,13.9
Stefon Diggs,@Pit,L 9-26,0/0,0,0,0,0.2,1.1,0,5.9,63.6,0.3,13.9
Jamison Crowder,@LAR,W 27-20,0/0,0,0,0,0.2,1.2,0,5.4,65.9,0.3,13.8
Randall Cobb,@Atl,L 23-34,0/0,0,0,0,0.4,2.4,0,5.1,58.7,0.4,13.7
Chris Hogan*,@NO,W 36-20,0/0,0,0,0,0.6,4,0,4.1,62.3,0.5,13.6
Tyrell Williams,Mia,L 17-19,0/0,0,0,0,0,0,0,4.3,62.2,0.4,13.1
DeVante Parker,@LAC,W 19-17,0/0,0,0,0,0,0,0,4.5,61.4,0.4,12.9
Mike Wallace,Cle,W 24-10,0/0,0,0,0,0.2,1.3,0,4.6,60.8,0.3,12.9
Ted Ginn Jr.,NE,L 20-36,0/0,0,0,0,0.2,1.5,0,4.1,62.6,0.4,12.9
Martavis Bryant,Min,W 26-9,0/0,0,0,0,0.3,2,0,4,58.8,0.4,12.6
DeSean Jackson*,Chi,W 29-7,0/0,0,0,0,0,0,0,3.9,67.5,0.3,12.5
Adam Thielen,@Pit,L 9-26,0/0,0,0,0,0.2,1.1,0,4.8,63.3,0.2,12.5
Brandon Marshall*,Det,L 10-24,0/0,0,0,0,0,0,0,4.1,57.4,0.4,12.5
Sammy Watkins,Wsh,L 20-27,0/0,0,0,0,0,0,0,4.2,64.9,0.3,12.3
Marqise Lee*,Ten,L 16-37,0/0,0,0,0,0.5,2.8,0,4.4,55.8,0.3,12.2
J.J. Nelson,@Ind,W 16-13,0/0,0,0,0,0.2,1.2,0,3.6,61.9,0.4,12.2
Eric Decker,@Jax,W 37-16,0/0,0,0,0,0,0,0,4.2,53.9,0.4,12.1
Jordan Matthews*,@Car,L 3-9,0/0,0,0,0,0,0,0,4.7,58.8,0.3,12.1
Corey Davis,@Jax,W 37-16,0/0,0,0,0,0,0,0,4.3,52,0.4,11.6
Rishard Matthews,@Jax,W 37-16,0/0,0,0,0,0,0,0,4.1,55.7,0.3,11.6
Tyler Lockett,SF,W 12-9,0/0,0,0,0,0.3,2.1,0,3.7,53.5,0.3,11.4
Jaron Brown,@Ind,W 16-13,0/0,0,0,0,0.4,2.4,0,3.8,53.4,0.3,11.4
Jermaine Kearse,@Oak,L 20-45,0/0,0,0,0,0,0,0,4.1,57.7,0.3,11.4
Mohamed Sanu,GB,W 34-23,0/0,0,0,0,0.2,1.3,0,4,46.8,0.4,11.4
Marvin Jones Jr.,@NYG,W 24-10,0/0,0,0,0,0,0,0,3.9,56.2,0.3,11.3
Robby Anderson,@Oak,L 20-45,0/0,0,0,0,0.2,1.1,0,4.1,59.1,0.2,11.3
Breshad Perriman,Cle,W 24-10,0/0,0,0,0,0,0,0,3.9,53.3,0.3,11
Donte Moncrief*,Ari,L 13-16,0/0,0,0,0,0.2,1.1,0,4.2,49.5,0.3,10.9
Corey Coleman,@Bal,L 10-24,0/0,0,0,0,0,0,0,4.3,52,0.2,10.8
Allen Hurns,Ten,L 16-37,0/0,0,0,0,0,0,0,3.9,51.8,0.3,10.6
Zay Jones,@Car,L 3-9,0/0,0,0,0,0,0,0,4.1,50.7,0.2,10.5
Kendall Wright,@TB,L 7-29,0/0,0,0,0,0.2,1.2,0,4.3,49.5,0.2,10.5
Kenny Britt,@NO,W 36-20,0/0,0,0,0,0.2,1.2,0,3.7,51.6,0.3,10.5
Paul Richardson,SF,W 12-9,0/0,0,0,0,0,0,0,3.4,48.2,0.3,10.3
Kenny Golladay,@NYG,W 24-10,0/0,0,0,0,0,0,0,3.9,45.8,0.3,10.3
Nelson Agholor,@KC,L 20-27,0/0,0,0,0,0.2,1.3,0,4.1,45.3,0.2,10.2
Cole Beasley*,@Den,L 17-42,0/0,0,0,0,0,0,0,4.7,44.4,0.2,10.1
Cooper Kupp,Wsh,L 20-27,0/0,0,0,0,0,0,0,3.9,46.4,0.2,10
Devin Funchess,Buf,W 9-3,0/0,0,0,0,0,0,0,3.1,46.9,0.4,9.9
Roger Lewis,Det,L 10-24,0/0,0,0,0,0,0,0,3.5,46.6,0.3,9.9
Taylor Gabriel,GB,W 34-23,0/0,0,0,0,0.2,1.3,0,3.2,45.6,0.3,9.8
Torrey Smith,@KC,L 20-27,0/0,0,0,0,0,0,0,3.2,49.3,0.2,9.6
Kenny Stills,@LAC,W 19-17,0/0,0,0,0,0,0,0,3,46.7,0.3,9.3
Brandon Coleman,NE,L 20-36,0/0,0,0,0,0,0,0,3,41.8,0.3,9.2
Braxton Miller,@Cin,W 13-9,0/0,0,0,0,0.4,2.8,0,3.5,37.8,0.2,9
Marquise Goodwin,@Sea,L 9-12,0/0,0,0,0,0.1,0.5,0,3.4,46.4,0.2,9
Bennie Fowler III,Dal,W 42-17,0/0,0,0,0,0,0,0,3.3,42.5,0.2,8.9
