PLAYER,OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
Rob Gronkowski,Car,L 30-33,0/0,0,0,0,0,0,0,4.7,69.1,0.6,15.2
Zach Ertz,@LAC,W 26-24,0/0,0,0,0,0,0,0,6.2,64.9,0.3,14.6
Travis Kelce,Wsh,W 29-20,0/0,0,0,0,0,0,0,5.1,66.5,0.3,13.8
Jordan Reed*,@KC,L 20-29,0/0,0,0,0,0,0,0,5.7,60.1,0.3,13.7
Charles Clay,@Atl,W 23-17,0/0,0,0,0,0,0,0,4.5,51.2,0.3,11.5
Jimmy Graham,Ind,W 46-18,0/0,0,0,0,0,0,0,3.7,47.7,0.5,11.4
Delanie Walker,@Hou,L 14-57,0/0,0,0,0,0,0,0,3.9,45.8,0.3,10.2
Kyle Rudolph,Det,L 7-14,0/0,0,0,0,0,0,0,3.8,38.7,0.4,10.1
Evan Engram*,@TB,L 23-25,0/0,0,0,0,0,0,0,3.8,42,0.3,9.6
Jared Cook,@Den,L 10-16,0/0,0,0,0,0,0,0,3.7,41.6,0.3,9.6
Jason Witten,LAR,L 30-35,0/0,0,0,0,0,0,0,3.9,38.6,0.3,9.5
Jack Doyle,@Sea,L 18-46,0/0,0,0,0,0,0,0,4.3,38.3,0.2,9.2
Zach Miller*,@GB,L 14-35,0/0,0,0,0,0,0,0,3.7,39,0.2,9.1
Jesse James,@Bal,W 26-9,0/0,0,0,0,0,0,0,3.8,35.9,0.3,9
Ed Dickson,@NE,W 33-30,0/0,0,0,0,0,0,0,3.5,40.7,0.2,8.9
Eric Ebron,@Min,W 14-7,0/0,0,0,0,0,0,0,3.7,39.7,0.2,8.8
Coby Fleener*,@Mia,W 20-0,0/0,0,0,0,0,0,0,3,35.3,0.4,8.7
Martellus Bennett*,Car,L 30-33,0/0,0,0,0,0,0,0,3.2,35,0.3,8.7
Austin Seferian-Jenkins*,Jax,W 23-20,0/0,0,0,0,0,0,0,3.2,36.8,0.2,8.1
Benjamin Watson,Pit,L 9-26,0/0,0,0,0,0,0,0,3.3,33.5,0.2,8
Hunter Henry*,Phi,L 24-26,0/0,0,0,0,0,0,0,2.6,32.1,0.3,7.6
Austin Hooper,Buf,L 17-23,0/0,0,0,0,0,0,0,2.4,31.9,0.3,7.6
Julius Thomas*,NO,L 0-20,0/0,0,0,0,0,0,0,2.7,27.9,0.4,7.5
Jermaine Gresham,SF,W 18-15,0/0,0,0,0,0,0,0,2.9,31.3,0.2,7.3
George Kittle,@Ari,L 15-18,0/0,0,0,0,0,0,0,3,31.9,0.2,7.3
Ryan Griffin*,Ten,W 57-14,0/0,0,0,0,0,0,0,2.8,30.9,0.2,7
Tyler Kroft,@Cle,W 31-7,0/0,0,0,0,0,0,0,2.8,29.4,0.2,6.7
Antonio Gates,Phi,L 24-26,0/0,0,0,0,0,0,0,2.3,27.2,0.3,6.6
Cameron Brate,NYG,W 25-23,0/0,0,0,0,0,0,0,2.5,26.7,0.2,6.5
Marcedes Lewis,@NYJ,L 20-23,0/0,0,0,0,0,0,0,2.1,24.4,0.2,5.8
Gerald Everett,@Dal,W 35-30,0/0,0,0,0,0,0,0,2.2,23.6,0.2,5.6
Stephen Anderson,Ten,W 57-14,0/0,0,0,0,0,0,0,2.2,23.1,0.2,5.6
Seth DeValve,Cin,L 7-31,0/0,0,0,0,0,0,0,2.2,25.6,0.1,5.5
Tyler Higbee,@Dal,W 35-30,0/0,0,0,0,0,0,0,2.1,21.8,0.2,5.5
David Njoku,Cin,L 7-31,0/0,0,0,0,0,0,0,1.9,20.5,0.1,4.8
Nick Boyle,Pit,L 9-26,0/0,0,0,0,0,0,0,2.1,19.6,0.1,4.7
O.J. Howard*,NYG,W 25-23,0/0,0,0,0,0,0,0,1.8,18.1,0.2,4.6
A.J. Derby,NO,L 0-20,0/0,0,0,0,0,0,0,1.7,18.5,0.1,4.2
Jonnu Smith,@Hou,L 14-57,0/0,0,0,0,0,0,0,1.6,16.2,0.1,4
Virgil Green,Oak,W 16-10,0/0,0,0,0,0,0,0,1.4,15.5,0.1,3.7
Levine Toilolo*,Buf,L 17-23,0/0,0,0,0,0,0,0,0.6,6.9,0.1,1.9
Rhett Ellison,@TB,L 23-25,0/0,0,0,0,0,0,0,0.8,8,0,1.9
Clive Walford*,@Den,L 10-16,0/0,0,0,0,0,0,0,0.7,7.2,0.1,1.8
Chris Manhertz*,@NE,W 33-30,0/0,0,0,0,0,0,0,0.7,7.8,0,1.7
Adam Shaheen*,@GB,L 14-35,0/0,0,0,0,0,0,0,0.7,7.1,0.1,1.7
Nick O'Leary,@Atl,W 23-17,0/0,0,0,0,0,0,0,0.6,8.3,0,1.7
C.J. Uzomah,@Cle,W 31-7,0/0,0,0,0,0,0,0,0.7,6.7,0.1,1.7
Neal Sterling,Jax,W 23-20,0/0,0,0,0,0,0,0,0.6,6.5,0,1.5
Michael Hoomanawanui*,@Mia,W 20-0,0/0,0,0,0,0,0,0,0.5,5.9,0.1,1.5
Ben Koyack,@NYJ,L 20-23,0/0,0,0,0,0,0,0,0.6,6.2,0,1.5
