PLAYER,OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
Le'Veon Bell*,@Hou,W 34-6,0/0,0,0,0,22,93.1,0.7,5.6,53.2,0.3,26.1
Ezekiel Elliott,Sea,L 12-21,0/0,0,0,0,23,96.1,0.9,2.4,20.9,0.1,20.2
Todd Gurley II,@Ten,W 27-23,0/0,0,0,0,18,70.3,0.7,4.4,38.3,0.2,19.7
Leonard Fournette,@SF,L 33-44,0/0,0,0,0,21.3,89.4,0.8,2.6,18.6,0.1,18.7
Mark Ingram,Atl,W 23-13,0/0,0,0,0,15.5,74.3,0.8,3.5,25.9,0.1,18.7
Alvin Kamara,Atl,W 23-13,0/0,0,0,0,9.2,45.4,0.5,5.1,46.3,0.2,18.5
Melvin Gordon,@NYJ,W 14-7,0/0,0,0,0,20,78.1,0.5,3.6,29,0.2,18.5
Dion Lewis,Buf,W 37-16,0/0,0,0,0,16.3,76.2,0.4,3.2,25.4,0.2,16.9
LeSean McCoy,@NE,L 16-37,0/0,0,0,0,15.8,78,0.3,4,27.7,0.1,16.8
Christian McCaffrey,TB,W 22-19,0/0,0,0,0,9,39.1,0.3,4.8,44.4,0.3,16.8
Kenyan Drake,@KC,L 13-29,0/0,0,0,0,16.7,73.5,0.3,4.1,28.9,0.2,16.8
Kareem Hunt,Mia,W 29-13,0/0,0,0,0,15.6,74.9,0.5,2.4,20,0.2,16.1
Jordan Howard,Cle,W 20-3,0/0,0,0,0,21.3,86,0.7,1.3,10.3,0.1,15.7
Devonta Freeman,@NO,L 13-23,0/0,0,0,0,14.4,64.7,0.5,2.7,22.9,0.1,14.9
Alex Collins,Ind,W 23-16,0/0,0,0,0,17.9,78.3,0.6,1.7,14.2,0.1,14.5
Jamaal Williams,Min,L 0-16,0/0,0,0,0,13.7,51.8,0.5,3,22.6,0.1,13.8
Carlos Hyde,Jax,W 44-33,0/0,0,0,0,13.1,54.4,0.3,3.6,23.5,0.1,13.7
Joe Mixon,Det,W 26-17,0/0,0,0,0,15.1,60.4,0.4,2.4,20.1,0.1,13.2
Jerick McKinnon,@GB,W 16-0,0/0,0,0,0,11.8,45.9,0.3,3.5,26,0.1,13.2
Lamar Miller,Pit,L 6-34,0/0,0,0,0,16,65.2,0.3,2.3,19.4,0.1,13.1
Kapri Bibbs,Den,W 27-11,0/0,0,0,0,15,56,0.4,2.4,20.8,0.1,13
C.J. Anderson,@Wsh,L 11-27,0/0,0,0,0,15.9,69.9,0.3,2,14.9,0.1,12.5
