PLAYER,OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
Rob Gronkowski,NYJ,W 26-6,0/0,0,0,0,0,0,0,5.3,82.4,0.8,18.3
Greg Olsen,@Atl,L 10-22,0/0,0,0,0,0,0,0,4.6,59.7,0.3,12.4
Jack Doyle,Hou,W 22-13,0/0,0,0,0,0,0,0,4.9,54.5,0.3,12.3
Jimmy Graham,Ari,L 24-26,0/0,0,0,0,0,0,0,3.9,43.7,0.5,11.5
Eric Ebron,GB,W 35-11,0/0,0,0,0,0,0,0,3.8,45.8,0.3,10.4
Kyle Rudolph,Chi,W 23-10,0/0,0,0,0,0,0,0,3.9,39.5,0.4,10.3
Delanie Walker,Jax,W 15-10,0/0,0,0,0,0,0,0,4.3,45.6,0.2,10.2
Charles Clay,@Mia,W 22-16,0/0,0,0,0,0,0,0,4,41.7,0.3,9.7
Vernon Davis,@NYG,L 10-18,0/0,0,0,0,0,0,0,3.1,44.7,0.3,9.2
Jason Witten,@Phi,W 6-0,0/0,0,0,0,0,0,0,4.1,33.6,0.3,9.1
Antonio Gates,Oak,W 30-10,0/0,0,0,0,0,0,0,3,35.5,0.4,9
Austin Hooper,Car,W 22-10,0/0,0,0,0,0,0,0,3.2,38.3,0.3,8.7
Jared Cook,@LAC,L 10-30,0/0,0,0,0,0,0,0,3.5,38.5,0.2,8.5
Cameron Brate,NO,W 31-24,0/0,0,0,0,0,0,0,3.1,35.5,0.3,8.4
Trey Burton,Dal,L 0-6,0/0,0,0,0,0,0,0,3.1,30.4,0.3,7.7
Tyler Kroft,@Bal,W 31-27,0/0,0,0,0,0,0,0,3,28.6,0.2,7.2
Stephen Anderson,@Ind,L 13-22,0/0,0,0,0,0,0,0,2.6,31.8,0.2,7.1
Demetrius Harris,@Den,W 27-24,0/0,0,0,0,0,0,0,2.7,27.6,0.2,6.9
Benjamin Watson,Cin,L 27-31,0/0,0,0,0,0,0,0,2.9,27.3,0.2,6.9
Ricky Seals-Jones,@Sea,W 26-24,0/0,0,0,0,0,0,0,2.8,31.9,0.1,6.8
A.J. Derby,Buf,L 16-22,0/0,0,0,0,0,0,0,2.5,26.9,0.3,6.7
George Kittle,@LAR,W 34-13,0/0,0,0,0,0,0,0,2.6,27.4,0.2,6.6
David Njoku,@Pit,L 24-28,0/0,0,0,0,0,0,0,2.6,26.3,0.2,6.3
Lance Kendricks,@Det,L 11-35,0/0,0,0,0,0,0,0,2.5,23,0.2,5.9
Niles Paul,@NYG,L 10-18,0/0,0,0,0,0,0,0,2.1,26,0.2,5.7
Josh Hill,@TB,L 24-31,0/0,0,0,0,0,0,0,2,21.9,0.2,5.6
Vance McDonald,Cle,W 28-24,0/0,0,0,0,0,0,0,1.9,22.4,0.2,5.4
Jerell Adams,Wsh,W 18-10,0/0,0,0,0,0,0,0,2.3,23.6,0.1,5.4
