PLAYER,OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
Le'Veon Bell*,Jax,L 9-30,0/0,0,0,0,21,96.2,0.6,4.4,34.3,0.2,22.1
Ezekiel Elliott,GB,L 31-35,0/0,0,0,0,20.5,93.1,0.9,3.1,28.1,0.2,21.5
LeSean McCoy,@Cin,L 16-20,0/0,0,0,0,17.6,82.5,0.4,4.6,35.9,0.1,19.2
Mike Evans,NE,L 14-19,0/0,0,0,0,0,0,0,6.4,81.8,0.6,18.2
Jordy Nelson*,@Dal,W 35-31,0/0,0,0,0,0,0,0,5.7,80.3,0.7,17.9
Todd Gurley II,Sea,L 10-16,0/0,0,0,0,18.7,67.3,0.6,3.9,31.4,0.1,17.8
A.J. Green,Buf,W 20-16,0/0,0,0,0,0,0,0,6.2,89.4,0.4,17.5
Antonio Brown*,Jax,L 9-30,0/0,0,0,0,0.3,1.6,0,6.4,81.8,0.4,17.4
Kareem Hunt,@Hou,W 42-34,0/0,0,0,0,16.6,74.5,0.6,3,25.5,0.1,17.3
DeAndre Hopkins*,KC,L 34-42,0/0,0,0,0,0,0,0,5.8,77.2,0.5,16.5
Carlos Hyde,@Ind,L 23-26,0/0,0,0,0,13.9,65.3,0.5,3.6,29.3,0.1,16.4
Odell Beckham Jr.*,LAC,L 22-27,0/0,0,0,0,0,0,0,5.6,74.5,0.5,16
Dez Bryant,GB,L 31-35,0/0,0,0,0,0,0,0,4.9,73.4,0.6,15.8
Leonard Fournette,@Pit,W 30-9,0/0,0,0,0,16.3,69.9,0.5,3,24.1,0.1,15.7
Zach Ertz,Ari,W 34-7,0/0,0,0,0,0,0,0,6.3,69.7,0.4,15.6
Bilal Powell,@Cle,W 17-14,0/0,0,0,0,14.3,64.7,0.4,3.1,23.7,0.1,15
Larry Fitzgerald,@Phi,L 7-34,0/0,0,0,0,0,0,0,6.3,69.5,0.3,15
Stefon Diggs,@Chi,W 20-17,0/0,0,0,0,0.5,3.1,0,6,67.1,0.3,14.9
Brandin Cooks,@TB,W 19-14,0/0,0,0,0,0.5,2.9,0,4.8,73.7,0.4,14.8
Christian McCaffrey,@Det,W 27-24,0/0,0,0,0,6.3,26.1,0.2,5.1,48.4,0.2,14.7
Melvin Gordon,@NYG,W 27-22,0/0,0,0,0,17.1,64.5,0.3,3.4,25.7,0.1,14.6
Chris Hogan*,@TB,W 19-14,0/0,0,0,0,0.5,3.1,0,4.4,68,0.5,14.4
Keenan Allen,@NYG,W 27-22,0/0,0,0,0,0,0,0,6,66.5,0.3,14.4
