PLAYER,OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
Antonio Brown*,@Bal,W 26-9,0/0,0,0,0,0.2,1.3,0,7.4,93.4,0.4,19.5
A.J. Green,@Cle,W 31-7,0/0,0,0,0,0,0,0,6.6,94.7,0.5,19.1
Julio Jones,Buf,L 17-23,0/0,0,0,0,0,0,0,5.9,90.7,0.5,18
Michael Thomas,@Mia,W 20-0,0/0,0,0,0,0,0,0,6.3,77.8,0.5,17
Odell Beckham Jr.*,@TB,L 23-25,0/0,0,0,0,0,0,0,6.1,81,0.4,16.5
Jordy Nelson*,Chi,W 35-14,0/0,0,0,0,0,0,0,5.2,74.7,0.6,16.3
Keenan Allen,Phi,L 24-26,0/0,0,0,0,0,0,0,6.2,71.6,0.4,15.4
Demaryius Thomas,Oak,W 16-10,0/0,0,0,0,0,0,0,5.4,70.8,0.4,14.8
Mike Evans,NYG,W 25-23,0/0,0,0,0,0,0,0,5.6,65.8,0.4,14.6
Emmanuel Sanders*,Oak,W 16-10,0/0,0,0,0,0,0,0,5,69.4,0.4,14.5
Tyreek Hill*,Wsh,W 29-20,0/0,0,0,0,1.7,11.1,0.1,5,58.5,0.3,14.5
Dez Bryant,LAR,L 30-35,0/0,0,0,0,0,0,0,4.5,63.6,0.6,14.4
Larry Fitzgerald,SF,W 18-15,0/0,0,0,0,0,0,0,5.4,64.3,0.4,14.3
Alshon Jeffery,@LAC,W 26-24,0/0,0,0,0,0,0,0,5.1,71.4,0.3,14.1
DeAndre Hopkins*,Ten,W 57-14,0/0,0,0,0,0,0,0,5.1,67.3,0.4,14.1
Stefon Diggs,Det,L 7-14,0/0,0,0,0,0.5,3.1,0,5.3,62.6,0.3,14.1
Jarvis Landry,NO,L 0-20,0/0,0,0,0,0.3,1.5,0,5.7,62.1,0.3,14.1
Brandin Cooks,Car,L 30-33,0/0,0,0,0,0.4,2.3,0,4.8,66.4,0.4,14
Golden Tate,@Min,W 14-7,0/0,0,0,0,0.6,3.3,0,5.7,61.9,0.3,14
T.Y. Hilton,@Sea,L 18-46,0/0,0,0,0,0,0,0,5.1,73.9,0.2,13.7
Chris Hogan*,Car,L 30-33,0/0,0,0,0,0.6,4,0,4.3,62.1,0.4,13.5
DeVante Parker,NO,L 0-20,0/0,0,0,0,0,0,0,4.3,61.5,0.4,13.1
Adam Thielen,Det,L 7-14,0/0,0,0,0,0,0,0,4.6,63.5,0.3,12.8
Jamison Crowder,@KC,L 20-29,0/0,0,0,0,0.2,1.5,0,5,59.2,0.2,12.5
Rishard Matthews,@Hou,L 14-57,0/0,0,0,0,0,0,0,4.4,61.7,0.3,12.4
Amari Cooper,@Den,L 10-16,0/0,0,0,0,0,0,0,4.8,58.3,0.3,12.4
Kelvin Benjamin,@Atl,W 23-17,0/0,0,0,0,0,0,0,4.3,62.6,0.3,12.3
Davante Adams*,Chi,W 35-14,0/0,0,0,0,0,0,0,4,53.9,0.5,12.2
Randall Cobb,Chi,W 35-14,0/0,0,0,0,0.5,3.2,0,4.3,51.2,0.4,12.1
DeSean Jackson*,NYG,W 25-23,0/0,0,0,0,0,0,0,3.9,64.2,0.3,12.1
Marqise Lee*,@NYJ,L 20-23,0/0,0,0,0,0.6,3.7,0,4.1,53.3,0.3,12
Mohamed Sanu,Buf,L 17-23,0/0,0,0,0,0.3,1.6,0,4.2,49.3,0.4,11.9
Terrelle Pryor Sr.*,@KC,L 20-29,0/0,0,0,0,0.2,1.3,0,4.2,57.5,0.3,11.9
Sammy Watkins,@Dal,W 35-30,0/0,0,0,0,0,0,0,4,61.2,0.3,11.8
Jeremy Maclin*,Pit,L 9-26,0/0,0,0,0,0,0,0,4.4,55.7,0.3,11.6
Tyrell Williams,Phi,L 24-26,0/0,0,0,0,0,0,0,3.8,56.3,0.3,11.5
Pierre Garcon*,@Ari,L 15-18,0/0,0,0,0,0,0,0,4.4,55.3,0.2,11.2
Doug Baldwin,Ind,W 46-18,0/0,0,0,0,0.3,1.8,0,3.8,51,0.3,10.9
Martavis Bryant,@Bal,W 26-9,0/0,0,0,0,0.4,2.2,0,3.6,51.5,0.3,10.8
Jordan Matthews*,@Atl,W 23-17,0/0,0,0,0,0,0,0,3.9,51.8,0.2,10.5
Eric Decker,@Hou,L 14-57,0/0,0,0,0,0,0,0,3.6,47.7,0.3,10.4
Marvin Jones Jr.,@Min,W 14-7,0/0,0,0,0,0,0,0,3.5,50,0.3,10.4
Robert Woods,@Dal,W 35-30,0/0,0,0,0,0,0,0,3.9,48.4,0.3,10.3
Jermaine Kearse,Jax,W 23-20,0/0,0,0,0,0,0,0,3.9,50.3,0.2,10.2
Brandon Marshall*,@TB,L 23-25,0/0,0,0,0,0,0,0,3.7,47.5,0.3,10.2
Sterling Shepard*,@TB,L 23-25,0/0,0,0,0,0.2,1.4,0,3.8,44.8,0.3,10
Devin Funchess,@NE,W 33-30,0/0,0,0,0,0,0,0,3.4,51.5,0.2,10
Ted Ginn Jr.,@Mia,W 20-0,0/0,0,0,0,0.2,1.8,0,3.2,46.1,0.3,9.9
Danny Amendola,Car,L 30-33,0/0,0,0,0,0.1,0.8,0,4.2,40.8,0.3,9.9
Travis Benjamin,Phi,L 24-26,0/0,0,0,0,0.1,0.7,0,3.2,48.8,0.3,9.8
Marquise Goodwin,@Ari,L 15-18,0/0,0,0,0,0.1,0.7,0,3.4,50.2,0.2,9.8
Mike Wallace,Pit,L 9-26,0/0,0,0,0,0.2,1.6,0,3.5,44.6,0.3,9.6
Kenny Stills,NO,L 0-20,0/0,0,0,0,0,0,0,2.9,47.4,0.3,9.6
Tyler Lockett,Ind,W 46-18,0/0,0,0,0,0.3,1.8,0,3,44,0.3,9.4
Cooper Kupp,@Dal,W 35-30,0/0,0,0,0,0,0,0,3.6,42.7,0.3,9.3
Robby Anderson,Jax,W 23-20,0/0,0,0,0,0.2,1.4,0,3.5,47.2,0.2,9.3
Allen Hurns,@NYJ,L 20-23,0/0,0,0,0,0,0,0,3.3,44,0.3,9.2
Paul Richardson,Ind,W 46-18,0/0,0,0,0,0,0,0,3.1,43.3,0.3,9.2
John Brown,SF,W 18-15,0/0,0,0,0,0.3,1.7,0,2.9,45,0.3,9.1
Donte Moncrief*,@Sea,L 18-46,0/0,0,0,0,0.2,1.2,0,3.7,40.5,0.2,9.1
