PLAYER,OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
Travis Kelce,Buf,L 10-16,0/0,0,0,0,0.1,0.6,0,6.1,78.8,0.4,16.4
Rob Gronkowski,Mia,W 35-17,0/0,0,0,0,0,0,0,4.3,68.8,0.7,15.3
Evan Engram*,@Wsh,L 10-20,0/0,0,0,0,0,0,0,5.6,62.1,0.5,14.6
Zach Ertz,Chi,W 31-3,0/0,0,0,0,0,0,0,4.9,59.8,0.5,13.9
Greg Olsen,@NYJ,W 35-27,0/0,0,0,0,0,0,0,4.9,60.8,0.4,13.3
Delanie Walker,@Ind,W 20-16,0/0,0,0,0,0,0,0,4.8,60.8,0.4,13.2
Jimmy Graham,@SF,W 24-13,0/0,0,0,0,0,0,0,4.3,51.6,0.6,13.1
Jack Doyle,Ten,L 16-20,0/0,0,0,0,0,0,0,5.5,53.5,0.4,12.9
Vernon Davis,NYG,W 20-10,0/0,0,0,0,0,0,0,3.7,54.5,0.4,11.5
Jared Cook,Den,W 21-14,0/0,0,0,0,0,0,0,3.6,46.5,0.3,10.3
Kyle Rudolph,@Det,W 30-23,0/0,0,0,0,0,0,0,3.9,37.5,0.4,9.8
Charles Clay,@KC,W 16-10,0/0,0,0,0,0,0,0,4,42.8,0.3,9.8
Austin Hooper,TB,W 34-20,0/0,0,0,0,0,0,0,3.3,41.8,0.4,9.6
Jason Witten,LAC,L 6-28,0/0,0,0,0,0,0,0,4.1,38.4,0.3,9.6
Julius Thomas*,@NE,L 17-35,0/0,0,0,0,0,0,0,3.6,36.6,0.3,9.2
Hunter Henry*,@Dal,W 28-6,0/0,0,0,0,0,0,0,3.1,36.2,0.4,8.9
Cameron Brate,@Atl,L 20-34,0/0,0,0,0,0,0,0,3.4,35.3,0.3,8.6
Austin Seferian-Jenkins*,Car,L 27-35,0/0,0,0,0,0,0,0,3.3,35.4,0.3,8.6
Benjamin Watson,Hou,W 23-16,0/0,0,0,0,0,0,0,3,30.9,0.2,7.5
Eric Ebron,Min,L 23-30,0/0,0,0,0,0,0,0,3,32.3,0.2,7.4
Jesse James,GB,W 31-28,0/0,0,0,0,0,0,0,2.7,29.4,0.3,7.4
Tyler Kroft,Cle,W 30-16,0/0,0,0,0,0,0,0,2.7,29.2,0.3,7.1
George Kittle,Sea,L 13-24,0/0,0,0,0,0,0,0,2.8,29.6,0.2,6.7
Tyler Higbee,NO,W 26-20,0/0,0,0,0,0,0,0,2.3,27.1,0.2,6.3
David Njoku,@Cin,L 16-30,0/0,0,0,0,0,0,0,2.7,23.5,0.2,6.3
C.J. Fiedorowicz*,@Bal,L 16-23,0/0,0,0,0,0,0,0,2.9,25,0.2,6.3
Virgil Green,@Oak,L 14-21,0/0,0,0,0,0,0,0,2.3,23.5,0.1,5.5
Antonio Gates,@Dal,W 28-6,0/0,0,0,0,0,0,0,1.9,21.4,0.2,5.5
Coby Fleener*,@LAR,L 20-26,0/0,0,0,0,0,0,0,1.9,22.9,0.2,5.4
Marcedes Lewis,@Ari,L 24-27,0/0,0,0,0,0,0,0,1.9,21.8,0.2,5.4
Dion Sims,@Phi,L 3-31,0/0,0,0,0,0,0,0,2.2,21.3,0.2,5.2
Niles Paul,NYG,W 20-10,0/0,0,0,0,0,0,0,1.8,23.6,0.2,5.2
O.J. Howard*,@Atl,L 20-34,0/0,0,0,0,0,0,0,1.9,17.6,0.1,4.6
Jermaine Gresham,Jax,W 27-24,0/0,0,0,0,0,0,0,2.1,18.7,0.1,4.5
Seth DeValve,@Cin,L 16-30,0/0,0,0,0,0,0,0,2,18.2,0.1,4.5
Brent Celek,Chi,W 31-3,0/0,0,0,0,0,0,0,1.4,18.8,0.1,4.2
Richard Rodgers*,@Pit,L 28-31,0/0,0,0,0,0,0,0,2,16.9,0.1,4.1
Darren Fells,Min,L 23-30,0/0,0,0,0,0,0,0,1.5,15.9,0.1,3.9
Ross Travis,Ten,L 16-20,0/0,0,0,0,0,0,0,1.5,15.7,0.1,3.9
Lance Kendricks,@Pit,L 28-31,0/0,0,0,0,0,0,0,1.8,15.2,0.1,3.7
Demetrius Harris,Buf,L 10-16,0/0,0,0,0,0,0,0,1,10.3,0.1,2.7
Daniel Brown,@Phi,L 3-31,0/0,0,0,0,0,0,0,1.1,10.4,0.1,2.5
Anthony Fasano,@NE,L 17-35,0/0,0,0,0,0,0,0,1,9.8,0.1,2.5
C.J. Uzomah,Cle,W 30-16,0/0,0,0,0,0,0,0,0.9,9.5,0.1,2.5
Eric Tomlinson,Car,L 27-35,0/0,0,0,0,0,0,0,1,10.2,0.1,2.5
Xavier Grimble,GB,W 31-28,0/0,0,0,0,0,0,0,0.8,9.2,0.1,2.2
Josh Hill,@LAR,L 20-26,0/0,0,0,0,0,0,0,0.8,7.7,0.1,2
Troy Niklas,Jax,W 27-24,0/0,0,0,0,0,0,0,0.9,8.5,0.1,2
Jerell Adams,@Wsh,L 10-20,0/0,0,0,0,0,0,0,0.8,8.5,0,2
Rhett Ellison,@Wsh,L 10-20,0/0,0,0,0,0,0,0,0.8,8.1,0.1,2
James O'Shaughnessy,@Ari,L 24-27,0/0,0,0,0,0,0,0,0.8,8.2,0,1.9
Jeremy Sprinkle,NYG,W 20-10,0/0,0,0,0,0,0,0,0.7,7.8,0.1,1.9
Luke Willson,@SF,W 24-13,0/0,0,0,0,0,0,0,0.7,8,0.1,1.9
Nick Vannett*,@SF,W 24-13,0/0,0,0,0,0,0,0,0.7,7,0.1,1.9
Levine Toilolo*,TB,W 34-20,0/0,0,0,0,0,0,0,0.6,7.3,0.1,1.8
Maxx Williams,Hou,W 23-16,0/0,0,0,0,0,0,0,0.7,6.6,0,1.6
David Morgan,@Det,W 30-23,0/0,0,0,0,0,0,0,0.6,6.5,0.1,1.6
Nick O'Leary,@KC,W 16-10,0/0,0,0,0,0,0,0,0.6,7.2,0,1.5
Michael Hoomanawanui*,@LAR,L 20-26,0/0,0,0,0,0,0,0,0.5,5.6,0.1,1.4
Lee Smith,Den,W 21-14,0/0,0,0,0,0,0,0,0.5,4.6,0,1.2
Antony Auclair,@Atl,L 20-34,0/0,0,0,0,0,0,0,0.5,4.4,0,1.1
Derek Carrier,NO,W 26-20,0/0,0,0,0,0,0,0,0.4,4.9,0,1.1
Logan Paulsen,Sea,L 13-24,0/0,0,0,0,0,0,0,0.5,4.7,0,1.1
Ed Dickson,@NYJ,W 35-27,0/0,0,0,0,0,0,0,0.4,4.4,0,1
James Hanna,LAC,L 6-28,0/0,0,0,0,0,0,0,0.4,4.1,0,1
Ben Koyack,@Ari,L 24-27,0/0,0,0,0,0,0,0,0.4,4.1,0,1
Geoff Swaim,LAC,L 6-28,0/0,0,0,0,0,0,0,0.3,3.1,0,0.8
Michael Roberts,Min,L 23-30,0/0,0,0,0,0,0,0,0.2,2.4,0,0.6
MarQueis Gray,@NE,L 17-35,0/0,0,0,0,0,0,0,0.2,2.5,0,0.6
Clive Walford*,Den,W 21-14,0/0,0,0,0,0,0,0,0.2,2.4,0,0.6
Randall Telfer,@Cin,L 16-30,0/0,0,0,0,0,0,0,0.1,0.9,0,0.2
Kellen Winslow,Car,L 27-35,0/0,0,0,0,0,0,0,0,0,0,0
Alex Smith,NYG,W 20-10,0/0,0,0,0,0,0,0,0,0,0,0
Owen Daniels,@Oak,L 14-21,0/0,0,0,0,0,0,0,0,0,0,0
Daniel Fells,@Wsh,L 10-20,0/0,0,0,0,0,0,0,0,0,0,0
Matt Spaeth,GB,W 31-28,0/0,0,0,0,0,0,0,0,0,0,0
Scott Chandler*,Mia,W 35-17,0/0,0,0,0,0,0,0,0,0,0,0
Clark Harris,Cle,W 30-16,0/0,0,0,0,0,0,0,0,0,0,0
Fred Davis,NYG,W 20-10,0/0,0,0,0,0,0,0,0,0,0,0
Martellus Bennett*,Mia,W 35-17,0/0,0,0,0,0,0,0,0,0,0,0
John Phillips,@LAR,L 20-26,0/0,0,0,0,0,0,0,0,0,0,0
Zach Miller*,@Phi,L 3-31,0/0,0,0,0,0,0,0,0,0,0,0
Brandon Myers,@Atl,L 20-34,0/0,0,0,0,0,0,0,0,0,0,0
Dennis Pitta*,Hou,W 23-16,0/0,0,0,0,0,0,0,0,0,0,0
Tony Moeaki,@Phi,L 3-31,0/0,0,0,0,0,0,0,0,0,0,0
Jim Dray,Jax,W 27-24,0/0,0,0,0,0,0,0,0,0,0,0
Garrett Graham,@Oak,L 14-21,0/0,0,0,0,0,0,0,0,0,0,0
Clay Harbor*,@LAR,L 20-26,0/0,0,0,0,0,0,0,0,0,0,0
Anthony McCoy,@SF,W 24-13,0/0,0,0,0,0,0,0,0,0,0,0
Andrew Quarless,Min,L 23-30,0/0,0,0,0,0,0,0,0,0,0,0
Richie Brockel,@NYJ,W 35-27,0/0,0,0,0,0,0,0,0,0,0,0
Jeff Cumberland,@Dal,W 28-6,0/0,0,0,0,0,0,0,0,0,0,0
Rob Housler,Mia,W 35-17,0/0,0,0,0,0,0,0,0,0,0,0
Bruce Miller,Sea,L 13-24,0/0,0,0,0,0,0,0,0,0,0,0
Luke Stocker,@Ind,W 20-16,0/0,0,0,0,0,0,0,0,0,0,0
David Ausberry,Min,L 23-30,0/0,0,0,0,0,0,0,0,0,0,0
D.J. Williams,NYG,W 20-10,0/0,0,0,0,0,0,0,0,0,0,0
Jordan Cameron,@NE,L 17-35,0/0,0,0,0,0,0,0,0,0,0,0
Orson Charles,Buf,L 10-16,0/0,0,0,0,0,0,0,0,0,0,0
Ladarius Green,GB,W 31-28,0/0,0,0,0,0,0,0,0,0,0,0
Greg Scruggs,Mia,W 35-17,0/0,0,0,0,0,0,0,0,0,0,0
Phillip Supernaw,@Ind,W 20-16,0/0,0,0,0,0,0,0,0,0,0,0
Beau Brinkley,@Ind,W 20-16,0/0,0,0,0,0,0,0,0,0,0,0
Dominique Jones,@NE,L 17-35,0/0,0,0,0,0,0,0,0,0,0,0
Sean McGrath,@Dal,W 28-6,0/0,0,0,0,0,0,0,0,0,0,0
Chase Ford,Hou,W 23-16,0/0,0,0,0,0,0,0,0,0,0,0
Cooper Helfet,Den,W 21-14,0/0,0,0,0,0,0,0,0,0,0,0
Brandon Bostick,Car,L 27-35,0/0,0,0,0,0,0,0,0,0,0,0
Larry Donnell,Hou,W 23-16,0/0,0,0,0,0,0,0,0,0,0,0
Ifeanyi Momah*,Jax,W 27-24,0/0,0,0,0,0,0,0,0,0,0,0
Tyler Eifert*,Cle,W 30-16,0/0,0,0,0,0,0,0,0,0,0,0
Gavin Escobar,Hou,W 23-16,0/0,0,0,0,0,0,0,0,0,0,0
Vance McDonald,GB,W 31-28,0/0,0,0,0,0,0,0,0,0,0,0
Jordan Reed*,NYG,W 20-10,0/0,0,0,0,0,0,0,0,0,0,0
Ryan Griffin*,@Bal,L 16-23,0/0,0,0,0,0,0,0,0,0,0,0
Michael Williams,Mia,W 35-17,0/0,0,0,0,0,0,0,0,0,0,0
Mychal Rivera*,@Ari,L 24-27,0/0,0,0,0,0,0,0,0,0,0,0
Chris Gragg*,Car,L 27-35,0/0,0,0,0,0,0,0,0,0,0,0
Justice Cunningham,NO,W 26-20,0/0,0,0,0,0,0,0,0,0,0,0
Chris Pantale,@NE,L 17-35,0/0,0,0,0,0,0,0,0,0,0,0
Asante Cleveland*,@Dal,W 28-6,0/0,0,0,0,0,0,0,0,0,0,0
Nic Jacobs,@Ari,L 24-27,0/0,0,0,0,0,0,0,0,0,0,0
Blake Annen,@KC,W 16-10,0/0,0,0,0,0,0,0,0,0,0,0
RaShaun Allen,@Bal,L 16-23,0/0,0,0,0,0,0,0,0,0,0,0
Justin Perillo,@Phi,L 3-31,0/0,0,0,0,0,0,0,0,0,0,0
MyCole Pruitt*,@Bal,L 16-23,0/0,0,0,0,0,0,0,0,0,0,0
Gerald Christian,Jax,W 27-24,0/0,0,0,0,0,0,0,0,0,0,0
Neal Sterling,Car,L 27-35,0/0,0,0,0,0,0,0,0,0,0,0
Blake Bell*,@Det,W 30-23,0/0,0,0,0,0,0,0,0,0,0,0
Chris Manhertz*,@NYJ,W 35-27,0/0,0,0,0,0,0,0,0,0,0,0
Darren Waller,Hou,W 23-16,0/0,0,0,0,0,0,0,0,0,0,0
Rory Anderson,@KC,W 16-10,0/0,0,0,0,0,0,0,0,0,0,0
Kennard Backman,Min,L 23-30,0/0,0,0,0,0,0,0,0,0,0,0
A.J. Derby,@NE,L 17-35,0/0,0,0,0,0,0,0,0,0,0,0
E.J. Bibbs,NYG,W 20-10,0/0,0,0,0,0,0,0,0,0,0,0
Khari Lee,@KC,W 16-10,0/0,0,0,0,0,0,0,0,0,0,0
Jerome Cunningham,@Ind,W 20-16,0/0,0,0,0,0,0,0,0,0,0,0
Wes Saxton,@KC,W 16-10,0/0,0,0,0,0,0,0,0,0,0,0
Will Tye,Car,L 27-35,0/0,0,0,0,0,0,0,0,0,0,0
Temarrick Hemingway*,NO,W 26-20,0/0,0,0,0,0,0,0,0,0,0,0
Rico Gathers*,LAC,L 6-28,0/0,0,0,0,0,0,0,0,0,0,0
Thomas Duarte,@NE,L 17-35,0/0,0,0,0,0,0,0,0,0,0,0
Beau Sandland,@Pit,L 28-31,0/0,0,0,0,0,0,0,0,0,0,0
Ben Braunecker,@Phi,L 3-31,0/0,0,0,0,0,0,0,0,0,0,0
Cole Wick,Sea,L 13-24,0/0,0,0,0,0,0,0,0,0,0,0
Matt LaCosse,@Oak,L 14-21,0/0,0,0,0,0,0,0,0,0,0,0
Erik Swoope*,Ten,L 16-20,0/0,0,0,0,0,0,0,0,0,0,0
Anthony Denham*,Chi,W 31-3,0/0,0,0,0,0,0,0,0,0,0,0
Bryce Williams,@NYJ,W 35-27,0/0,0,0,0,0,0,0,0,0,0,0
Alan Cross,@Atl,L 20-34,0/0,0,0,0,0,0,0,0,0,0,0
Braedon Bowman,@Dal,W 28-6,0/0,0,0,0,0,0,0,0,0,0,0
Brian Parker,@Oak,L 14-21,0/0,0,0,0,0,0,0,0,0,0,0
Joshua Perkins,TB,W 34-20,0/0,0,0,0,0,0,0,0,0,0,0
Scott Simonson*,@NYJ,W 35-27,0/0,0,0,0,0,0,0,0,0,0,0
D.J. Tialavea,TB,W 34-20,0/0,0,0,0,0,0,0,0,0,0,0
Matt Lengel,@Cin,L 16-30,0/0,0,0,0,0,0,0,0,0,0,0
Alex Ellis,@Ari,L 24-27,0/0,0,0,0,0,0,0,0,0,0,0
Jordan Leggett*,Car,L 27-35,0/0,0,0,0,0,0,0,0,0,0,0
Jake Butt*,@Oak,L 14-21,0/0,0,0,0,0,0,0,0,0,0,0
Mason Schreck*,Cle,W 30-16,0/0,0,0,0,0,0,0,0,0,0,0
Henry Krieger-Coble,Ten,L 16-20,0/0,0,0,0,0,0,0,0,0,0,0
Austin Traylor,@Oak,L 14-21,--/--,--,--,--,--,--,--,--,--,--,--
