PLAYER,OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
Ezekiel Elliott,LAR,L 30-35,0/0,0,0,0,22.8,100.1,1,2.9,23.8,0.1,21.6
Le'Veon Bell*,@Bal,W 26-9,0/0,0,0,0,18.3,80.1,0.5,5,38.4,0.2,21
LeSean McCoy,@Atl,W 23-17,0/0,0,0,0,14.7,71.1,0.4,5,41.2,0.2,19.7
Kareem Hunt,Wsh,W 29-20,0/0,0,0,0,16.8,80.1,0.8,3,24.7,0.1,18.3
Ty Montgomery*,Chi,W 35-14,0/0,0,0,0,16.8,74.9,0.5,3.5,29.3,0.2,18
Devonta Freeman,Buf,L 17-23,0/0,0,0,0,15.9,73,0.8,2.4,20.9,0.2,17.8
Leonard Fournette,@NYJ,L 20-23,0/0,0,0,0,18.9,83.3,0.7,2.4,19.8,0.1,17.2
Dalvin Cook*,Det,L 7-14,0/0,0,0,0,17,73.9,0.6,3,26.3,0.1,16.9
Todd Gurley II,@Dal,W 35-30,0/0,0,0,0,16.3,62,0.7,3,24.8,0.1,16.3
Mark Ingram,@Mia,W 20-0,0/0,0,0,0,11.9,57.2,0.5,3.5,26.2,0.2,15.7
Jay Ajayi,@LAC,W 26-24,0/0,0,0,0,18.8,83.5,0.6,1.7,13.2,0.1,15.3
Christian McCaffrey,@NE,W 33-30,0/0,0,0,0,7.4,31.7,0.2,5.1,47.4,0.2,15
Carlos Hyde,@Ari,L 15-18,0/0,0,0,0,14.2,60.8,0.4,3.5,26.3,0.1,15
Melvin Gordon,Phi,L 24-26,0/0,0,0,0,16.5,64.8,0.3,3.4,28.2,0.1,14.9
C.J. Anderson,Oak,W 16-10,0/0,0,0,0,17.1,74.6,0.5,2.1,17.6,0.1,14.8
Chris Carson*,Ind,W 46-18,0/0,0,0,0,16.1,72.2,0.5,1.8,16.1,0.1,14
Jordan Howard,@GB,L 14-35,0/0,0,0,0,14.2,65.4,0.4,2.3,18.5,0.1,13.6
Joe Mixon,@Cle,W 31-7,0/0,0,0,0,14.7,60.9,0.5,2.2,18.9,0.1,13.4
Javorius Allen,Pit,L 9-26,0/0,0,0,0,10.2,39,0.3,4.1,30.8,0.2,13.2
Bilal Powell,Jax,W 23-20,0/0,0,0,0,13.3,53.9,0.3,3.2,22.1,0.1,12.9
Lamar Miller,Ten,W 57-14,0/0,0,0,0,15.8,60.5,0.4,2.2,17.5,0.1,12.5
