PLAYER,OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
Rob Gronkowski,@NO,W 36-20,0/0,0,0,0,0,0,0,5.6,88.6,0.8,19.2
Greg Olsen,Buf,W 9-3,0/0,0,0,0,0,0,0,5.5,76.1,0.5,16.1
Travis Kelce,Phi,W 27-20,0/0,0,0,0,0,0,0,5.8,76.1,0.3,15.3
Jordan Reed*,@LAR,W 27-20,0/0,0,0,0,0,0,0,6.1,66.9,0.4,15.3
Jimmy Graham,SF,W 12-9,0/0,0,0,0,0,0,0,4.2,54.9,0.6,13.1
Zach Ertz,@KC,L 20-27,0/0,0,0,0,0,0,0,5.6,55.4,0.3,12.8
Delanie Walker,@Jax,W 37-16,0/0,0,0,0,0,0,0,4.6,51.3,0.4,11.9
Kyle Rudolph,@Pit,L 9-26,0/0,0,0,0,0,0,0,4.8,46.9,0.4,11.7
Jared Cook,NYJ,W 45-20,0/0,0,0,0,0,0,0,3.7,51.2,0.4,11.4
Charles Clay,@Car,L 3-9,0/0,0,0,0,0,0,0,4.4,49.4,0.3,10.9
Martellus Bennett*,@NO,W 36-20,0/0,0,0,0,0,0,0,4.2,43.3,0.4,10.8
Coby Fleener*,NE,L 20-36,0/0,0,0,0,0,0,0,3.6,45.1,0.4,10.7
Tyler Eifert*,Hou,L 9-13,0/0,0,0,0,0,0,0,4.3,44.5,0.3,10.6
Austin Hooper,GB,W 34-23,0/0,0,0,0,0,0,0,3.3,44.7,0.4,10.4
Evan Engram*,Det,L 10-24,0/0,0,0,0,0,0,0,3.8,44.3,0.3,10.2
Jesse James,Min,W 26-9,0/0,0,0,0,0,0,0,4,40.7,0.3,10.1
Jason Witten,@Den,L 17-42,0/0,0,0,0,0,0,0,4.4,39.2,0.2,9.8
Zach Miller*,@TB,L 7-29,0/0,0,0,0,0,0,0,4,41.8,0.3,9.8
Eric Ebron,@NYG,W 24-10,0/0,0,0,0,0,0,0,4.1,44.3,0.2,9.6
Cameron Brate,Chi,W 29-7,0/0,0,0,0,0,0,0,3.4,39.5,0.3,9.4
Antonio Gates,Mia,L 17-19,0/0,0,0,0,0,0,0,3.2,36.7,0.4,9.2
Jack Doyle,Ari,L 13-16,0/0,0,0,0,0,0,0,3.9,37.8,0.2,9
Hunter Henry*,Mia,L 17-19,0/0,0,0,0,0,0,0,3,35.7,0.4,8.9
Julius Thomas*,@LAC,W 19-17,0/0,0,0,0,0,0,0,3.3,33,0.4,8.8
O.J. Howard*,Chi,W 29-7,0/0,0,0,0,0,0,0,2.8,31.2,0.3,7.7
George Kittle,@Sea,L 9-12,0/0,0,0,0,0,0,0,3.4,33,0.2,7.6
Will Tye,@Oak,L 20-45,0/0,0,0,0,0,0,0,2.9,31.3,0.1,6.8
Nick Boyle,Cle,W 24-10,0/0,0,0,0,0,0,0,2.9,28,0.2,6.7
Marcedes Lewis,Ten,L 16-37,0/0,0,0,0,0,0,0,2.5,29,0.2,6.7
Dwayne Allen,@NO,W 36-20,0/0,0,0,0,0,0,0,2.2,25,0.3,6.3
Tyler Higbee,Wsh,L 20-27,0/0,0,0,0,0,0,0,2.5,25.2,0.2,6.3
Ifeanyi Momah*,@Ind,W 16-13,0/0,0,0,0,0,0,0,2.3,25.9,0.2,6.1
David Njoku,@Bal,L 10-24,0/0,0,0,0,0,0,0,2.6,26.5,0.2,6.1
Evan Baylis,@Cin,W 13-9,0/0,0,0,0,0,0,0,2.5,25.9,0.1,5.9
Benjamin Watson,Cle,W 24-10,0/0,0,0,0,0,0,0,2.3,24.2,0.2,5.8
Troy Niklas,@Ind,W 16-13,0/0,0,0,0,0,0,0,2,22.7,0.2,5.4
Josh Hill,NE,L 20-36,0/0,0,0,0,0,0,0,1.8,19.7,0.2,5.1
A.J. Derby,@LAC,W 19-17,0/0,0,0,0,0,0,0,2,21.6,0.1,4.8
Seth DeValve,@Bal,L 10-24,0/0,0,0,0,0,0,0,1.9,18.5,0.1,4.4
Vernon Davis,@LAR,W 27-20,0/0,0,0,0,0,0,0,1.3,18.6,0.1,3.8
