PLAYER,OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
Blake Bortles,Sea,W 30-24,20/32.9,216.2,1.1,0.8,3.8,20.4,0.1,0,0,0,13.5
Nathan Peterman,Ind,W 13-7,18.1/30.7,201.6,1.2,1,3.1,11.7,0.1,0,0,0,12.5
Joe Flacco,@Pit,L 38-39,22.9/35.9,223.9,1,0.8,1.6,2.7,0.1,0,0,0,11.4
Mitchell Trubisky,@Cin,W 33-7,16.8/28.3,172.5,0.9,0.4,3.4,16.5,0.1,0,0,0,10.9
Drew Stanton,Ten,W 12-7,0.1/0.2,1.4,0,0,0,0,0,0,0,0,0.1
Ryan Fitzpatrick,Det,L 21-24,0.1/0.2,1.3,0,0,0,0,0,0,0,0,0.1
Patrick Mahomes,Oak,W 26-15,0.1/0.2,1.2,0,0,0,0,0,0,0,0,0.1
T.J. Yates,SF,L 16-26,0.1/0.2,1.2,0,0,0,0,0,0,0,0,0.1
Kellen Clemens,Wsh,W 30-13,0.1/0.2,1.1,0,0,0,0,0,0,0,0,0.1
Jake Rudock,@TB,W 24-21,0.1/0.2,1.3,0,0,0,0,0,0,0,0,0.1
Brock Osweiler,NYJ,W 23-0,0.1/0.2,1.3,0,0,0,0,0,0,0,0,0.1
Joe Callahan,@Cle,W 27-21,0.1/0.2,1.1,0,0,0,0,0,0,0,0,0.1
Brian Hoyer,@Mia,L 20-27,0.1/0.2,1.2,0,0,0,0,0,0,0,0,0.1
Kevin Hogan,GB,L 21-27,0.1/0.2,1.4,0,0,0,0,0,0,0,0,0.1
Nick Foles,@LAR,W 43-35,0.1/0.2,1.1,0,0,0,0,0,0,0,0,0.1
Matt Schaub,NO,W 20-17,0.1/0.2,1.2,0,0,0,0,0,0,0,0,0.1
David Fales,NE,W 27-20,0.1/0.2,1.3,0,0,0,0,0,0,0,0,0.1
C.J. Beathard,@Hou,W 26-16,0.1/0.2,1.3,0,0,0,0,0,0,0,0,0.1
Joe Webb,Ind,W 13-7,0.1/0.2,1.1,0,0,0,0,0,0,0,0,0.1
Sean Mannion,Phi,L 35-43,0.1/0.2,1.1,0,0,0,0,0,0,0,0,0.1
EJ Manuel,@KC,L 15-26,0.1/0.2,1.2,0,0,0,0,0,0,0,0,0.1
Geno Smith,Dal,L 10-30,0.1/0.2,1.3,0,0,0,0,0,0,0,0,0.1
Bryce Petty,@Den,L 0-23,0.1/0.2,1.1,0,0,0,0,0,0,0,0,0.1
Chase Daniel,@Atl,L 17-20,0.1/0.2,1.1,0,0,0,0,0,0,0,0,0.1
Teddy Bridgewater,@Car,L 24-31,0.1/0.2,1.1,0,0,0,0.1,0,0,0,0,0.1
AJ McCarron,Chi,L 7-33,0.1/0.2,1.1,0,0,0,0,0,0,0,0,0.1
Landry Jones,Bal,W 39-38,0.1/0.2,1.1,0,0,0,0,0,0,0,0,0.1
Cooper Rush,@NYG,W 30-10,0.1/0.2,1.1,0,0,0,0,0,0,0,0,0.1
Chad Henne,Sea,W 30-24,0.1/0.2,1.1,0,0,0,0,0,0,0,0,0.1
Austin Davis,@Jax,L 24-30,0.1/0.2,1.1,0,0,0,0,0,0,0,0,0.1
Derek Anderson,Min,W 31-24,0.1/0.2,1.1,0,0,0,0,0,0,0,0,0.1
Ryan Mallett,@Pit,L 38-39,0.1/0.2,1.2,0,0,0,0,0,0,0,0,0.1
Scott Tolzien,@Buf,L 7-13,0.1/0.2,1.2,0,0,0,0,0,0,0,0,0.1
Matt Cassel,@Ari,L 7-12,0.1/0.2,1.1,0,0,0,0,0,0,0,0,0.1
Mike Glennon,@Cin,W 33-7,0.1/0.2,0.9,0,0,0,0,0,0,0,0,0.1
Colt McCoy,@LAC,L 13-30,0.1/0.2,1.1,0,0,0,0,0,0,0,0,0.1
Mike Vick,Bal,W 39-38,0/0,0,0,0,0,0,0,0,0,0,0
Shaun Hill,@Car,L 24-31,0/0,0,0,0,0,0,0,0,0,0,0
Carson Palmer,Ten,W 12-7,0/0,0,0,0,0,0,0,0,0,0,0
Tony Romo,@NYG,W 30-10,0/0,0,0,0,0,0,0,0,0,0,0
Luke McCown,@NYG,W 30-10,0/0,0,0,0,0,0,0,0,0,0,0
Aaron Rodgers*,@Cle,W 27-21,0/0,0,0,0,0,0,0,0,0,0,0
Dan Orlovsky,Phi,L 35-43,0/0,0,0,0,0,0,0,0,0,0,0
Tarvaris Jackson,@Jax,L 24-30,0/0,0,0,0,0,0,0,0,0,0,0
Charlie Whitehurst,GB,L 21-27,0/0,0,0,0,0,0,0,0,0,0,0
Bruce Gradkowski,Bal,W 39-38,0/0,0,0,0,0,0,0,0,0,0,0
Matt Moore*,NE,W 27-20,0/0,0,0,0,0,0,0,0,0,0,0
Josh Johnson,SF,L 16-26,0/0,0,0,0,0,0,0,0,0,0,0
Matt Flynn,@Atl,L 17-20,0/0,0,0,0,0,0,0,0,0,0,0
Josh Freeman,@Buf,L 7-13,0/0,0,0,0,0,0,0,0,0,0,0
Mark Sanchez,@Cin,W 33-7,0/0,0,0,0,0,0,0,0,0,0,0
Sam Bradford*,@Car,L 24-31,0/0,0,0,0,0,0,0,0,0,0,0
Jimmy Clausen,@Pit,L 38-39,0/0,0,0,0,0,0,0,0,0,0,0
Dan LeFevour,Det,L 21-24,0/0,0,0,0,0,0,0,0,0,0,0
Thaddeus Lewis,@Pit,L 38-39,0/0,0,0,0,0,0,0,0,0,0,0
Christian Ponder,@Hou,W 26-16,0/0,0,0,0,0,0,0,0,0,0,0
Colin Kaepernick,@Hou,W 26-16,0/0,0,0,0,0,0,0,0,0,0,0
Tyrod Taylor,Ind,W 13-7,0/0,0,0,0,0,0,0,0,0,0,0
Jerrod Johnson,@NYG,W 30-10,0/0,0,0,0,0,0,0,0,0,0,0
Andrew Luck*,@Buf,L 7-13,0/0,0,0,0,0,0,0,0,0,0,0
Robert Griffin III,GB,L 21-27,0/0,0,0,0,0,0,0,0,0,0,0
Ryan Tannehill*,NE,W 27-20,0/0,0,0,0,0,0,0,0,0,0,0
Brandon Weeden,@Ari,L 7-12,0/0,0,0,0,0,0,0,0,0,0,0
Kellen Moore,@NYG,W 30-10,0/0,0,0,0,0,0,0,0,0,0,0
Ryan Lindley,@Buf,L 7-13,0/0,0,0,0,0,0,0,0,0,0,0
Matt Simms,NO,W 20-17,0/0,0,0,0,0,0,0,0,0,0,0
Alex Tanney*,@Ari,L 7-12,0/0,0,0,0,0,0,0,0,0,0,0
Ryan Nassib,Sea,W 30-24,0/0,0,0,0,0,0,0,0,0,0,0
Sean Renfree,NO,W 20-17,0/0,0,0,0,0,0,0,0,0,0,0
Zac Dysert*,Ten,W 12-7,0/0,0,0,0,0,0,0,0,0,0,0
Matt Barkley,Ten,W 12-7,0/0,0,0,0,0,0,0,0,0,0,0
Ryan Griffin,Det,L 21-24,0/0,0,0,0,0,0,0,0,0,0,0
Tyler Bray,Oak,W 26-15,0/0,0,0,0,0,0,0,0,0,0,0
Matt McGloin,SF,L 16-26,0/0,0,0,0,0,0,0,0,0,0,0
Johnny Manziel,GB,L 21-27,0/0,0,0,0,0,0,0,0,0,0,0
Tajh Boyd,Bal,W 39-38,0/0,0,0,0,0,0,0,0,0,0,0
Zach Mettenberger,Bal,W 39-38,0/0,0,0,0,0,0,0,0,0,0,0
Keith Wenning,Ind,W 13-7,0/0,0,0,0,0,0,0,0,0,0,0
Aaron Murray,Oak,W 26-15,0/0,0,0,0,0,0,0,0,0,0,0
Matt Blanchard,@Cin,W 33-7,0/0,0,0,0,0,0,0,0,0,0,0
Dustin Vaughan,@Pit,L 38-39,0/0,0,0,0,0,0,0,0,0,0,0
Connor Shaw,@Cin,W 33-7,0/0,0,0,0,0,0,0,0,0,0,0
Dylan Thompson,Phi,L 35-43,0/0,0,0,0,0,0,0,0,0,0,0
Garrett Grayson,@Atl,L 17-20,0/0,0,0,0,0,0,0,0,0,0,0
Paxton Lynch,NYJ,W 23-0,0/0,0,0,0,0,0,0,0,0,0,0
Christian Hackenberg,@Den,L 0-23,0/0,0,0,0,0,0,0,0,0,0,0
Cody Kessler,GB,L 21-27,0/0,0,0,0,0,0,0,0,0,0,0
Connor Cook,@KC,L 15-26,0/0,0,0,0,0,0,0,0,0,0,0
Cardale Jones,Wsh,W 30-13,0/0,0,0,0,0,0,0,0,0,0,0
Nate Sudfeld,@LAR,W 43-35,0/0,0,0,0,0,0,0,0,0,0,0
Brandon Allen,Phi,L 35-43,0/0,0,0,0,0,0,0,0,0,0,0
Jeff Driskel*,Chi,L 7-33,0/0,0,0,0,0,0,0,0,0,0,0
Brandon Doughty,NE,W 27-20,0/0,0,0,0,0,0,0,0,0,0,0
Trevone Boykin,@Jax,L 24-30,0/0,0,0,0,0,0,0,0,0,0,0
Taylor Heinicke,SF,L 16-26,0/0,0,0,0,0,0,0,0,0,0,0
Stephen Morris,@LAC,L 13-30,0/0,0,0,0,0,0,0,0,0,0,0
Brad Kaaya,@Buf,L 7-13,0/0,0,0,0,0,0,0,0,0,0,0
Chad Kelly*,NYJ,W 23-0,0/0,0,0,0,0,0,0,0,0,0,0
Joshua Dobbs,Bal,W 39-38,0/0,0,0,0,0,0,0,0,0,0,0
Deshaun Watson*,SF,L 16-26,0/0,0,0,0,0,0,0,0,0,0,0
Davis Webb,Dal,L 10-30,0/0,0,0,0,0,0,0,0,0,0,0
Taysom Hill,@Atl,L 17-20,0/0,0,0,0,0,0,0,0,0,0,0
